shot_id,match_id,player,player_id,team,home_away,minute,result,xG,X,Y,shot_type,situation,last_action,player_assisted,date,home_team,away_team,Match,season
545042,21984,Iyenoma Destiny Udogie,8831,Tottenham,home,39,BlockedShot,0.12468850612640381,0.8969999694824219,0.5729999923706055,LeftFoot,OpenPlay,Pass,Son Heung-Min,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545043,21984,Dejan Kulusevski,6691,Tottenham,home,39,BlockedShot,0.09971380978822708,0.8719999694824219,0.44799999237060545,RightFoot,OpenPlay,Rebound,Pape Sarr,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545044,21984,Pedro Porro,6912,Tottenham,home,39,BlockedShot,0.013516165316104889,0.710999984741211,0.515,RightFoot,FromCorner,None,,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545046,21984,Richarlison,6026,Tottenham,home,51,MissedShots,0.08475019782781601,0.8580000305175781,0.6329999923706054,RightFoot,OpenPlay,Pass,Son Heung-Min,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545047,21984,James Maddison,6818,Tottenham,home,53,Goal,0.3766724467277527,0.9159999847412109,0.610999984741211,RightFoot,OpenPlay,Pass,Son Heung-Min,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545048,21984,Son Heung-Min,453,Tottenham,home,70,MissedShots,0.017677180469036102,0.8969999694824219,0.355,Head,SetPiece,Cross,James Maddison,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545049,21984,James Maddison,6818,Tottenham,home,74,BlockedShot,0.4514014422893524,0.9180000305175782,0.5929999923706055,RightFoot,OpenPlay,BallRecovery,,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545050,21984,Richarlison,6026,Tottenham,home,74,BlockedShot,0.03410617262125015,0.9330000305175781,0.7080000305175781,LeftFoot,OpenPlay,Rebound,,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545031,21984,Bobby Reid,6827,Fulham,away,0,MissedShots,0.009028594009578228,0.7019999694824218,0.6409999847412109,RightFoot,OpenPlay,None,,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545034,21984,João Palhinha,10715,Fulham,away,11,SavedShot,0.031047457829117775,0.879000015258789,0.495,Head,FromCorner,Cross,Andreas Pereira,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545035,21984,Carlos Vinicius,7395,Fulham,away,17,MissedShots,0.08892205357551575,0.9290000152587891,0.41900001525878905,Head,OpenPlay,Cross,Timothy Castagne,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545036,21984,Sasa Lukic,1537,Fulham,away,24,MissedShots,0.011218092404305935,0.6730000305175782,0.4590000152587891,RightFoot,OpenPlay,Pass,Willian,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545045,21984,João Palhinha,10715,Fulham,away,41,MissedShots,0.031086647883057594,0.9030000305175782,0.47200000762939454,Head,FromCorner,OffsidePass,Andreas Pereira,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545051,21984,Raúl Jiménez,4105,Fulham,away,83,SavedShot,0.31251615285873413,0.895,0.41400001525878904,RightFoot,OpenPlay,Throughball,Harry Wilson,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545052,21984,Alex Iwobi,500,Fulham,away,84,BlockedShot,0.05349230766296387,0.7980000305175782,0.4809999847412109,RightFoot,OpenPlay,Pass,Willian,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545053,21984,Tom Cairney,6835,Fulham,away,86,SavedShot,0.06487946957349777,0.924000015258789,0.6659999847412109,LeftFoot,OpenPlay,Pass,Raúl Jiménez,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545054,21984,Harry Wilson,5596,Fulham,away,91,BlockedShot,0.05066582188010216,0.91,0.36200000762939455,LeftFoot,OpenPlay,Chipped,Willian,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545055,21984,Harry Wilson,5596,Fulham,away,94,BlockedShot,0.09298159182071686,0.845,0.485,LeftFoot,OpenPlay,Throughball,Alex Iwobi,2023-10-23,Tottenham,Fulham,Tottenham v Fulham,2023
545151,21990,Jordan Ayew,672,Crystal Palace,home,5,SavedShot,0.04050102084875107,0.8530000305175781,0.30700000762939456,RightFoot,OpenPlay,Pass,Will Hughes,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545152,21990,Odsonne Edouard,3697,Crystal Palace,home,6,SavedShot,0.07193966209888458,0.8490000152587891,0.48400001525878905,RightFoot,SetPiece,BallTouch,Jeffrey Schlupp,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545156,21990,Joachim Andersen,6314,Crystal Palace,home,38,BlockedShot,0.017700789496302605,0.899000015258789,0.5479999923706055,Head,FromCorner,Aerial,Will Hughes,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545157,21990,Cheick Oumar Doucoure,8666,Crystal Palace,home,38,BlockedShot,0.04812680557370186,0.8119999694824219,0.48700000762939455,RightFoot,FromCorner,Rebound,,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545158,21990,Joel Ward,510,Crystal Palace,home,39,MissedShots,0.025945136323571205,0.789000015258789,0.4779999923706055,RightFoot,FromCorner,None,,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545159,21990,Will Hughes,6104,Crystal Palace,home,40,BlockedShot,0.011841592378914356,0.8919999694824219,0.3890000152587891,Head,FromCorner,Aerial,Odsonne Edouard,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545160,21990,Joel Ward,510,Crystal Palace,home,40,BlockedShot,0.012031699530780315,0.7659999847412109,0.46799999237060547,LeftFoot,FromCorner,HeadPass,Cheick Oumar Doucoure,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545161,21990,Joachim Andersen,6314,Crystal Palace,home,41,MissedShots,0.040530238300561905,0.8919999694824219,0.5479999923706055,Head,FromCorner,Cross,Will Hughes,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545163,21990,Joel Ward,510,Crystal Palace,home,52,OwnGoal,0.0,0.035999999046325684,0.47900001525878905,LeftFoot,OpenPlay,None,,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545164,21990,Odsonne Edouard,3697,Crystal Palace,home,54,BlockedShot,0.036469414830207825,0.77,0.585,RightFoot,OpenPlay,TakeOn,,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545165,21990,Marc Guehi,7603,Crystal Palace,home,54,MissedShots,0.1209515780210495,0.9330000305175781,0.504000015258789,Head,FromCorner,Cross,Will Hughes,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545170,21990,Jesurun Rak-Sakyi,9461,Crystal Palace,home,86,BlockedShot,0.01860627718269825,0.8109999847412109,0.24399999618530274,LeftFoot,FromCorner,Pass,Matheus França,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545173,21990,Jordan Ayew,672,Crystal Palace,home,93,Goal,0.04739731177687645,0.8959999847412109,0.6419999694824219,RightFoot,OpenPlay,Chipped,Joachim Andersen,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545174,21990,Matheus França,12152,Crystal Palace,home,101,MissedShots,0.0706448033452034,0.9330000305175781,0.6270000076293946,LeftFoot,OpenPlay,HeadPass,Jean-Philippe Mateta,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545153,21990,Yves Bissouma,5609,Tottenham,away,15,MissedShots,0.04019181430339813,0.710999984741211,0.5790000152587891,RightFoot,DirectFreekick,Standard,,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545154,21990,James Maddison,6818,Tottenham,away,16,MissedShots,0.04822104796767235,0.935,0.6469999694824219,RightFoot,OpenPlay,HeadPass,Richarlison,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545155,21990,Richarlison,6026,Tottenham,away,19,MissedShots,0.023988788947463036,0.7959999847412109,0.6769999694824219,RightFoot,OpenPlay,Pass,James Maddison,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545162,21990,James Maddison,6818,Tottenham,away,52,MissedShots,0.06148606166243553,0.9440000152587891,0.3370000076293945,RightFoot,OpenPlay,None,,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545166,21990,Son Heung-Min,453,Tottenham,away,65,Goal,0.5861905217170715,0.9330000305175781,0.514000015258789,LeftFoot,OpenPlay,Pass,Brennan Johnson,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545167,21990,Emerson,7430,Tottenham,away,74,BlockedShot,0.02350764349102974,0.7809999847412109,0.6990000152587891,RightFoot,OpenPlay,Pass,James Maddison,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545168,21990,Pedro Porro,6912,Tottenham,away,74,BlockedShot,0.025030797347426414,0.7959999847412109,0.4329999923706055,RightFoot,OpenPlay,Rebound,,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545169,21990,Dejan Kulusevski,6691,Tottenham,away,79,BlockedShot,0.023499079048633575,0.7219999694824218,0.37,LeftFoot,OpenPlay,Pass,Son Heung-Min,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545171,21990,Son Heung-Min,453,Tottenham,away,90,BlockedShot,0.13750602304935455,0.9080000305175782,0.4259999847412109,RightFoot,OpenPlay,Pass,Brennan Johnson,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545172,21990,Rodrigo Bentancur,6108,Tottenham,away,90,BlockedShot,0.023269250988960266,0.805,0.605999984741211,RightFoot,OpenPlay,Rebound,,2023-10-27,Crystal Palace,Tottenham,Crystal Palace v Tottenham,2023
545211,21989,Nicolas Jackson,10048,Chelsea,home,6,MissedShots,0.033699825406074524,0.8469999694824218,0.710999984741211,RightFoot,OpenPlay,TakeOn,Marc Cucurella,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545213,21989,Noni Madueke,11357,Chelsea,home,9,ShotOnPost,0.04120032116770744,0.9230000305175782,0.28700000762939454,LeftFoot,OpenPlay,Chipped,Cole Palmer,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545214,21989,Noni Madueke,11357,Chelsea,home,10,BlockedShot,0.039075568318367004,0.8480000305175781,0.34,LeftFoot,OpenPlay,Pass,Raheem Sterling,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545215,21989,Nicolas Jackson,10048,Chelsea,home,11,BlockedShot,0.04249745234847069,0.8219999694824218,0.355,RightFoot,OpenPlay,Pass,Cole Palmer,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545216,21989,Conor Gallagher,9040,Chelsea,home,11,SavedShot,0.013667931780219078,0.765,0.3529999923706055,RightFoot,OpenPlay,TakeOn,Nicolas Jackson,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545217,21989,Marc Cucurella,7134,Chelsea,home,18,SavedShot,0.4557463824748993,0.9069999694824219,0.5059999847412109,RightFoot,OpenPlay,Throughball,Cole Palmer,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545218,21989,Raheem Sterling,618,Chelsea,home,19,MissedShots,0.350678414106369,0.899000015258789,0.39799999237060546,RightFoot,OpenPlay,None,,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545219,21989,Noni Madueke,11357,Chelsea,home,37,BlockedShot,0.08824770152568817,0.889000015258789,0.43099998474121093,LeftFoot,OpenPlay,None,,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545220,21989,Marc Cucurella,7134,Chelsea,home,39,BlockedShot,0.12622322142124176,0.8909999847412109,0.47200000762939454,RightFoot,OpenPlay,Pass,Noni Madueke,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545221,21989,Cole Palmer,8497,Chelsea,home,43,MissedShots,0.06878116726875305,0.7730000305175782,0.37099998474121093,LeftFoot,DirectFreekick,Standard,,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545223,21989,Thiago Silva,3288,Chelsea,home,52,BlockedShot,0.07976404577493668,0.9169999694824219,0.545,Head,FromCorner,Cross,Conor Gallagher,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545224,21989,Raheem Sterling,618,Chelsea,home,53,BlockedShot,0.06572046130895615,0.8219999694824218,0.57,LeftFoot,OpenPlay,Pass,Nicolas Jackson,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545225,21989,Nicolas Jackson,10048,Chelsea,home,56,MissedShots,0.024079926311969757,0.8019999694824219,0.28100000381469725,LeftFoot,OpenPlay,Pass,Noni Madueke,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545227,21989,Thiago Silva,3288,Chelsea,home,85,MissedShots,0.014914012514054775,0.9380000305175781,0.35400001525878905,Head,FromCorner,Cross,Conor Gallagher,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545228,21989,Cole Palmer,8497,Chelsea,home,87,MissedShots,0.11401442438364029,0.9,0.4370000076293945,LeftFoot,OpenPlay,Pass,Reece James,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545229,21989,Deivid Washington,12033,Chelsea,home,87,MissedShots,0.12518750131130219,0.9209999847412109,0.5409999847412109,LeftFoot,OpenPlay,Rebound,Cole Palmer,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545232,21989,Reece James,8067,Chelsea,home,94,BlockedShot,0.048782069236040115,0.8519999694824218,0.37099998474121093,RightFoot,OpenPlay,None,,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545210,21989,Bryan Mbeumo,6552,Brentford,away,3,BlockedShot,0.0432283952832222,0.865,0.4640000152587891,RightFoot,OpenPlay,Aerial,,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545212,21989,Bryan Mbeumo,6552,Brentford,away,8,SavedShot,0.11075936257839203,0.9780000305175781,0.24799999237060547,RightFoot,OpenPlay,Throughball,Kristoffer Ajer,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545222,21989,Vitaly Janelt,9680,Brentford,away,49,SavedShot,0.36326292157173157,0.875999984741211,0.4470000076293945,RightFoot,OpenPlay,Pass,Kristoffer Ajer,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545226,21989,Ethan Pinnock,9678,Brentford,away,57,Goal,0.6137951612472534,0.970999984741211,0.5429999923706055,Head,OpenPlay,Cross,Bryan Mbeumo,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545230,21989,Yehor Yarmolyuk,11772,Brentford,away,89,SavedShot,0.5723902583122253,0.8959999847412109,0.43099998474121093,RightFoot,OpenPlay,None,,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545231,21989,Bryan Mbeumo,6552,Brentford,away,89,MissedShots,0.364875853061676,0.9119999694824219,0.49900001525878906,LeftFoot,OpenPlay,Cross,Neal Maupay,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545233,21989,Bryan Mbeumo,6552,Brentford,away,95,Goal,0.41306257247924805,0.8540000152587891,0.555,LeftFoot,OpenPlay,Pass,Neal Maupay,2023-10-28,Chelsea,Brentford,Chelsea v Brentford,2023
545475,21985,Marcus Tavernier,10741,Bournemouth,home,8,SavedShot,0.04196124151349068,0.7780000305175782,0.235,LeftFoot,DirectFreekick,Standard,,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545476,21985,Lloyd Kelly,8090,Bournemouth,home,8,MissedShots,0.11604900658130646,0.9390000152587891,0.445,LeftFoot,FromCorner,None,,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545479,21985,Marcus Tavernier,10741,Bournemouth,home,20,MissedShots,0.43872207403182983,0.9419999694824219,0.5609999847412109,LeftFoot,OpenPlay,Cross,Antoine Semenyo,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545480,21985,Antoine Semenyo,11363,Bournemouth,home,21,Goal,0.05513833835721016,0.874000015258789,0.6379999923706055,LeftFoot,OpenPlay,BallRecovery,,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545482,21985,Chris Mepham,7384,Bournemouth,home,37,SavedShot,0.0895473062992096,0.924000015258789,0.45099998474121095,Head,FromCorner,Cross,Alex Scott,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545483,21985,Antoine Semenyo,11363,Bournemouth,home,42,BlockedShot,0.040317367762327194,0.8619999694824219,0.29600000381469727,LeftFoot,OpenPlay,Chipped,Ryan Christie,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545484,21985,Dominic Solanke,1679,Bournemouth,home,47,BlockedShot,0.09710922092199326,0.8530000305175781,0.45,LeftFoot,OpenPlay,Pass,Ryan Christie,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545485,21985,Philip Billing,6034,Bournemouth,home,47,MissedShots,0.03308446705341339,0.8009999847412109,0.5659999847412109,LeftFoot,OpenPlay,Rebound,,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545486,21985,Marcus Tavernier,10741,Bournemouth,home,47,SavedShot,0.03844501078128815,0.855999984741211,0.33599998474121096,LeftFoot,SetPiece,Pass,Antoine Semenyo,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545487,21985,Dominic Solanke,1679,Bournemouth,home,65,SavedShot,0.0929182916879654,0.9080000305175782,0.580999984741211,RightFoot,OpenPlay,Cross,Philip Billing,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545488,21985,Alex Scott,12149,Bournemouth,home,67,MissedShots,0.03636414185166359,0.7519999694824219,0.755,RightFoot,DirectFreekick,Standard,,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545489,21985,Philip Billing,6034,Bournemouth,home,75,Goal,0.008645940572023392,0.64,0.7430000305175781,LeftFoot,OpenPlay,BallRecovery,,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545490,21985,Milos Kerkez,11709,Bournemouth,home,86,BlockedShot,0.01543535478413105,0.7319999694824219,0.6859999847412109,LeftFoot,OpenPlay,None,,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545474,21985,Zeki Amdouni,11701,Burnley,away,4,MissedShots,0.13256719708442688,0.9669999694824218,0.4640000152587891,Head,FromCorner,Cross,Johann Berg Gudmundsson,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545477,21985,Charlie Taylor,6044,Burnley,away,10,BlockedShot,0.027931183576583862,0.749000015258789,0.49,LeftFoot,FromCorner,Pass,Vitinho,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545478,21985,Charlie Taylor,6044,Burnley,away,10,Goal,0.011096502654254436,0.7619999694824219,0.4229999923706055,LeftFoot,FromCorner,HeadPass,Dara O&#039;Shea,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545481,21985,Anass Zaroury,11703,Burnley,away,35,SavedShot,0.02711605094373226,0.7609999847412109,0.49400001525878906,LeftFoot,OpenPlay,BallRecovery,Vitinho,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545491,21985,Sander Berge,8285,Burnley,away,97,MissedShots,0.6677964925765991,0.9769999694824218,0.5409999847412109,RightFoot,FromCorner,None,,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545492,21985,Sander Berge,8285,Burnley,away,100,SavedShot,0.0360427126288414,0.904000015258789,0.24899999618530275,LeftFoot,OpenPlay,Pass,Jacob Bruun Larsen,2023-10-28,Bournemouth,Burnley,Bournemouth v Burnley,2023
545493,21986,Declan Rice,5553,Arsenal,home,5,BlockedShot,0.03917764127254486,0.7909999847412109,0.4520000076293945,RightFoot,OpenPlay,Pass,Gabriel Martinelli,2023-10-28,Arsenal,Sheffield United,Arsenal v Sheffield United,2023
545496,21986,Eddie Nketiah,6482,Arsenal,home,27,Goal,0.5524369478225708,0.925,0.51,RightFoot,OpenPlay,TakeOn,Declan Rice,2023-10-28,Arsenal,Sheffield United,Arsenal v Sheffield United,2023
545497,21986,Gabriel Martinelli,7752,Arsenal,home,40,SavedShot,0.0822388231754303,0.865999984741211,0.6179999923706054,LeftFoot,OpenPlay,Pass,Bukayo Saka,2023-10-28,Arsenal,Sheffield United,Arsenal v Sheffield United,2023
545498,21986,Oleksandr Zinchenko,2958,Arsenal,home,41,BlockedShot,0.014856242574751377,0.7290000152587891,0.49700000762939456,LeftFoot,FromCorner,None,,2023-10-28,Arsenal,Sheffield United,Arsenal v Sheffield United,2023
545499,21986,Emile Smith-Rowe,7230,Arsenal,home,42,BlockedShot,0.11840155720710754,0.875999984741211,0.5259999847412109,RightFoot,OpenPlay,Pass,Gabriel Martinelli,2023-10-28,Arsenal,Sheffield United,Arsenal v Sheffield United,2023
545500,21986,Eddie Nketiah,6482,Arsenal,home,49,Goal,0.5440521836280823,0.95,0.5570000076293945,RightFoot,FromCorner,None,,2023-10-28,Arsenal,Sheffield United,Arsenal v Sheffield United,2023
545501,21986,Eddie Nketiah,6482,Arsenal,home,57,Goal,0.047849029302597046,0.7730000305175782,0.5379999923706055,RightFoot,OpenPlay,Pass,Emile Smith-Rowe,2023-10-28,Arsenal,Sheffield United,Arsenal v Sheffield United,2023
545502,21986,Ben White,7298,Arsenal,home,61,SavedShot,0.0674876794219017,0.8319999694824218,0.46,RightFoot,OpenPlay,Chipped,Gabriel Martinelli,2023-10-28,Arsenal,Sheffield United,Arsenal v Sheffield United,2023
545503,21986,Takehiro Tomiyasu,7931,Arsenal,home,75,MissedShots,0.030340159311890602,0.84,0.38799999237060545,RightFoot,OpenPlay,Aerial,,2023-10-28,Arsenal,Sheffield United,Arsenal v Sheffield United,2023
545504,21986,Fábio Vieira,11007,Arsenal,home,87,Goal,0.7611688375473022,0.885,0.5,LeftFoot,Penalty,Standard,,2023-10-28,Arsenal,Sheffield United,Arsenal v Sheffield United,2023
545505,21986,Eddie Nketiah,6482,Arsenal,home,95,BlockedShot,0.09446568042039871,0.8719999694824219,0.37,RightFoot,OpenPlay,Pass,Kai Havertz,2023-10-28,Arsenal,Sheffield United,Arsenal v Sheffield United,2023
545506,21986,Takehiro Tomiyasu,7931,Arsenal,home,95,Goal,0.11985728144645691,0.9319999694824219,0.49,RightFoot,FromCorner,None,,2023-10-28,Arsenal,Sheffield United,Arsenal v Sheffield United,2023
545507,21986,Kai Havertz,5220,Arsenal,home,99,MissedShots,0.5626232028007507,0.9459999847412109,0.41900001525878905,RightFoot,OpenPlay,Throughball,Oleksandr Zinchenko,2023-10-28,Arsenal,Sheffield United,Arsenal v Sheffield United,2023
545494,21986,Gustavo Hamer,11839,Sheffield United,away,14,MissedShots,0.014746851287782192,0.52,0.40400001525878904,RightFoot,OpenPlay,Pass,James McAtee,2023-10-28,Arsenal,Sheffield United,Arsenal v Sheffield United,2023
545495,21986,James McAtee,10126,Sheffield United,away,20,BlockedShot,0.013408539816737175,0.7869999694824219,0.28299999237060547,LeftFoot,OpenPlay,Chipped,Gustavo Hamer,2023-10-28,Arsenal,Sheffield United,Arsenal v Sheffield United,2023
545658,21994,Rayan Ait Nouri,6674,Wolverhampton Wanderers,home,5,MissedShots,0.03394971415400505,0.8159999847412109,0.5970000076293945,RightFoot,FromCorner,Pass,Mario Lemina,2023-10-28,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers v Newcastle United,2023
545660,21994,Boubacar Traore,8119,Wolverhampton Wanderers,home,8,BlockedShot,0.023273685947060585,0.8140000152587891,0.34299999237060547,RightFoot,FromCorner,None,,2023-10-28,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers v Newcastle United,2023
545661,21994,Boubacar Traore,8119,Wolverhampton Wanderers,home,10,MissedShots,0.01110856980085373,0.674000015258789,0.5179999923706055,RightFoot,OpenPlay,BallRecovery,,2023-10-28,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers v Newcastle United,2023
545662,21994,Matheus Cunha,7080,Wolverhampton Wanderers,home,18,SavedShot,0.06256679445505142,0.815,0.52,RightFoot,OpenPlay,Pass,Hee-Chan Hwang,2023-10-28,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers v Newcastle United,2023
545665,21994,Matheus Cunha,7080,Wolverhampton Wanderers,home,27,SavedShot,0.12105602771043777,0.925,0.6959999847412109,LeftFoot,OpenPlay,TakeOn,Nélson Semedo,2023-10-28,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers v Newcastle United,2023
545667,21994,Pedro Neto,6382,Wolverhampton Wanderers,home,35,SavedShot,0.04899556562304497,0.8730000305175781,0.34200000762939453,LeftFoot,OpenPlay,None,,2023-10-28,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers v Newcastle United,2023
545668,21994,Mario Lemina,1299,Wolverhampton Wanderers,home,35,Goal,0.08939016610383987,0.9209999847412109,0.45799999237060546,Head,FromCorner,Cross,Pedro Neto,2023-10-28,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers v Newcastle United,2023
545673,21994,Pedro Neto,6382,Wolverhampton Wanderers,home,48,BlockedShot,0.07170765101909637,0.7580000305175781,0.500999984741211,LeftFoot,DirectFreekick,Standard,,2023-10-28,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers v Newcastle United,2023
545674,21994,Matheus Cunha,7080,Wolverhampton Wanderers,home,63,SavedShot,0.06606096774339676,0.98,0.39,RightFoot,OpenPlay,None,,2023-10-28,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers v Newcastle United,2023
545675,21994,Hee-Chan Hwang,8845,Wolverhampton Wanderers,home,70,Goal,0.23832979798316956,0.9319999694824219,0.41900001525878905,LeftFoot,SetPiece,TakeOn,Toti,2023-10-28,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers v Newcastle United,2023
545678,21994,Matheus Cunha,7080,Wolverhampton Wanderers,home,89,BlockedShot,0.09695368260145187,0.9480000305175781,0.3220000076293945,RightFoot,OpenPlay,Pass,Hee-Chan Hwang,2023-10-28,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers v Newcastle United,2023
545657,21994,Anthony Gordon,8150,Newcastle United,away,2,MissedShots,0.1633986532688141,0.9319999694824219,0.4329999923706055,OtherBodyPart,OpenPlay,Cross,Kieran Trippier,2023-10-28,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers v Newcastle United,2023
545659,21994,Sean Longstaff,7078,Newcastle United,away,6,MissedShots,0.05033702403306961,0.8919999694824219,0.305,RightFoot,OpenPlay,Pass,Joelinton,2023-10-28,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers v Newcastle United,2023
545663,21994,Callum Wilson,468,Newcastle United,away,21,BlockedShot,0.5510262846946716,0.9259999847412109,0.47900001525878905,RightFoot,OpenPlay,None,,2023-10-28,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers v Newcastle United,2023
545664,21994,Callum Wilson,468,Newcastle United,away,21,Goal,0.6173648834228516,0.9469999694824218,0.46799999237060547,RightFoot,OpenPlay,Rebound,,2023-10-28,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers v Newcastle United,2023
545666,21994,Sean Longstaff,7078,Newcastle United,away,29,BlockedShot,0.05640076845884323,0.815,0.46700000762939453,RightFoot,OpenPlay,Pass,Bruno Guimarães,2023-10-28,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers v Newcastle United,2023
