league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,away_points,away_expected_points,away_goals,away_xg,away_np_xg,away_np_xg_difference,away_ppda,away_deep_completions,home_points,home_expected_points,home_goals,home_xg,home_np_xg,home_np_xg_difference,home_ppda,home_deep_completions
ENG-Premier League,1920,2019-08-17 Aston Villa-Bournemouth,1,2019,11654,2019-08-17 15:00:00,71,73,Aston Villa,Bournemouth,BOU,AVL,3,1.3578,2,1.62777,0.866605,-0.784085,10.72,9,0,1.3698,1,1.65069,1.65069,0.784085,13.0,12
ENG-Premier League,1920,2019-08-17 Brighton-West Ham,1,2019,11655,2019-08-17 15:00:00,220,81,Brighton,West Ham,WHU,BRI,1,0.4871,1,1.00856,1.00856,-1.39605,8.870967741935484,4,1,2.3339,1,2.40461,2.40461,1.39605,5.485714285714286,8
ENG-Premier League,1920,2019-08-17 Everton-Watford,1,2019,11656,2019-08-17 15:00:00,72,90,Everton,Watford,WAT,EVE,0,1.663,0,1.17279,1.17279,0.339877,3.925,3,3,1.0150000000000001,1,0.832913,0.832913,-0.339877,8.863636363636363,4
ENG-Premier League,1920,2019-08-17 Manchester City-Tottenham,1,2019,11659,2019-08-17 17:30:00,88,82,Manchester City,Tottenham,TOT,MCI,1,0.037599999999999995,2,0.074542,0.074542,-3.1262179999999997,47.142857142857146,2,1,2.9323,2,3.20076,3.20076,3.1262179999999997,8.976744186046512,10
ENG-Premier League,1920,2019-08-17 Norwich-Newcastle United,1,2019,11657,2019-08-17 15:00:00,79,86,Norwich,Newcastle United,NEW,NOR,0,0.565,1,0.920429,0.920429,-1.175291,17.5,6,3,2.2375,3,2.09572,2.09572,1.175291,13.928571428571429,9
ENG-Premier League,1920,2019-08-17 Southampton-Liverpool,1,2019,11658,2019-08-17 15:00:00,74,87,Southampton,Liverpool,LIV,SOU,3,0.9462999999999999,2,1.52022,1.52022,-0.6202500000000002,9.428571428571429,6,0,1.8258999999999999,1,2.14047,2.14047,0.6202500000000002,12.0,1
ENG-Premier League,1920,2019-08-18 Chelsea-Leicester,1,2019,11661,2019-08-18 16:30:00,80,75,Chelsea,Leicester,LEI,CHE,1,1.0811,1,0.947941,0.947941,-0.27834900000000007,6.297297297297297,5,1,1.6180999999999999,1,1.22629,1.22629,0.27834900000000007,10.576923076923077,4
ENG-Premier League,1920,2019-08-18 Sheffield United-Crystal Palace,1,2019,11660,2019-08-18 14:00:00,238,78,Sheffield United,Crystal Palace,CRY,SHE,0,0.22060000000000002,0,0.241912,0.241912,-1.605868,11.6,5,3,2.6386,1,1.84778,1.84778,1.605868,11.12,2
ENG-Premier League,1920,2019-08-19 Wolverhampton Wanderers-Manchester United,1,2019,11662,2019-08-19 20:00:00,229,89,Wolverhampton Wanderers,Manchester United,MUN,WOL,1,2.3024,1,1.14332,0.382148,0.07479199999999997,8.363636363636363,9,1,0.43789999999999996,1,0.307356,0.307356,-0.07479199999999997,19.95,5
ENG-Premier League,1920,2019-08-23 Aston Villa-Everton,1,2019,11663,2019-08-23 20:00:00,71,72,Aston Villa,Everton,EVE,AVL,0,1.7245,0,1.25668,1.25668,0.40075400000000005,5.407407407407407,12,3,0.9697,2,0.855926,0.855926,-0.40075400000000005,13.25,6
ENG-Premier League,1920,2019-08-24 Brighton-Southampton,1,2019,11666,2019-08-24 15:00:00,220,74,Brighton,Southampton,SOU,BRI,3,2.2194000000000003,2,2.07795,2.07795,1.080239,10.75,6,0,0.5691,0,0.997711,0.997711,-1.080239,9.173913043478262,6
ENG-Premier League,1920,2019-08-24 Liverpool-Arsenal,1,2019,11670,2019-08-24 17:30:00,87,83,Liverpool,Arsenal,ARS,LIV,0,0.3434,1,0.985542,0.985542,-1.0414979999999998,28.428571428571427,7,3,2.5204999999999997,3,2.78821,2.02704,1.0414979999999998,9.783783783783784,9
ENG-Premier League,1920,2019-08-24 Manchester United-Crystal Palace,1,2019,11669,2019-08-24 15:00:00,89,78,Manchester United,Crystal Palace,CRY,MUN,3,0.35029999999999994,2,0.676993,0.676993,-0.797447,15.277777777777779,2,0,2.4880999999999998,1,2.23561,1.47444,0.797447,6.857142857142857,7
ENG-Premier League,1920,2019-08-24 Norwich-Chelsea,1,2019,11664,2019-08-24 12:30:00,79,80,Norwich,Chelsea,CHE,NOR,3,1.9533,3,1.89428,1.89428,0.81524,13.727272727272727,12,0,0.7872000000000001,2,1.07904,1.07904,-0.81524,10.0,5
ENG-Premier League,1920,2019-08-24 Sheffield United-Leicester,1,2019,11665,2019-08-24 15:00:00,238,75,Sheffield United,Leicester,LEI,SHE,3,1.3217999999999999,2,0.704879,0.704879,0.05056100000000008,8.941176470588236,9,0,1.2765,1,0.654318,0.654318,-0.05056100000000008,11.391304347826088,4
ENG-Premier League,1920,2019-08-24 Watford-West Ham,1,2019,11667,2019-08-24 15:00:00,90,81,Watford,West Ham,WHU,WAT,3,2.1833,3,3.45768,2.69651,0.4030299999999998,12.947368421052632,10,0,0.6389,1,2.29348,2.29348,-0.4030299999999998,9.285714285714286,20
ENG-Premier League,1920,2019-08-25 Bournemouth-Manchester City,1,2019,11671,2019-08-25 14:00:00,73,88,Bournemouth,Manchester City,MCI,BOU,3,2.1653000000000002,3,3.12856,3.12856,1.2351099999999997,5.173913043478261,17,0,0.6611,1,1.89345,1.89345,-1.2351099999999997,22.9,3
ENG-Premier League,1920,2019-08-25 Tottenham-Newcastle United,1,2019,11672,2019-08-25 16:30:00,82,86,Tottenham,Newcastle United,NEW,TOT,3,0.6756,1,0.51428,0.51428,-0.7449899999999999,32.3,5,0,2.0469,0,1.25927,1.25927,0.7449899999999999,4.842105263157895,8
ENG-Premier League,1920,2019-08-25 Wolverhampton Wanderers-Burnley,1,2019,11668,2019-08-25 16:30:00,229,92,Wolverhampton Wanderers,Burnley,BUR,WOL,1,1.2223,1,1.22762,1.22762,0.6608599999999999,14.619047619047619,4,1,1.4707,1,1.32793,0.56676,-0.6608599999999999,11.833333333333334,4
ENG-Premier League,1920,2019-08-31 Burnley-Liverpool,1,2019,11680,2019-08-31 17:30:00,92,87,Burnley,Liverpool,LIV,BUR,3,1.8342,3,1.20057,1.20057,0.5831799999999999,6.208333333333333,11,0,0.8487,0,0.61739,0.61739,-0.5831799999999999,16.263157894736842,0
ENG-Premier League,1920,2019-08-31 Chelsea-Sheffield United,1,2019,11675,2019-08-31 15:00:00,80,238,Chelsea,Sheffield United,SHE,CHE,1,0.527,2,1.04649,1.04649,-1.2593,20.916666666666668,5,1,2.2781000000000002,2,2.30579,2.30579,1.2593,14.882352941176471,4
ENG-Premier League,1920,2019-08-31 Crystal Palace-Aston Villa,1,2019,11676,2019-08-31 15:00:00,78,71,Crystal Palace,Aston Villa,AVL,CRY,0,0.4799,0,0.30354,0.30354,-1.1104,9.04,5,3,2.2757,1,1.41394,1.41394,1.1104,9.0,13
ENG-Premier League,1920,2019-08-31 Leicester-Bournemouth,1,2019,11677,2019-08-31 15:00:00,75,73,Leicester,Bournemouth,BOU,LEI,0,0.2616,1,0.554726,0.554726,-1.682934,10.0,7,3,2.6031,3,2.23766,2.23766,1.682934,6.914285714285715,10
ENG-Premier League,1920,2019-08-31 Manchester City-Brighton,1,2019,11678,2019-08-31 15:00:00,88,220,Manchester City,Brighton,BRI,MCI,0,0.43790000000000007,0,0.861035,0.861035,-1.4471450000000001,21.625,7,3,2.3849,4,2.30818,2.30818,1.4471450000000001,11.4375,16
ENG-Premier League,1920,2019-08-31 Newcastle United-Watford,1,2019,11679,2019-08-31 15:00:00,86,90,Newcastle United,Watford,WAT,NEW,1,1.3860999999999999,1,1.1068,1.1068,0.06549000000000005,12.0,6,1,1.3018,1,1.04131,1.04131,-0.06549000000000005,19.6,2
ENG-Premier League,1920,2019-08-31 Southampton-Manchester United,1,2019,11673,2019-08-31 12:30:00,74,89,Southampton,Manchester United,MUN,SOU,1,2.202,1,1.90356,1.90356,1.133944,13.571428571428571,13,1,0.5769,1,0.769616,0.769616,-1.133944,6.666666666666667,6
ENG-Premier League,1920,2019-08-31 West Ham-Norwich,1,2019,11674,2019-08-31 15:00:00,81,79,West Ham,Norwich,NOR,WHU,0,0.6576,0,1.1674,1.1674,-1.0391700000000001,8.74074074074074,5,3,2.1159000000000003,2,2.20657,2.20657,1.0391700000000001,7.842105263157895,12
ENG-Premier League,1920,2019-09-01 Arsenal-Tottenham,1,2019,11682,2019-09-01 16:30:00,83,82,Arsenal,Tottenham,TOT,ARS,1,1.4545,2,1.95514,1.19397,-0.73112,12.176470588235293,6,1,1.2919,2,1.92509,1.92509,0.73112,6.787878787878788,12
ENG-Premier League,1920,2019-09-01 Everton-Wolverhampton Wanderers,1,2019,11681,2019-09-01 14:00:00,72,229,Everton,Wolverhampton Wanderers,WOL,EVE,0,1.7717000000000003,2,2.00172,2.00172,0.5133000000000001,20.166666666666668,5,3,0.9823999999999999,3,1.48842,1.48842,-0.5133000000000001,5.333333333333333,4
ENG-Premier League,1920,2019-09-14 Brighton-Burnley,1,2019,11685,2019-09-14 14:00:00,220,92,Brighton,Burnley,BUR,BRI,1,0.3291,1,0.341654,0.341654,-1.3437959999999998,12.1,4,1,2.4816,1,1.68545,1.68545,1.3437959999999998,3.9642857142857144,13
ENG-Premier League,1920,2019-09-14 Liverpool-Newcastle United,1,2019,11683,2019-09-14 11:30:00,87,86,Liverpool,Newcastle United,NEW,LIV,0,0.0716,1,0.291073,0.291073,-2.641737,41.9,4,3,2.8820000000000006,3,2.93281,2.93281,2.641737,6.958333333333333,19
ENG-Premier League,1920,2019-09-14 Manchester United-Leicester,1,2019,11684,2019-09-14 14:00:00,89,75,Manchester United,Leicester,LEI,MUN,0,0.6281000000000001,0,0.459141,0.459141,0.12012400000000001,4.771428571428571,4,3,2.0657,1,1.10019,0.339017,-0.12012400000000001,9.72,4
ENG-Premier League,1920,2019-09-14 Norwich-Manchester City,1,2019,11689,2019-09-14 16:30:00,79,88,Norwich,Manchester City,MCI,NOR,0,1.7614999999999998,2,2.34436,2.34436,0.6030599999999999,7.958333333333333,14,3,0.9923,3,1.7413,1.7413,-0.6030599999999999,18.428571428571427,6
ENG-Premier League,1920,2019-09-14 Sheffield United-Southampton,1,2019,11686,2019-09-14 14:00:00,238,74,Sheffield United,Southampton,SOU,SHE,3,1.1662,1,1.57659,1.57659,-0.30374999999999996,12.823529411764707,7,0,1.5811,0,1.88034,1.88034,0.30374999999999996,12.523809523809524,8
ENG-Premier League,1920,2019-09-14 Tottenham-Crystal Palace,1,2019,11687,2019-09-14 14:00:00,82,78,Tottenham,Crystal Palace,CRY,TOT,0,0.8706999999999999,0,0.577323,0.577323,-0.4721169999999999,17.083333333333332,5,3,1.7965,4,1.04944,1.04944,0.4721169999999999,6.545454545454546,8
ENG-Premier League,1920,2019-09-14 Wolverhampton Wanderers-Chelsea,1,2019,11688,2019-09-14 14:00:00,229,80,Wolverhampton Wanderers,Chelsea,CHE,WOL,3,2.4323,5,3.06799,3.06799,1.5744,7.1,6,0,0.4052,2,1.49359,1.49359,-1.5744,13.107142857142858,5
ENG-Premier League,1920,2019-09-15 Bournemouth-Everton,1,2019,11690,2019-09-15 13:00:00,73,72,Bournemouth,Everton,EVE,BOU,0,1.4259,1,1.50641,1.50641,0.09099000000000013,5.516129032258065,9,3,1.2948,3,1.41542,1.41542,-0.09099000000000013,12.090909090909092,3
ENG-Premier League,1920,2019-09-15 Watford-Arsenal,1,2019,11691,2019-09-15 15:30:00,90,83,Watford,Arsenal,ARS,WAT,1,0.3084,2,1.00616,1.00616,-1.0647600000000002,21.416666666666668,7,1,2.5551,2,2.83209,2.07092,1.0647600000000002,9.071428571428571,12
ENG-Premier League,1920,2019-09-16 Aston Villa-West Ham,1,2019,11692,2019-09-16 19:00:00,71,81,Aston Villa,West Ham,WHU,AVL,1,0.5889,0,0.535279,0.535279,-0.869741,10.090909090909092,9,1,2.1614999999999998,0,1.40502,1.40502,0.869741,9.681818181818182,4
ENG-Premier League,1920,2019-09-20 Southampton-Bournemouth,1,2019,11693,2019-09-20 19:00:00,74,73,Southampton,Bournemouth,BOU,SOU,3,0.7326999999999999,3,1.29773,1.29773,-0.12131000000000003,17.9375,2,0,2.0278,1,2.18021,1.41904,0.12131000000000003,4.085714285714285,6
ENG-Premier League,1920,2019-09-21 Burnley-Norwich,1,2019,11696,2019-09-21 14:00:00,92,79,Burnley,Norwich,NOR,BUR,0,0.3365,0,0.801428,0.801428,-1.591692,14.9,9,3,2.5163,2,2.39312,2.39312,1.591692,11.68,7
ENG-Premier League,1920,2019-09-21 Everton-Sheffield United,1,2019,11698,2019-09-21 14:00:00,72,238,Everton,Sheffield United,SHE,EVE,3,0.7021999999999999,2,0.508011,0.508011,-0.752399,13.15,2,0,1.9885999999999997,0,1.26041,1.26041,0.752399,5.647058823529412,9
ENG-Premier League,1920,2019-09-21 Leicester-Tottenham,1,2019,11694,2019-09-21 11:30:00,75,82,Leicester,Tottenham,TOT,LEI,0,1.4105,1,1.33735,1.33735,0.04983000000000004,5.617647058823529,9,3,1.3097,2,1.28752,1.28752,-0.04983000000000004,10.636363636363637,7
ENG-Premier League,1920,2019-09-21 Manchester City-Watford,1,2019,11695,2019-09-21 14:00:00,88,90,Manchester City,Watford,WAT,MCI,0,0.0004,0,0.344718,0.344718,-5.524602,35.833333333333336,1,3,2.9992,8,6.63049,5.86932,5.524602,11.333333333333334,13
ENG-Premier League,1920,2019-09-21 Newcastle United-Brighton,1,2019,11699,2019-09-21 16:30:00,86,220,Newcastle United,Brighton,BRI,NEW,1,1.4292,0,1.21592,1.21592,0.11784999999999979,6.095238095238095,6,1,1.2702,0,1.09807,1.09807,-0.11784999999999979,22.9,4
ENG-Premier League,1920,2019-09-22 Arsenal-Aston Villa,1,2019,11702,2019-09-22 15:30:00,83,71,Arsenal,Aston Villa,AVL,ARS,0,0.8444,2,1.71546,1.71546,-0.05546999999999991,11.0,8,3,1.9361000000000002,3,2.53209,1.77093,0.05546999999999991,9.1,12
ENG-Premier League,1920,2019-09-22 Chelsea-Liverpool,1,2019,11701,2019-09-22 15:30:00,80,87,Chelsea,Liverpool,LIV,CHE,3,1.1699,2,1.03003,1.03003,-0.20317999999999992,7.914285714285715,5,0,1.5191,1,1.23321,1.23321,0.20317999999999992,11.625,5
ENG-Premier League,1920,2019-09-22 Crystal Palace-Wolverhampton Wanderers,1,2019,11697,2019-09-22 13:00:00,78,229,Crystal Palace,Wolverhampton Wanderers,WOL,CRY,1,1.9945000000000002,1,1.75572,1.75572,0.7709429999999999,12.523809523809524,5,1,0.7636000000000001,1,0.984777,0.984777,-0.7709429999999999,13.947368421052632,6
ENG-Premier League,1920,2019-09-22 West Ham-Manchester United,1,2019,11700,2019-09-22 13:00:00,81,89,West Ham,Manchester United,MUN,WHU,0,2.0981,0,1.27826,1.27826,0.7645,17.181818181818183,5,3,0.6305,2,0.51376,0.51376,-0.7645,14.947368421052632,4
ENG-Premier League,1920,2019-09-28 Aston Villa-Burnley,1,2019,11706,2019-09-28 14:00:00,71,92,Aston Villa,Burnley,BUR,AVL,1,1.9909,2,1.66919,1.66919,0.7549239999999999,9.045454545454545,2,1,0.7663,2,0.914266,0.914266,-0.7549239999999999,6.05,3
ENG-Premier League,1920,2019-09-28 Bournemouth-West Ham,1,2019,11707,2019-09-28 14:00:00,73,81,Bournemouth,West Ham,WHU,BOU,1,0.7235,2,1.29546,1.29546,-1.02411,13.1,17,1,2.0753,2,2.31957,2.31957,1.02411,11.25,8
ENG-Premier League,1920,2019-09-28 Chelsea-Brighton,1,2019,11708,2019-09-28 14:00:00,80,220,Chelsea,Brighton,BRI,CHE,0,0.0414,0,0.616263,0.616263,-2.886997,12.76923076923077,0,3,2.9360999999999997,2,4.26443,3.50326,2.886997,14.541666666666666,9
ENG-Premier League,1920,2019-09-28 Crystal Palace-Norwich,1,2019,11709,2019-09-28 14:00:00,78,79,Crystal Palace,Norwich,NOR,CRY,0,0.5259,0,0.712129,0.712129,-0.33167100000000005,9.11111111111111,10,3,2.2533,2,1.80497,1.0438,0.33167100000000005,12.782608695652174,11
ENG-Premier League,1920,2019-09-28 Everton-Manchester City,1,2019,11711,2019-09-28 16:30:00,72,88,Everton,Manchester City,MCI,EVE,3,1.8485999999999998,3,3.1082,3.1082,0.74966,9.714285714285714,13,0,0.9393,1,2.35854,2.35854,-0.74966,32.666666666666664,6
ENG-Premier League,1920,2019-09-28 Sheffield United-Liverpool,1,2019,11703,2019-09-28 11:30:00,238,87,Sheffield United,Liverpool,LIV,SHE,3,1.9795999999999998,1,1.97079,1.97079,0.80057,11.272727272727273,11,0,0.7802,0,1.17022,1.17022,-0.80057,24.235294117647058,1
ENG-Premier League,1920,2019-09-28 Tottenham-Southampton,1,2019,11704,2019-09-28 14:00:00,82,74,Tottenham,Southampton,SOU,TOT,0,1.3081999999999998,1,1.16256,1.16256,-0.02751999999999999,5.648648648648648,8,3,1.3805,2,1.19008,1.19008,0.02751999999999999,31.75,7
ENG-Premier League,1920,2019-09-28 Wolverhampton Wanderers-Watford,1,2019,11705,2019-09-28 14:00:00,229,90,Wolverhampton Wanderers,Watford,WAT,WOL,0,1.1868,0,1.06615,1.06615,-0.09748000000000001,11.380952380952381,10,3,1.4304000000000001,2,1.16363,1.16363,0.09748000000000001,22.9375,5
ENG-Premier League,1920,2019-09-29 Leicester-Newcastle United,1,2019,11710,2019-09-29 15:30:00,75,86,Leicester,Newcastle United,NEW,LEI,0,0.12,0,0.054134,0.054134,-1.770246,35.72727272727273,1,3,2.7768,5,1.82438,1.82438,1.770246,5.5588235294117645,13
ENG-Premier League,1920,2019-09-30 Manchester United-Arsenal,1,2019,11712,2019-09-30 19:00:00,89,83,Manchester United,Arsenal,ARS,MUN,1,1.825,1,1.70399,1.70399,0.5704899999999999,10.125,7,1,0.9196,1,1.1335,1.1335,-0.5704899999999999,5.925925925925926,5
ENG-Premier League,1920,2019-10-05 Brighton-Tottenham,1,2019,11713,2019-10-05 12:30:00,220,82,Brighton,Tottenham,TOT,BRI,0,0.1078,0,0.478504,0.478504,-2.121666,15.235294117647058,4,3,2.8252,3,2.60017,2.60017,2.121666,8.135135135135135,12
ENG-Premier League,1920,2019-10-05 Burnley-Everton,1,2019,11714,2019-10-05 15:00:00,92,72,Burnley,Everton,EVE,BUR,0,2.0524,0,1.30723,1.30723,0.7483179999999999,7.8,4,3,0.6769000000000001,1,0.558912,0.558912,-0.7483179999999999,19.5,6
ENG-Premier League,1920,2019-10-05 Liverpool-Leicester,1,2019,11715,2019-10-05 15:00:00,87,75,Liverpool,Leicester,LEI,LIV,0,0.0114,1,0.0982107,0.0982107,-2.8892892999999997,9.25,4,3,2.9796,2,3.74867,2.9875,2.8892892999999997,7.78125,12
ENG-Premier League,1920,2019-10-05 Norwich-Aston Villa,1,2019,11717,2019-10-05 15:00:00,79,71,Norwich,Aston Villa,AVL,NOR,3,2.472,5,3.67827,2.76412,0.9157400000000002,8.8,9,0,0.40170000000000006,1,1.84838,1.84838,-0.9157400000000002,6.041666666666667,13
ENG-Premier League,1920,2019-10-05 Watford-Sheffield United,1,2019,11719,2019-10-05 15:00:00,90,238,Watford,Sheffield United,SHE,WAT,1,0.4004,0,0.353724,0.353724,-1.089456,6.7272727272727275,5,1,2.3876,0,1.44318,1.44318,1.089456,19.375,2
ENG-Premier League,1920,2019-10-05 West Ham-Crystal Palace,1,2019,11720,2019-10-05 17:30:00,81,78,West Ham,Crystal Palace,CRY,WHU,3,2.1092,2,2.0682,1.30703,0.07125999999999988,20.071428571428573,7,0,0.6572,1,1.23577,1.23577,-0.07125999999999988,14.789473684210526,7
ENG-Premier League,1920,2019-10-06 Arsenal-Bournemouth,1,2019,11722,2019-10-06 14:00:00,83,73,Arsenal,Bournemouth,BOU,ARS,0,0.8124,0,0.683967,0.683967,-0.557123,10.217391304347826,7,3,1.8761999999999999,1,1.24109,1.24109,0.557123,7.0285714285714285,10
ENG-Premier League,1920,2019-10-06 Manchester City-Wolverhampton Wanderers,1,2019,11716,2019-10-06 14:00:00,88,229,Manchester City,Wolverhampton Wanderers,WOL,MCI,3,1.0413000000000001,2,1.18825,1.18825,-0.43059000000000003,19.6875,1,0,1.6896,0,1.61884,1.61884,0.43059000000000003,4.115384615384615,13
ENG-Premier League,1920,2019-10-06 Newcastle United-Manchester United,1,2019,11721,2019-10-06 16:30:00,86,89,Newcastle United,Manchester United,MUN,NEW,0,1.6237,0,0.969204,0.969204,0.31890799999999997,6.818181818181818,5,3,1.0303,1,0.650296,0.650296,-0.31890799999999997,28.454545454545453,1
ENG-Premier League,1920,2019-10-06 Southampton-Chelsea,1,2019,11718,2019-10-06 14:00:00,74,80,Southampton,Chelsea,CHE,SOU,3,2.0187,4,2.15201,2.15201,0.8815700000000002,11.105263157894736,10,0,0.7488,1,1.27044,1.27044,-0.8815700000000002,10.884615384615385,5
ENG-Premier League,1920,2019-10-19 Aston Villa-Brighton,1,2019,11723,2019-10-19 15:00:00,71,220,Aston Villa,Brighton,BRI,AVL,0,0.44210000000000005,1,1.32184,1.32184,-1.64508,9.523809523809524,10,3,2.4098,2,2.96692,2.96692,1.64508,15.055555555555555,7
ENG-Premier League,1920,2019-10-19 Bournemouth-Norwich,1,2019,11724,2019-10-19 15:00:00,73,79,Bournemouth,Norwich,NOR,BOU,1,0.9885,0,0.402873,0.402873,-0.272681,11.833333333333334,5,1,1.5813000000000001,0,0.675554,0.675554,0.272681,12.7,7
ENG-Premier League,1920,2019-10-19 Chelsea-Newcastle United,1,2019,11725,2019-10-19 15:00:00,80,86,Chelsea,Newcastle United,NEW,CHE,0,0.1328,0,0.197082,0.197082,-2.103598,23.5,1,3,2.7739999999999996,1,2.30068,2.30068,2.103598,4.6521739130434785,12
ENG-Premier League,1920,2019-10-19 Crystal Palace-Manchester City,1,2019,11726,2019-10-19 17:30:00,78,88,Crystal Palace,Manchester City,MCI,CRY,3,2.9204,2,4.02104,4.02104,3.404176,6.7368421052631575,21,0,0.0503,0,0.616864,0.616864,-3.404176,18.57894736842105,5
ENG-Premier League,1920,2019-10-19 Everton-West Ham,1,2019,11727,2019-10-19 12:30:00,72,81,Everton,West Ham,WHU,EVE,0,0.25370000000000004,0,0.459112,0.459112,-1.774128,10.052631578947368,3,3,2.6186,2,2.23324,2.23324,1.774128,5.71875,11
ENG-Premier League,1920,2019-10-19 Leicester-Burnley,1,2019,11728,2019-10-19 15:00:00,75,92,Leicester,Burnley,BUR,LEI,0,2.1660999999999997,1,1.79569,1.79569,0.9665900000000001,15.2,3,3,0.613,2,0.8291,0.8291,-0.9665900000000001,7.6,6
ENG-Premier League,1920,2019-10-19 Tottenham-Watford,1,2019,11731,2019-10-19 15:00:00,82,90,Tottenham,Watford,WAT,TOT,1,1.2518,1,0.846851,0.846851,-0.04476599999999997,18.894736842105264,2,1,1.3987999999999998,1,0.891617,0.891617,0.04476599999999997,7.434782608695652,10
ENG-Premier League,1920,2019-10-19 Wolverhampton Wanderers-Southampton,1,2019,11732,2019-10-19 15:00:00,229,74,Wolverhampton Wanderers,Southampton,SOU,WOL,1,1.7256,1,1.37695,1.37695,1.250624,12.041666666666666,5,1,0.9399000000000001,1,0.887495,0.126326,-1.250624,14.666666666666666,3
ENG-Premier League,1920,2019-10-20 Manchester United-Liverpool,1,2019,11729,2019-10-20 16:30:00,89,87,Manchester United,Liverpool,LIV,MUN,1,1.5203,1,1.03212,1.03212,0.24025799999999997,5.172413793103448,7,1,1.0985,1,0.791862,0.791862,-0.24025799999999997,31.5,1
ENG-Premier League,1920,2019-10-21 Sheffield United-Arsenal,1,2019,11730,2019-10-21 20:00:00,238,83,Sheffield United,Arsenal,ARS,SHE,0,1.3294000000000001,0,0.949735,0.949735,0.05401299999999998,5.944444444444445,8,3,1.2742,1,0.895722,0.895722,-0.05401299999999998,12.214285714285714,6
ENG-Premier League,1920,2019-10-25 Southampton-Leicester,1,2019,11740,2019-10-25 20:00:00,74,75,Southampton,Leicester,LEI,SOU,3,2.964,9,4.38046,3.6193,3.161966,3.189189189189189,9,0,0.0228,0,0.457334,0.457334,-3.161966,17.047619047619047,1
