League,season_id,Game,Team,Player,Season,game_id,Position,Position ID,Minutes,Goals,Own Goals,Shots,xG,xg_chain,xg_buildup,Assists,xA,Key Passes,Yellow Cards,Red Cards,date
ENG-Premier League,2526,Liverpool v Bournemouth,Bournemouth,Adam Smith,2025,28778,DR,2,90,0,0,0,0.0,0.448314905166626,0.09731415659189224,0,0.35100075602531433,1,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Bournemouth,Adrien Truffert,2025,28778,DL,4,90,0,0,0,0.0,0.46745479106903076,0.15053382515907288,0,0.3169209659099579,1,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Bournemouth,Alex Scott,2025,28778,MC,9,77,0,0,0,0.0,0.7769950032234192,0.7769950032234192,0,0.0,0,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Bournemouth,Antoine Semenyo,2025,28778,MR,8,90,2,0,3,0.8385053277015686,0.8385053277015686,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Bournemouth,Bafode Diakite,2025,28778,DC,3,90,0,0,0,0.0,0.35100075602531433,0.35100075602531433,0,0.0,0,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Bournemouth,Ben Winterburn,2025,28778,Sub,17,3,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Bournemouth,David Brooks,2025,28778,ML,10,87,0,0,2,0.11572124809026718,0.9900304079055786,0.42809173464775085,1,0.5950358510017395,3,1,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Bournemouth,Djordje Petrovic,2025,28778,GK,1,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Bournemouth,Eli Junior Kroupi,2025,28778,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Bournemouth,Evanilson,2025,28778,FW,15,90,0,0,3,0.22226129472255707,0.5015345811843872,0.35100075602531433,0,0.0,0,1,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Bournemouth,Hamed Junior Traore,2025,28778,Sub,17,13,0,0,0,0.0,0.09559009969234467,0.0,1,0.09559009969234467,1,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Bournemouth,James Hill,2025,28778,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Bournemouth,Marcos Senesi,2025,28778,DC,3,90,0,0,0,0.0,0.79823237657547,0.7450127005577087,0,0.05321967601776123,1,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Bournemouth,Marcus Tavernier,2025,28778,MC,9,90,0,0,2,0.3965432643890381,0.4813114106655121,0.05321967601776123,0,0.07709097117185593,1,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Bournemouth,Tyler Adams,2025,28778,DMC,7,90,0,0,0,0.0,0.8540859818458557,0.8540859818458557,0,0.0,0,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Liverpool,Alexis Mac Allister,2025,28778,DMC,7,75,0,0,1,0.027150798588991165,0.687923014163971,0.6607722043991089,1,0.40409132838249207,1,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Liverpool,Alisson,2025,28778,GK,1,90,0,0,0,0.0,0.41869235038757324,0.41869235038757324,0,0.0,0,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Liverpool,Andrew Robertson,2025,28778,Sub,17,27,0,0,0,0.0,0.03299751132726669,0.03299751132726669,0,0.0,0,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Liverpool,Cody Gakpo,2025,28778,AML,13,90,1,0,3,0.19875659048557281,1.1956214904785156,0.43708884716033936,0,0.6628258228302002,3,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Liverpool,Curtis Jones,2025,28778,Sub,17,15,0,0,0,0.0,0.14507903158664703,0.05117299035191536,0,0.09390604496002197,1,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Liverpool,Dominik Szoboszlai,2025,28778,DMC,7,90,0,0,3,0.15964634716510773,0.7349246144294739,0.5752782821655273,0,0.14403612911701202,2,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Liverpool,Federico Chiesa,2025,28778,Sub,17,5,1,0,1,0.09901324659585953,0.09901324659585953,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Liverpool,Florian Wirtz,2025,28778,AMC,12,85,0,0,1,0.11103862524032593,0.7999421954154968,0.6617527604103088,0,0.23951755464076996,3,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Liverpool,Hugo Ekitike,2025,28778,FW,15,75,1,0,4,1.0882461071014404,1.0919044017791748,0.40409132838249207,1,0.1383628249168396,2,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Liverpool,Ibrahima Konaté,2025,28778,DC,3,90,0,0,0,0.0,1.0291950702667236,1.0291950702667236,0,0.0,0,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Liverpool,Jeremie Frimpong,2025,28778,DR,2,63,0,0,1,0.015647554770112038,0.027150798588991165,0.027150798588991165,0,0.0,0,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Liverpool,Joseph Gomez,2025,28778,Sub,17,15,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Liverpool,Milos Kerkez,2025,28778,DL,4,63,0,0,0,0.0,1.0492483377456665,1.0492483377456665,0,0.0,0,1,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Liverpool,Mohamed Salah,2025,28778,AMR,11,90,1,0,3,0.29493647813796997,0.498899906873703,0.15279042720794678,0,0.3091484308242798,2,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Liverpool,Virgil van Dijk,2025,28778,DC,3,90,0,0,2,0.33563756942749023,0.7136288285255432,0.7136288285255432,0,0.0,0,0,0,
ENG-Premier League,2526,Liverpool v Bournemouth,Liverpool,Wataru Endo,2025,28778,Sub,17,27,0,0,0,0.0,0.13890482485294342,0.0,1,0.13890482485294342,1,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Aston Villa,Amadou Onana,2025,28779,DMC,7,90,0,0,0,0.0,0.0799555703997612,0.0799555703997612,0,0.0,0,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Aston Villa,Boubacar Kamara,2025,28779,DMC,7,90,0,0,1,0.17516101896762848,0.06348427385091782,0.06348427385091782,0,0.0,0,1,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Aston Villa,Donyell Malen,2025,28779,Sub,17,6,0,0,1,0.06348427385091782,0.06348427385091782,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Aston Villa,Ezri Konsa Ngoyo,2025,28779,DC,3,66,0,0,0,0.0,0.0,0.0,0,0.0,0,0,1,
ENG-Premier League,2526,Aston Villa v Newcastle United,Aston Villa,John McGinn,2025,28779,AMR,11,84,0,0,0,0.0,0.0,0.0,0,0.17516101896762848,1,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Aston Villa,Lucas Digne,2025,28779,DL,4,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Aston Villa,Marco Bizot,2025,28779,GK,1,90,0,0,0,0.0,0.0799555703997612,0.0799555703997612,0,0.0,0,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Aston Villa,Matthew Cash,2025,28779,DR,2,90,0,0,0,0.0,0.0799555703997612,0.0799555703997612,0,0.0,0,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Aston Villa,Morgan Rogers,2025,28779,AML,13,90,0,0,0,0.0,0.0799555703997612,0.0,0,0.0799555703997612,1,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Aston Villa,Ollie Watkins,2025,28779,FW,15,90,0,0,1,0.0799555703997612,0.14343984425067902,0.0,0,0.06348427385091782,1,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Aston Villa,Tyrone Mings,2025,28779,DC,3,90,0,0,0,0.0,0.0799555703997612,0.0799555703997612,0,0.0,0,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Aston Villa,Youri Tielemans,2025,28779,AMC,12,90,0,0,0,0.0,0.0799555703997612,0.0799555703997612,0,0.0,0,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Newcastle United,Anthony Elanga,2025,28779,FWR,14,78,0,0,2,0.5691022276878357,0.6874323487281799,0.0,0,0.11833012849092484,2,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Newcastle United,Anthony Gordon,2025,28779,FW,15,90,0,0,7,0.6037954092025757,0.5713272094726562,0.0,0,0.02660728245973587,1,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Newcastle United,Bruno Guimarães,2025,28779,MC,9,90,0,0,0,0.0,0.1833983212709427,0.1728520393371582,0,0.010546272620558739,1,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Newcastle United,Dan Burn,2025,28779,DC,3,90,0,0,0,0.0,0.49275070428848267,0.49275070428848267,0,0.0,0,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Newcastle United,Fabian Schär,2025,28779,DC,3,90,0,0,3,0.0428825207054615,0.9825957417488098,0.9623314142227173,0,0.0,0,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Newcastle United,Harvey Barnes,2025,28779,FWL,16,90,0,0,3,0.1449374109506607,0.6845976114273071,0.05925820395350456,0,0.5629231333732605,4,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Newcastle United,Jacob Murphy,2025,28779,Sub,17,12,0,0,0,0.0,0.06687061488628387,0.06687061488628387,0,0.0,0,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Newcastle United,Joelinton,2025,28779,MC,9,83,0,0,0,0.0,1.092918038368225,1.092918038368225,0,0.0,0,1,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Newcastle United,Kieran Trippier,2025,28779,DR,2,90,0,0,0,0.0,0.16439643502235413,0.15859346091747284,0,0.005802980158478022,1,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Newcastle United,Lewis Miley,2025,28779,Sub,17,7,0,0,0,0.0,0.06687061488628387,0.02660728245973587,0,0.040263328701257706,1,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Newcastle United,Nick Pope,2025,28779,GK,1,90,0,0,0,0.0,0.04295653477311134,0.04295653477311134,0,0.0,0,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Newcastle United,Sandro Tonali,2025,28779,MC,9,90,0,0,0,0.0,0.6281741857528687,0.11833012849092484,0,0.5324622392654419,2,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Newcastle United,Valentino Livramento,2025,28779,DL,4,90,0,0,0,0.0,0.42574992775917053,0.4112885892391205,0,0.02965860813856125,2,0,0,
ENG-Premier League,2526,Aston Villa v Newcastle United,Newcastle United,William Osula,2025,28779,Sub,17,1,0,0,1,0.040263328701257706,0.040263328701257706,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Brighton,Bart Verbruggen,2025,28780,GK,1,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Brighton,Brajan Gruda,2025,28780,Sub,17,6,0,0,1,0.3136118948459625,0.3136118948459625,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Brighton,Carlos Baleba,2025,28780,DMC,7,70,0,0,1,0.019268060103058815,0.13322719931602478,0.11395914107561111,0,0.033206358551979065,1,0,0,
ENG-Premier League,2526,Brighton v Fulham,Brighton,Danny Welbeck,2025,28780,Sub,17,20,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Brighton,Diego Gómez,2025,28780,Sub,17,20,0,0,1,0.02465054765343666,0.3382624387741089,0.0,0,0.3136118948459625,1,1,0,
ENG-Premier League,2526,Brighton v Fulham,Brighton,Ferdi Kadioglu,2025,28780,Sub,17,20,0,0,0,0.0,0.0,0.0,0,0.0,0,1,0,
ENG-Premier League,2526,Brighton v Fulham,Brighton,Georginio Rutter,2025,28780,FW,15,70,0,0,2,0.05543915554881096,0.21610534191131592,0.16066619753837585,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Brighton,James Milner,2025,28780,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Brighton,Jan Paul van Hecke,2025,28780,DC,3,90,0,0,0,0.0,0.08075278252363205,0.08075278252363205,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Brighton,Kaoru Mitoma,2025,28780,AML,13,84,0,0,1,0.08075278252363205,0.22215090692043304,0.1413981318473816,0,0.0,0,1,0,
ENG-Premier League,2526,Brighton v Fulham,Brighton,Lewis Dunk,2025,28780,DC,3,90,0,0,1,0.030780566856265068,0.22215090692043304,0.22215090692043304,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Brighton,Mats Wieffer,2025,28780,DR,2,90,0,0,1,0.013008378446102142,0.08075278252363205,0.08075278252363205,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Brighton,Matt O'Riley,2025,28780,AMC,12,89,1,0,1,0.7611688375473022,0.13860969245433807,0.11395914107561111,0,0.13618390262126923,3,0,0,
ENG-Premier League,2526,Brighton v Fulham,Brighton,Maxim De Cuyper,2025,28780,DL,4,90,0,0,0,0.0,0.10298558324575424,0.08075278252363205,0,0.035241179168224335,2,0,0,
ENG-Premier League,2526,Brighton v Fulham,Brighton,Yankuba Minteh,2025,28780,AMR,11,70,0,0,1,0.1413981318473816,0.22215090692043304,0.08075278252363205,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Brighton,Yasin Ayari,2025,28780,DMC,7,90,0,0,0,0.0,0.15787774324417114,0.15787774324417114,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Fulham,Adama Traoré,2025,28780,Sub,17,23,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Fulham,Alex Iwobi,2025,28780,AML,13,67,0,0,1,0.01406861376017332,0.24256843328475952,0.0,0,0.22849981486797333,3,0,0,
ENG-Premier League,2526,Brighton v Fulham,Fulham,Bernd Leno,2025,28780,GK,1,90,0,0,0,0.0,0.10877964645624161,0.10877964645624161,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Fulham,Calvin Bassey,2025,28780,DL,4,90,0,0,0,0.0,0.10877964645624161,0.10877964645624161,0,0.0,0,1,0,
ENG-Premier League,2526,Brighton v Fulham,Fulham,Emile Smith-Rowe,2025,28780,Sub,17,12,0,0,1,0.03846864774823189,0.03846864774823189,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Fulham,Harry Wilson,2025,28780,AMR,11,90,0,0,1,0.04193772003054619,0.1478573977947235,0.10591968148946762,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Fulham,Joachim Andersen,2025,28780,DC,3,90,0,0,0,0.0,0.10591968148946762,0.10591968148946762,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Fulham,Jorge Cuenca,2025,28780,DC,3,85,0,0,0,0.0,0.1507173627614975,0.1507173627614975,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Fulham,Joshua King,2025,28780,AMC,12,78,0,0,1,0.09185106307268143,0.24256843328475952,0.1366487592458725,0,0.01406861376017332,1,0,0,
ENG-Premier League,2526,Brighton v Fulham,Fulham,Kenny Tete,2025,28780,DR,2,90,0,0,0,0.0,0.09185106307268143,0.09185106307268143,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Fulham,Raúl Jiménez,2025,28780,FW,15,67,0,0,2,0.24499468505382538,0.24499468505382538,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Fulham,Rodrigo Muniz,2025,28780,Sub,17,23,1,0,1,0.48536622524261475,0.0,0.0,0,0.0,0,1,0,
ENG-Premier League,2526,Brighton v Fulham,Fulham,Sander Berge,2025,28780,DMC,7,67,0,0,0,0.0,0.056006334722042084,0.056006334722042084,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Fulham,Sasa Lukic,2025,28780,DMC,7,90,0,0,0,0.0,0.08040636777877808,0.04193772003054619,0,0.03846864774823189,1,0,0,
ENG-Premier League,2526,Brighton v Fulham,Fulham,Timothy Castagne,2025,28780,Sub,17,5,0,0,0,0.0,0.03846864774823189,0.03846864774823189,0,0.0,0,0,0,
ENG-Premier League,2526,Brighton v Fulham,Fulham,Tom Cairney,2025,28780,Sub,17,23,0,0,0,0.0,0.0,0.0,0,0.0,0,1,0,
ENG-Premier League,2526,Sunderland v West Ham,Sunderland,Chemsdine Talbi,2025,28781,FWR,14,90,0,0,0,0.0,0.3971294164657593,0.30460771918296814,1,0.09252168238162994,1,0,0,
ENG-Premier League,2526,Sunderland v West Ham,Sunderland,Chris Rigg,2025,28781,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Sunderland v West Ham,Sunderland,Dan Ballard,2025,28781,DC,3,90,1,0,4,0.10792046040296555,0.03667960315942764,0.03667960315942764,0,0.0,0,0,0,
ENG-Premier League,2526,Sunderland v West Ham,Sunderland,Eliezer Mayenda,2025,28781,FW,15,76,1,0,2,0.12669655680656433,0.3412873148918152,0.0,0,0.30460771918296814,1,0,0,
ENG-Premier League,2526,Sunderland v West Ham,Sunderland,Enzo Le Fée,2025,28781,Sub,17,14,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Sunderland v West Ham,Sunderland,Granit Xhaka,2025,28781,MC,9,90,0,0,0,0.0,0.03667960315942764,0.03667960315942764,0,0.06308857351541519,2,0,0,
ENG-Premier League,2526,Sunderland v West Ham,Sunderland,Habib Diarra,2025,28781,MC,9,90,0,0,2,0.3215351402759552,0.3215351402759552,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Sunderland v West Ham,Sunderland,Jenson Seelt,2025,28781,DC,3,53,0,0,0,0.0,0.30460771918296814,0.30460771918296814,0,0.0,0,0,0,
ENG-Premier League,2526,Sunderland v West Ham,Sunderland,Noah Sadiki,2025,28781,MC,9,90,0,0,0,0.0,0.3412873148918152,0.3412873148918152,0,0.0,0,0,0,
ENG-Premier League,2526,Sunderland v West Ham,Sunderland,Omar Alderete,2025,28781,Sub,17,37,0,0,0,0.0,0.129201278090477,0.129201278090477,1,0.03667960315942764,1,0,0,
ENG-Premier League,2526,Sunderland v West Ham,Sunderland,Reinildo,2025,28781,DL,4,90,0,0,0,0.0,0.30460771918296814,0.30460771918296814,0,0.0,0,0,0,
ENG-Premier League,2526,Sunderland v West Ham,Sunderland,Robin Roefs,2025,28781,GK,1,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Sunderland v West Ham,Sunderland,Simon Adingra,2025,28781,FWL,16,76,0,0,1,0.07569392770528793,0.39722907543182373,0.30460771918296814,0,0.016927426680922508,1,0,0,
ENG-Premier League,2526,Sunderland v West Ham,Sunderland,Trai Hume,2025,28781,DR,2,90,0,0,0,0.0,0.3412873148918152,0.3412873148918152,0,0.016691947355866432,1,0,0,
ENG-Premier League,2526,Sunderland v West Ham,Sunderland,Wilson Isidor,2025,28781,Sub,17,14,1,0,1,0.09252168238162994,0.09252168238162994,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Sunderland v West Ham,West Ham,Aaron Wan-Bissaka,2025,28781,MR,8,90,0,0,0,0.0,0.13179314136505127,0.0907265841960907,0,0.04106655716896057,1,0,0,
ENG-Premier League,2526,Sunderland v West Ham,West Ham,Andy Irving,2025,28781,Sub,17,8,0,0,0,0.0,0.0,0.0,0,0.05706255882978439,1,0,0,
ENG-Premier League,2526,Sunderland v West Ham,West Ham,Callum Wilson,2025,28781,Sub,17,19,0,0,1,0.02430039644241333,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Sunderland v West Ham,West Ham,El Hadji Malick Diouf,2025,28781,ML,10,90,0,0,3,0.12190280109643936,0.23339001834392548,0.0,0,0.14266341924667358,2,0,0,
ENG-Premier League,2526,Sunderland v West Ham,West Ham,Guido Rodríguez,2025,28781,MC,9,71,0,0,1,0.024249104782938957,0.21627750992774963,0.19202840328216553,0,0.0,0,0,0,
ENG-Premier League,2526,Sunderland v West Ham,West Ham,James Ward-Prowse,2025,28781,MC,9,71,0,0,0,0.0,0.1566011905670166,0.0907265841960907,0,0.0658746063709259,1,0,0,
ENG-Premier League,2526,Sunderland v West Ham,West Ham,Jarrod Bowen,2025,28781,FW,15,90,0,0,4,0.19717782735824585,0.19796280562877655,0.0907265841960907,0,0.0,0,0,0,
ENG-Premier League,2526,Sunderland v West Ham,West Ham,Jean-Clair Todibo,2025,28781,DC,3,82,0,0,0,0.0,0.04136160761117935,0.04136160761117935,0,0.0,0,0,0,
ENG-Premier League,2526,Sunderland v West Ham,West Ham,Lucas Paquetá,2025,28781,AMC,12,90,0,0,0,0.0,0.18372997641563416,0.18372997641563416,0,0.0,0,0,0,
ENG-Premier League,2526,Sunderland v West Ham,West Ham,Mads Hermansen,2025,28781,GK,1,90,0,0,0,0.0,0.04136160761117935,0.04136160761117935,0,0.0,0,0,0,
ENG-Premier League,2526,Sunderland v West Ham,West Ham,Max Kilman,2025,28781,DC,3,90,0,0,0,0.0,0.08242816478013992,0.08242816478013992,0,0.0328790582716465,1,1,0,
ENG-Premier League,2526,Sunderland v West Ham,West Ham,Naif Aguerd,2025,28781,DC,3,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Sunderland v West Ham,West Ham,Niclas Füllkrug,2025,28781,FW,15,90,0,0,2,0.1423683762550354,0.28204473853111267,0.048949770629405975,0,0.0907265841960907,1,0,0,
ENG-Premier League,2526,Sunderland v West Ham,West Ham,Tomas Soucek,2025,28781,Sub,17,19,0,0,1,0.048949770629405975,0.048949770629405975,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Burnley,Chimuanya Ugochukwu,2025,28782,Sub,17,26,0,0,1,0.074710913002491,0.074710913002491,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Burnley,Hannibal Mejbri,2025,28782,MR,8,64,0,0,1,0.04063680022954941,0.18708579242229462,0.18708579242229462,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Burnley,Hjalmar Ekdal,2025,28782,DC,3,90,0,0,0,0.0,0.11544988304376602,0.11544988304376602,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Burnley,Jacob Bruun Larsen,2025,28782,Sub,17,26,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Burnley,Jaidon Anthony,2025,28782,ML,10,86,0,0,4,0.213046595454216,0.4348117411136627,0.2617967128753662,0,0.0646609216928482,2,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Burnley,Josh Cullen,2025,28782,MC,9,90,0,0,0,0.0,0.4212428629398346,0.2574557065963745,0,0.2369893342256546,5,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Burnley,Josh Laurent,2025,28782,MC,9,64,0,0,3,0.08377951383590698,0.20643556118011475,0.02691812254488468,0,0.12265605479478836,1,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Burnley,Kyle Walker,2025,28782,DC,3,90,0,0,1,0.01382085494697094,0.1827448010444641,0.16892394423484802,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Burnley,Loum Tchaouna,2025,28782,Sub,17,15,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Burnley,Lyle Foster,2025,28782,FW,15,75,0,0,2,0.2617640197277069,0.5255497694015503,0.13479965925216675,0,0.20369698107242584,2,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Burnley,Marcus Edwards,2025,28782,Sub,17,4,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Burnley,Martin Dubravka,2025,28782,GK,1,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Burnley,Maxime Estève,2025,28782,DC,3,90,0,0,1,0.045311152935028076,0.12265605479478836,0.12265605479478836,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Burnley,Oliver Sonne,2025,28782,DR,2,75,0,0,1,0.016889376565814018,0.1495741754770279,0.12265605479478836,0,0.02691812254488468,1,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Burnley,Quilindschy Hartman,2025,28782,DL,4,90,0,0,0,0.0,0.22025641798973083,0.22025641798973083,0,0.03751162067055702,1,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Burnley,Zian Flemming,2025,28782,Sub,17,15,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Tottenham,Archie Gray,2025,28782,MC,9,72,0,0,0,0.0,0.6909223198890686,0.6909223198890686,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Tottenham,Brennan Johnson,2025,28782,FWL,16,81,1,0,2,0.5496028661727905,0.7168514132499695,0.08871733397245407,0,0.1146920695900917,2,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Tottenham,Cristian Romero,2025,28782,DC,3,90,0,0,0,0.0,0.7274810671806335,0.7274810671806335,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Tottenham,Djed Spence,2025,28782,DL,4,90,0,0,2,0.09667760133743286,0.18539492785930634,0.15279342234134674,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Tottenham,Dominic Solanke,2025,28782,Sub,17,17,0,0,1,0.09272023290395737,0.09272023290395737,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Tottenham,Guglielmo Vicario,2025,28782,GK,1,90,0,0,0,0.0,0.5460435152053833,0.5460435152053833,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Tottenham,João Palhinha,2025,28782,Sub,17,9,0,0,0,0.0,0.06407608836889267,0.06407608836889267,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Tottenham,Lucas Bergvall,2025,28782,MC,9,81,0,0,1,0.09277527779340744,0.3068143427371979,0.21403907239437103,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Tottenham,Mathys Tel,2025,28782,Sub,17,4,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Tottenham,Micky van de Ven,2025,28782,DC,3,90,0,0,2,0.279814749956131,0.6988369822502136,0.6988369822502136,0,0.0,0,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Tottenham,Mohammed Kudus,2025,28782,FWR,14,86,0,0,2,0.056086134165525436,0.3187122344970703,0.1822718232870102,2,0.48040321469306946,5,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Tottenham,Pape Sarr,2025,28782,MC,9,90,0,0,0,0.0,0.8382253050804138,0.8382253050804138,1,0.5134420394897461,1,0,0,
ENG-Premier League,2526,Tottenham v Burnley,Tottenham,Pedro Porro,2025,28782,DR,2,90,0,0,1,0.025929126888513565,0.30092117190361023,0.27499204874038696,0,0.2081172615289688,3,0,0,
