idEvent,idAPIfootball,strEvent,strEventAlternate,strFilename,strSport,idLeague,strLeague,strLeagueBadge,strSeason,strDescriptionEN,strHomeTeam,strAwayTeam,intHomeScore,intRound,intAwayScore,intSpectators,strOfficial,strTimestamp,dateEvent,dateEventLocal,strTime,strTimeLocal,strGroup,idHomeTeam,strHomeTeamBadge,idAwayTeam,strAwayTeamBadge,intScore,intScoreVotes,strResult,idVenue,strVenue,strCountry,strCity,strPoster,strSquare,strFanart,strThumb,strBanner,strMap,strTweet1,strTweet2,strTweet3,strVideo,strStatus,strPostponed,strLocked
2267163,1379059,Brighton and Hove Albion vs Leeds United,Leeds United @ Brighton and Hove Albion,English Premier League 2025-11-01 Brighton and Hove Albion vs Leeds United,Soccer,4328,English Premier League,https://r2.thesportsdb.com/images/media/league/badge/gasy9d1737743125.png,2025-2026,,Brighton and Hove Albion,Leeds United,,10,,,,2025-11-01T15:00:00,2025-11-01,2025-11-01,15:00:00,15:00:00,,133619,https://r2.thesportsdb.com/images/media/team/badge/ywypts1448810904.png,133635,https://r2.thesportsdb.com/images/media/team/badge/jcgrml1756649030.png,,,,28853,American Express Stadium,England,,https://r2.thesportsdb.com/images/media/event/poster/nvq3dt1750323438.jpg,https://r2.thesportsdb.com/images/media/event/square/lufo2j1750325631.jpg,,https://r2.thesportsdb.com/images/media/event/thumb/7bkse61750320337.jpg,https://r2.thesportsdb.com/images/media/event/banner/yohhl61750328612.jpg,,,,,,Not Started,no,unlocked
