idEvent,idAPIfootball,strEvent,strEventAlternate,strFilename,strSport,idLeague,strLeague,strLeagueBadge,strSeason,strDescriptionEN,strHomeTeam,strAwayTeam,intHomeScore,intRound,intAwayScore,intSpectators,strOfficial,strTimestamp,dateEvent,dateEventLocal,strTime,strTimeLocal,strGroup,idHomeTeam,strHomeTeamBadge,idAwayTeam,strAwayTeamBadge,intScore,intScoreVotes,strResult,idVenue,strVenue,strCountry,strCity,strPoster,strSquare,strFanart,strThumb,strBanner,strMap,strTweet1,strTweet2,strTweet3,strVideo,strStatus,strPostponed,strLocked
2267162,1379058,Wolverhampton Wanderers vs Burnley,Burnley @ Wolverhampton Wanderers,English Premier League 2025-10-26 Wolverhampton Wanderers vs Burnley,Soccer,4328,English Premier League,https://r2.thesportsdb.com/images/media/league/badge/gasy9d1737743125.png,2025-2026,,Wolverhampton Wanderers,Burnley,2,9,3,,,2025-10-26T14:00:00,2025-10-26,2025-10-26,14:00:00,14:00:00,,133599,https://r2.thesportsdb.com/images/media/team/badge/u9qr031621593327.png,133623,https://r2.thesportsdb.com/images/media/team/badge/ql7nl31686893820.png,,,,16125,Molineux Stadium,England,,https://r2.thesportsdb.com/images/media/event/poster/vqdla71750323436.jpg,https://r2.thesportsdb.com/images/media/event/square/3fuh0v1750325629.jpg,,https://r2.thesportsdb.com/images/media/event/thumb/qznvcr1750320334.jpg,https://r2.thesportsdb.com/images/media/event/banner/3fnl1e1750328608.jpg,,,,,https://www.youtube.com/watch?v=g1S64sAMaYY,Match Finished,no,unlocked
