league,season,game,team,player,league_id,season_id,game_id,team_id,player_id,position,position_id,minutes,goals,own_goals,shots,xg,xg_chain,xg_buildup,assists,xa,key_passes,yellow_cards,red_cards
ENG-Premier League,1617,2016-08-13 Manchester City-Sunderland,Manchester City,Raheem Sterling,1,2016,467,88,618,AMR,11,90,0,0,1,0.05642540007829666,0.3175539970397949,0.3175539970397949,0,0.084197998046875,1,0,0
ENG-Premier League,1617,2016-08-13 Manchester City-Sunderland,Manchester City,Sergio Agüero,1,2016,467,88,619,FW,15,90,1,0,6,1.131809949874878,0.8842629790306091,0.0,0,0.5373520255088806,2,0,0
ENG-Premier League,1617,2016-08-13 Manchester City-Sunderland,Manchester City,Willy Caballero,1,2016,467,88,624,GK,1,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1617,2016-08-13 Manchester City-Sunderland,Sunderland,Adnan Januzaj,1,2016,467,77,323,Sub,17,25,0,0,0,0.0,0.39543500542640686,0.39543500542640686,0,0.0,0,0,0
ENG-Premier League,1617,2016-08-13 Manchester City-Sunderland,Sunderland,Donald Love,1,2016,467,77,1048,DR,2,90,0,0,0,0.0,0.39543500542640686,0.39543500542640686,0,0.0,0,1,0
ENG-Premier League,1617,2016-08-13 Manchester City-Sunderland,Sunderland,Duncan Watmore,1,2016,467,77,919,AMR,11,65,0,0,1,0.10806000232696533,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1617,2016-08-13 Manchester City-Sunderland,Sunderland,Fabio Borini,1,2016,467,77,737,AMC,12,90,0,0,0,0.0,0.41927799582481384,0.39543500542640686,0,0.02384220063686371,1,0,0
ENG-Premier League,1617,2016-08-13 Manchester City-Sunderland,Sunderland,Jack Rodwell,1,2016,467,77,733,DMC,7,90,0,0,1,0.02384220063686371,0.41927799582481384,0.0,1,0.39543500542640686,1,0,0
ENG-Premier League,1617,2016-08-13 Manchester City-Sunderland,Sunderland,Jermain Defoe,1,2016,467,77,735,FW,15,84,1,0,2,0.8523470163345337,0.39543500542640686,0.0,0,0.0,0,0,0
ENG-Premier League,1617,2016-08-13 Manchester City-Sunderland,Sunderland,John O'Shea,1,2016,467,77,729,DMC,7,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
