league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,away_points,away_expected_points,away_goals,away_xg,away_np_xg,away_np_xg_difference,away_ppda,away_deep_completions,home_points,home_expected_points,home_goals,home_xg,home_np_xg,home_np_xg_difference,home_ppda,home_deep_completions
ENG-Premier League,1819,2018-08-25 Huddersfield-Cardiff,1,2018,9219,2018-08-25 17:00:00,219,227,Huddersfield,Cardiff,CAR,HUD,1,2.1796999999999995,0,1.06351,1.06351,0.860057,8.478260869565217,5,1,0.5018,0,0.203453,0.203453,-0.860057,8.833333333333334,1
ENG-Premier League,1819,2018-08-25 Liverpool-Brighton,1,2018,9223,2018-08-25 19:30:00,87,220,Liverpool,Brighton,BRI,LIV,0,0.4481,0,0.535616,0.535616,-1.2785039999999999,19.636363636363637,2,3,2.3447,1,1.81412,1.81412,1.2785039999999999,6.6923076923076925,13
ENG-Premier League,1819,2018-08-25 Southampton-Leicester,1,2018,9218,2018-08-25 17:00:00,74,75,Southampton,Leicester,LEI,SOU,3,1.2757999999999998,2,0.517935,0.517935,-0.024558999999999997,13.294117647058824,2,0,1.2761,1,0.542494,0.542494,0.024558999999999997,7.774193548387097,7
ENG-Premier League,1819,2018-08-25 Wolverhampton Wanderers-Manchester City,1,2018,9217,2018-08-25 14:30:00,229,88,Wolverhampton Wanderers,Manchester City,MCI,WOL,1,1.8124,1,1.84293,1.84293,0.57917,6.833333333333333,10,1,0.9238,1,1.26376,1.26376,-0.57917,22.875,2
ENG-Premier League,1819,2018-08-26 Fulham-Burnley,1,2018,9220,2018-08-26 17:00:00,228,92,Fulham,Burnley,BUR,FLH,0,1.1357,2,1.56882,1.56882,-0.3557699999999999,18.57894736842105,5,3,1.6022,4,1.92459,1.92459,0.3557699999999999,11.714285714285714,10
ENG-Premier League,1819,2018-08-26 Newcastle United-Chelsea,1,2018,9225,2018-08-26 18:00:00,86,80,Newcastle United,Chelsea,CHE,NEW,3,2.5616000000000003,2,1.49669,0.735524,0.526187,4.444444444444445,13,0,0.26239999999999997,1,0.209337,0.209337,-0.526187,24.142857142857142,3
ENG-Premier League,1819,2018-08-26 Watford-Crystal Palace,1,2018,9224,2018-08-26 15:30:00,90,78,Watford,Crystal Palace,CRY,WAT,0,1.4083999999999999,1,1.21905,1.21905,0.07308999999999988,6.6,5,3,1.277,2,1.14596,1.14596,-0.07308999999999988,9.590909090909092,7
ENG-Premier League,1819,2018-08-27 Manchester United-Tottenham,1,2018,9226,2018-08-27 22:00:00,89,82,Manchester United,Tottenham,TOT,MUN,3,1.7058,3,1.80811,1.80811,0.40490000000000004,8.40625,6,0,1.0506,0,1.40321,1.40321,-0.40490000000000004,9.428571428571429,7
ENG-Premier League,1819,2018-09-01 Brighton-Fulham,1,2018,9233,2018-09-01 14:00:00,220,228,Brighton,Fulham,FLH,BRI,1,0.5899,2,1.51555,1.51555,0.3557299999999999,13.642857142857142,3,1,2.2159,2,2.68216,1.15982,-0.3557299999999999,11.482758620689655,3
ENG-Premier League,1819,2018-09-01 Chelsea-Bournemouth,1,2018,9231,2018-09-01 14:00:00,80,73,Chelsea,Bournemouth,BOU,CHE,0,1.2144000000000001,0,0.950959,0.950959,-0.213121,21.235294117647058,3,3,1.4733,2,1.16408,1.16408,0.213121,8.214285714285714,15
