league,season,game,team,player,league_id,season_id,game_id,team_id,player_id,position,position_id,minutes,goals,own_goals,shots,xg,xg_chain,xg_buildup,assists,xa,key_passes,yellow_cards,red_cards
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Juan Mata,1,2018,9197,89,554,FWR,14,90,0,0,1,0.07612569630146027,0.2740429937839508,0.19791699945926666,1,0.1696079969406128,2,0,0
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Luke Shaw,1,2018,9197,89,1006,DL,4,90,1,0,2,0.1696079969406128,0.2095700055360794,0.039962101727724075,0,0.039962101727724075,1,0,0
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Marcus Rashford,1,2018,9197,89,556,FW,15,68,0,0,0,0.0,0.15734100341796875,0.15734100341796875,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Marouane Fellaini,1,2018,9197,89,630,Sub,17,5,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Matteo Darmian,1,2018,9197,89,557,DR,2,90,0,0,1,0.028308799490332603,0.10952399671077728,0.08121489733457565,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Paul Pogba,1,2018,9197,89,1740,MC,9,85,1,0,2,0.7795649766921997,0.33240100741386414,0.3140049874782562,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Romelu Lukaku,1,2018,9197,89,594,Sub,17,22,0,0,1,0.4201290011405945,0.4201290011405945,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Scott McTominay,1,2018,9197,89,5560,Sub,17,13,0,0,0,0.0,0.0883931964635849,0.0883931964635849,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-10 Manchester United-Leicester,Manchester United,Victor Lindelöf,1,2018,9197,89,6080,DC,3,90,0,0,0,0.0,0.039962101727724075,0.039962101727724075,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Adam Smith,1,2018,9202,73,825,DR,2,90,0,0,0,0.0,0.1143300011754036,0.04297599941492081,0,0.07135369628667831,1,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Andrew Surman,1,2018,9202,73,460,MC,9,90,0,0,1,0.05097610130906105,0.05097610130906105,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Asmir Begovic,1,2018,9202,73,694,GK,1,90,0,0,0,0.0,0.5403079986572266,0.5403079986572266,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Callum Wilson,1,2018,9202,73,468,FW,15,90,1,0,6,1.358240008354187,1.3581500053405762,0.5832840204238892,1,0.5492830276489258,1,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Charlie Daniels,1,2018,9202,73,459,DL,4,90,0,0,0,0.0,0.12233000248670578,0.07135369628667831,0,0.05097610130906105,1,1,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Dan Gosling,1,2018,9202,73,462,MC,9,90,0,0,1,0.015570900402963161,0.6206369996070862,0.6206369996070862,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,David Brooks,1,2018,9202,73,6820,MR,8,69,0,0,1,0.5403079986572266,0.5403079986572266,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Jermain Defoe,1,2018,9202,73,735,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Joshua King,1,2018,9202,73,465,FW,15,90,0,0,1,0.04287030175328255,0.706483006477356,0.6206369996070862,0,0.04297599941492081,1,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Lys Mousset,1,2018,9202,73,1748,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Nathan Aké,1,2018,9202,73,579,DC,3,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Ryan Fraser,1,2018,9202,73,1683,ML,10,90,1,0,2,0.5922589898109436,1.1754399538040161,0.0,0,0.8911430239677429,3,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Simon Francis,1,2018,9202,73,456,Sub,17,21,0,0,0,0.0,0.0,0.0,1,0.06352359801530838,1,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Bournemouth,Steve Cook,1,2018,9202,73,458,DC,3,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Bobby Reid,1,2018,9202,227,6827,FW,15,90,0,0,3,0.24398499727249146,0.4156639873981476,0.2019049972295761,0,0.16515499353408813,2,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Bruno Ecuele Manga,1,2018,9202,227,4883,DC,3,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Callum Paterson,1,2018,9202,227,6826,MC,9,65,0,0,1,0.11462800204753876,0.24748100340366364,0.13285300135612488,0,0.04860429838299751,1,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Danny Ward,1,2018,9202,227,6830,Sub,17,25,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Gary Madine,1,2018,9202,227,6829,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Joe Bennett,1,2018,9202,227,959,DL,4,90,0,0,0,0.0,0.05052740126848221,0.05052740126848221,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Joe Ralls,1,2018,9202,227,6825,MC,9,90,0,0,1,0.020545799285173416,0.22245000302791595,0.11765500158071518,0,0.0842491015791893,1,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Josh Murphy,1,2018,9202,227,6828,Sub,17,25,0,0,2,0.1811250001192093,0.16818299889564514,0.0,0,1.0737700462341309,2,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Junior Hoilett,1,2018,9202,227,4395,ML,10,90,0,0,0,0.0,0.35009700059890747,0.3165319859981537,0,0.03356479853391647,1,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Lee Peltier,1,2018,9202,227,6822,DR,2,90,0,0,0,0.0,0.0,0.0,0,0.0,0,1,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Nathaniel Mendez-Laing,1,2018,9202,227,6824,MR,8,65,0,0,2,0.11781399697065353,0.16641800105571747,0.04860429838299751,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Neil Etheridge,1,2018,9202,227,6821,GK,1,90,0,0,0,0.0,0.04860429838299751,0.04860429838299751,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Sean Morrison,1,2018,9202,227,6823,DC,3,90,0,0,1,0.9561129808425903,0.0,0.0,0,0.13059699535369873,1,0,0
ENG-Premier League,1819,2018-08-11 Bournemouth-Cardiff,Cardiff,Sol Bamba,1,2018,9202,227,4027,DMC,7,90,0,0,0,0.0,0.11462800204753876,0.11462800204753876,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Crystal Palace,Aaron Wan-Bissaka,1,2018,9201,78,5584,DR,2,90,0,0,0,0.0,0.4301939904689789,0.11744599789381027,1,0.312747985124588,1,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Crystal Palace,Alexander Sørloth,1,2018,9201,78,6531,Sub,17,5,0,0,0,0.0,0.0,0.0,0,0.06889049708843231,1,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Crystal Palace,Andros Townsend,1,2018,9201,78,775,MR,8,90,0,0,2,0.048796799033880234,0.5048540234565735,0.4078049957752228,0,0.06864920258522034,1,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Crystal Palace,Cheikhou Kouyaté,1,2018,9201,78,532,Sub,17,1,0,0,1,0.06889049708843231,0.06889049708843231,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Crystal Palace,Christian Benteke,1,2018,9201,78,606,FW,15,85,0,0,3,0.10406100004911423,0.959538996219635,0.5634030103683472,0,0.3748199939727783,2,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Crystal Palace,James McArthur,1,2018,9201,78,633,MC,9,90,0,0,0,0.0,0.12139499932527542,0.12139499932527542,0,0.020396899431943893,1,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Crystal Palace,James Tomkins,1,2018,9201,78,530,DC,3,90,0,0,1,0.007239169906824827,0.1637060046195984,0.1637060046195984,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Crystal Palace,Jeffrey Schlupp,1,2018,9201,78,757,ML,10,90,1,0,1,0.07466019690036774,0.1616079956293106,0.08694809675216675,0,0.0,0,1,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Crystal Palace,Luka Milivojevic,1,2018,9201,78,5549,MC,9,90,0,0,0,0.0,0.23025700449943542,0.23025700449943542,0,0.021334899589419365,2,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Crystal Palace,Mamadou Sakho,1,2018,9201,78,485,DC,3,90,0,0,0,0.0,0.17599399387836456,0.17599399387836456,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Crystal Palace,Pape Souaré,1,2018,9201,78,513,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Crystal Palace,Patrick van Aanholt,1,2018,9201,78,730,DL,4,90,0,0,1,0.026337599381804466,0.2083429992198944,0.18200500309467316,1,0.1616079956293106,2,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Crystal Palace,Wayne Hennessey,1,2018,9201,78,509,GK,1,90,0,0,0,0.0,0.3688789904117584,0.3688789904117584,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Crystal Palace,Wilfried Zaha,1,2018,9201,78,522,FW,15,90,1,0,3,0.748179018497467,0.8491770029067993,0.10099799931049347,0,0.0,0,1,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Fulham,Aboubakar Kamara,1,2018,9201,228,4866,Sub,17,27,0,0,2,0.1352739930152893,0.17456500232219696,0.019942600280046463,0,0.039291899651288986,2,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Fulham,Aleksandar Mitrovic,1,2018,9201,228,773,FW,15,90,0,0,7,0.36560600996017456,0.2682630121707916,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Fulham,André Schürrle,1,2018,9201,228,154,FWR,14,63,0,0,0,0.0,0.09845980256795883,0.09845980256795883,0,0.09845980256795883,1,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Fulham,Calum Chambers,1,2018,9201,228,508,DC,3,90,0,0,0,0.0,0.1352739930152893,0.1352739930152893,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Fulham,Cyrus Christie,1,2018,9201,228,6833,DR,2,90,0,0,1,0.014737100340425968,0.2408819943666458,0.22614499926567078,0,0.03998570144176483,1,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Fulham,Fabri,1,2018,9201,228,2587,GK,1,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Fulham,Jean Michael Seri,1,2018,9201,228,3312,MC,9,84,0,0,1,0.030416099354624748,0.3206549882888794,0.25627601146698,0,0.03396359831094742,1,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Fulham,Joe Bryan,1,2018,9201,228,6834,DL,4,73,0,0,0,0.0,0.20679500699043274,0.20679500699043274,0,0.10833500325679779,1,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Fulham,Kevin McDonald,1,2018,9201,228,6836,MC,9,90,0,0,1,0.013830199837684631,0.14703300595283508,0.13320299983024597,0,0.0,0,1,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Fulham,Luciano Vietto,1,2018,9201,228,2274,Sub,17,17,0,0,1,0.019942600280046463,0.17456500232219696,0.019349299371242523,0,0.1352739930152893,2,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Fulham,Maxime Le Marchand,1,2018,9201,228,3304,DC,3,90,0,0,0,0.0,0.015394099988043308,0.015394099988043308,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Fulham,Ryan Sessegnon,1,2018,9201,228,6837,FWL,16,90,0,0,1,0.03998570144176483,0.2407590001821518,0.2407590001821518,0,0.019255200400948524,1,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Fulham,Stefan Johansen,1,2018,9201,228,6838,Sub,17,6,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Fulham-Crystal Palace,Fulham,Tom Cairney,1,2018,9201,228,6835,MC,9,90,0,0,1,0.019349299371242523,0.2608239948749542,0.22673800587654114,0,0.014737100340425968,1,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Chelsea,Antonio Rüdiger,1,2018,9200,80,1822,DC,3,90,0,0,2,0.049756698310375214,0.054319899529218674,0.054319899529218674,0,0.5762320160865784,1,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Chelsea,César Azpilicueta,1,2018,9200,80,681,DR,2,90,0,0,0,0.0,0.054319899529218674,0.054319899529218674,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Chelsea,David Luiz,1,2018,9200,80,1676,DC,3,90,0,0,0,0.0,0.054319899529218674,0.054319899529218674,0,0.0,0,1,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Chelsea,Eden Hazard,1,2018,9200,80,701,Sub,17,13,0,0,1,0.14206300675868988,0.2808769941329956,0.0,1,0.2808769941329956,1,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Chelsea,Jorginho,1,2018,9200,80,1389,MC,9,90,1,0,1,0.7611690163612366,0.15202200412750244,0.15202200412750244,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Chelsea,Kepa,1,2018,9200,80,5061,GK,1,90,0,0,0,0.0,0.2808769941329956,0.2808769941329956,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Chelsea,Marcos Alonso,1,2018,9200,80,1621,DL,4,90,0,0,3,0.6482120156288147,0.531607985496521,0.38166099786758423,0,0.13309499621391296,1,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Chelsea,N'Golo Kanté,1,2018,9200,80,751,MC,9,90,1,0,1,0.09770169854164124,0.15202200412750244,0.054319899529218674,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Chelsea,Pedro,1,2018,9200,80,687,FWR,14,82,1,0,1,0.2808769941329956,0.47936201095581055,0.15202200412750244,0,0.04646360129117966,1,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Chelsea,Ross Barkley,1,2018,9200,80,592,MC,9,69,0,0,1,0.04646360129117966,0.10078299790620804,0.0,0,0.054319899529218674,1,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Chelsea,Ruben Loftus-Cheek,1,2018,9200,80,688,Sub,17,21,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Chelsea,Victor Moses,1,2018,9200,80,541,Sub,17,8,0,0,0,0.0,0.10793899744749069,0.0,0,0.10793899744749069,1,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Chelsea,Willian,1,2018,9200,80,700,FWL,16,77,0,0,1,0.054319899529218674,0.19848500192165375,0.04646360129117966,1,0.1474580019712448,3,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Chelsea,Álvaro Morata,1,2018,9200,80,1804,FW,15,90,0,0,2,0.24103400111198425,0.24103400111198425,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Huddersfield,Aaron Mooy,1,2018,9200,219,6033,MC,9,90,0,0,0,0.0,0.0,0.0,0,0.008834250271320343,1,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Huddersfield,Adama Diakhaby,1,2018,9200,219,5740,Sub,17,18,0,0,0,0.0,0.027804799377918243,0.027804799377918243,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Huddersfield,Alex Pritchard,1,2018,9200,219,815,AMC,12,47,0,0,1,0.023705599829554558,0.023705599829554558,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Huddersfield,Ben Hamer,1,2018,9200,219,1759,GK,1,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Huddersfield,Chris Löwe,1,2018,9200,219,6032,DML,6,72,0,0,0,0.0,0.023705599829554558,0.0,0,0.023705599829554558,1,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Huddersfield,Christopher Schindler,1,2018,9200,219,6031,DC,3,90,0,0,0,0.0,0.023705599829554558,0.023705599829554558,0,0.0,0,1,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Huddersfield,Florent Hadergjonaj,1,2018,9200,219,5215,DMR,5,90,0,0,0,0.0,0.07253800332546234,0.0,0,0.07253800332546234,1,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Huddersfield,Jonathan Hogg,1,2018,9200,219,6301,MC,9,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Huddersfield,Laurent Depoitre,1,2018,9200,219,6038,Sub,17,43,0,0,1,0.07253800332546234,0.1003429964184761,0.0,0,0.027804799377918243,1,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Huddersfield,Philip Billing,1,2018,9200,219,6034,MC,9,90,0,0,2,0.036639101803302765,0.1003429964184761,0.07253800332546234,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Huddersfield,Steve Mounie,1,2018,9200,219,3800,FW,15,90,0,0,2,0.2632319927215576,0.042450498789548874,0.027804799377918243,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Huddersfield,Terence Kongolo,1,2018,9200,219,6067,DC,3,90,0,0,0,0.0,0.0,0.0,0,0.0,0,1,0
ENG-Premier League,1819,2018-08-11 Huddersfield-Chelsea,Huddersfield,Zanka,1,2018,9200,219,6030,DC,3,90,0,0,0,0.0,0.0,0.0,0,0.2485859990119934,1,0,0
ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,Newcastle United,Ayoze Pérez,1,2018,9198,86,770,AMC,12,83,0,0,1,0.051876001060009,0.09649790078401566,0.0,0,0.09649790078401566,1,0,0
ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,Newcastle United,Christian Atsu,1,2018,9198,86,2344,Sub,17,19,0,0,1,0.022576600313186646,0.10855899751186371,0.0,0,0.08598189800977707,1,0,0
ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,Newcastle United,Ciaran Clark,1,2018,9198,86,875,DC,3,90,0,0,2,0.05871570110321045,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,Newcastle United,DeAndre Yedlin,1,2018,9198,86,727,DR,2,90,0,0,1,0.013868900015950203,0.39267900586128235,0.37880998849868774,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,Newcastle United,Jamaal Lascelles,1,2018,9198,86,766,DC,3,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,Newcastle United,Jonjo Shelvey,1,2018,9198,86,769,MC,9,90,0,0,0,0.0,0.5079100131988525,0.45273101329803467,0,0.1617790013551712,2,0,0
ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,Newcastle United,Joselu,1,2018,9198,86,866,FW,15,61,1,0,2,0.45273101329803467,0.46478599309921265,0.0,0,0.012054899707436562,2,1,0
ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,Newcastle United,Kenedy,1,2018,9198,86,689,ML,10,90,0,0,1,0.025092799216508865,0.40724998712539673,0.38215699791908264,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,Newcastle United,Martin Dubravka,1,2018,9198,86,6532,GK,1,90,0,0,0,0.0,0.012054899707436562,0.012054899707436562,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,Newcastle United,Matt Ritchie,1,2018,9198,86,461,MR,8,71,0,0,2,0.034441299736499786,0.3682880103588104,0.0,1,0.3708359897136688,2,0,0
ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,Newcastle United,Mohamed Diamé,1,2018,9198,86,4471,MC,9,90,0,0,1,0.055178798735141754,0.457520991563797,0.35623300075531006,0,0.046108998358249664,1,1,0
ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,Newcastle United,Paul Dummett,1,2018,9198,86,853,DL,4,90,0,0,1,0.021640099585056305,0.3701019883155823,0.3701019883155823,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,Newcastle United,Salomón Rondón,1,2018,9198,86,813,Sub,17,29,0,0,2,0.19258199632167816,0.21515899896621704,0.022576600313186646,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,Newcastle United,Yoshinori Muto,1,2018,9198,86,47,Sub,17,7,0,0,1,0.046108998358249664,0.046108998358249664,0.0,0,0.0,0,0,0
ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,Tottenham,Ben Davies,1,2018,9198,82,660,DL,4,90,0,0,1,0.03090059943497181,0.35555800795555115,0.35555800795555115,0,0.43479400873184204,2,0,0
ENG-Premier League,1819,2018-08-11 Newcastle United-Tottenham,Tottenham,Christian Eriksen,1,2018,9198,82,646,AMC,12,90,0,0,2,0.040792498737573624,0.562807023525238,0.43171000480651855,0,0.26542800664901733,5,0,0
