,,,,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
league,season,team,player,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Will Lankshear,ENG,"FW,MF",19,2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Tottenham,Wilson Odobert,FRA,"FW,MF",19,2004,9.4,274,262,8,0,0,1,25,2,1,0,0,0,212,4,13
ENG-Premier League,2425,Tottenham,Yves Bissouma,MLI,MF,27,1996,15.6,852,807,42,41,2,2,2,1,0,0,0,0,755,3,10
ENG-Premier League,2425,West Ham,Aaron Cresswell,ENG,DF,34,1989,9.2,610,511,98,33,1,5,36,52,13,11,2,0,504,1,10
ENG-Premier League,2425,West Ham,Aaron Wan-Bissaka,COD,DF,26,1997,35.0,1815,1568,243,11,5,1,76,232,0,0,0,0,1472,4,62
ENG-Premier League,2425,West Ham,Alphonse Areola,FRA,GK,31,1993,25.1,989,716,268,72,0,3,0,0,0,0,0,0,688,5,3
ENG-Premier League,2425,West Ham,Andy Irving,SCO,MF,24,2000,1.8,124,120,2,2,1,0,2,0,0,0,0,0,109,2,1
ENG-Premier League,2425,West Ham,Carlos Soler,ESP,"MF,FW",27,1997,15.7,669,605,62,28,4,6,34,4,21,11,6,0,570,2,10
ENG-Premier League,2425,West Ham,Crysencio Summerville,NED,"FW,MF",22,2001,8.7,254,241,13,2,3,0,21,2,8,6,0,0,194,0,13
ENG-Premier League,2425,West Ham,Danny Ings,ENG,"FW,MF",32,1992,3.2,92,86,5,0,1,0,3,0,0,0,0,0,63,1,4
ENG-Premier League,2425,West Ham,Edson Álvarez,MEX,MF,26,1997,19.7,1003,980,16,12,3,12,6,3,0,0,0,0,861,7,10
ENG-Premier League,2425,West Ham,Emerson Palmieri,ITA,DF,29,1994,23.5,1077,887,185,20,1,2,64,140,25,7,15,0,861,5,23
ENG-Premier League,2425,West Ham,Evan Ferguson,IRL,FW,19,2004,1.7,37,35,1,0,1,1,0,0,0,0,0,0,28,1,0
ENG-Premier League,2425,West Ham,Guido Rodríguez,ARG,MF,30,1994,12.8,569,554,15,14,1,5,5,1,0,0,0,0,480,0,13
ENG-Premier League,2425,West Ham,James Ward-Prowse,ENG,MF,29,1994,11.5,768,699,64,28,0,9,49,1,34,18,14,1,677,5,4
ENG-Premier League,2425,West Ham,Jarrod Bowen,ENG,"FW,MF",27,1996,33.0,815,722,87,6,7,4,106,3,44,28,15,0,584,6,44
ENG-Premier League,2425,West Ham,Jean-Clair Todibo,FRA,DF,24,1999,20.3,1082,1046,33,28,0,4,3,5,0,0,0,0,951,3,7
ENG-Premier League,2425,West Ham,Kaelan Casey,ENG,DF,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,Konstantinos Mavropanos,GRE,DF,26,1997,22.7,1265,1203,58,39,1,24,2,15,0,0,0,0,1092,4,10
ENG-Premier League,2425,West Ham,Lewis Orford,ENG,MF,18,2006,0.5,38,36,2,2,0,0,1,0,0,0,0,0,33,0,0
ENG-Premier League,2425,West Ham,Lucas Paquetá,BRA,"MF,FW",26,1997,26.4,1456,1367,81,35,18,12,29,12,4,1,3,0,1126,8,26
ENG-Premier League,2425,West Ham,Luis Guilherme,BRA,"MF,FW",18,2006,1.7,67,64,3,0,0,0,8,1,2,0,2,0,58,0,2
ENG-Premier League,2425,West Ham,Max Kilman,ENG,DF,27,1997,37.2,1958,1916,37,25,0,12,4,1,0,0,0,0,1697,5,9
ENG-Premier League,2425,West Ham,Michail Antonio,JAM,FW,34,1990,9.3,188,175,11,0,3,6,25,7,0,0,0,0,114,2,14
ENG-Premier League,2425,West Ham,Mohammed Kudus,GHA,"FW,MF",23,2000,28.8,855,837,16,5,2,13,81,3,1,0,0,0,715,2,29
ENG-Premier League,2425,West Ham,Niclas Füllkrug,GER,FW,31,1993,8.8,198,190,7,0,0,2,1,0,0,0,0,0,133,1,7
ENG-Premier League,2425,West Ham,Oliver Scarles,ENG,"DF,FW",18,2005,7.4,372,333,36,4,1,1,15,32,0,0,0,0,293,3,5
ENG-Premier League,2425,West Ham,Tomáš Souček,CZE,MF,29,1995,28.5,969,946,20,17,0,11,14,3,0,0,0,0,715,3,26
ENG-Premier League,2425,West Ham,Vladimír Coufal,CZE,DF,31,1992,11.9,598,490,106,11,0,0,28,95,0,0,0,0,470,2,11
ENG-Premier League,2425,West Ham,Łukasz Fabiański,POL,GK,39,1985,12.9,495,351,143,43,0,0,0,0,0,0,0,0,332,1,0
ENG-Premier League,2425,Wolves,Alfie Pond,ENG,DF,20,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2425,Wolves,André,BRA,MF,23,2001,27.5,1342,1308,32,28,5,15,0,2,0,0,0,0,1247,2,14
ENG-Premier League,2425,Wolves,Boubacar Traoré,MLI,MF,22,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Wolves,Carlos Forbs,POR,"MF,FW",20,2004,2.7,91,89,2,0,0,0,9,2,0,0,0,0,60,0,9
ENG-Premier League,2425,Wolves,Chiquinho,POR,MF,24,2000,0.1,3,3,0,0,0,0,1,0,0,0,0,0,3,0,0
ENG-Premier League,2425,Wolves,Craig Dawson,ENG,DF,34,1990,10.8,559,528,30,20,1,11,0,0,0,0,0,0,484,1,0
ENG-Premier League,2425,Wolves,Daniel Bentley,ENG,GK,31,1993,2.0,65,45,20,7,0,0,0,0,0,0,0,0,49,0,0
ENG-Premier League,2425,Wolves,Daniel Podence,POR,"MF,FW",28,1995,0.5,16,15,1,1,0,0,1,0,0,0,0,0,11,0,2
ENG-Premier League,2425,Wolves,Emmanuel Agbadou,CIV,DF,27,1997,15.7,1001,955,43,28,1,11,2,0,0,0,0,0,855,3,5
ENG-Premier League,2425,Wolves,Gonçalo Guedes,POR,"MF,FW",27,1996,11.1,349,312,34,0,1,5,22,14,1,1,0,0,259,3,10
ENG-Premier League,2425,Wolves,Hwang Hee-chan,KOR,"MF,FW",28,1996,7.3,204,189,14,2,1,0,8,6,0,0,0,0,166,1,9
ENG-Premier League,2425,Wolves,Jean-Ricner Bellegarde,HAI,"MF,FW",26,1998,18.6,599,575,23,9,5,4,44,3,5,4,0,0,475,1,21
ENG-Premier League,2425,Wolves,José Sá,POR,GK,31,1993,29.0,924,706,215,65,1,0,0,0,0,0,0,0,592,3,1
ENG-Premier League,2425,Wolves,João Gomes,BRA,MF,23,2001,33.0,1623,1564,56,27,5,9,29,17,1,1,0,0,1380,3,24
ENG-Premier League,2425,Wolves,Jørgen Strand Larsen,NOR,FW,24,2000,28.7,457,443,14,0,1,2,6,0,0,0,0,0,295,0,19
ENG-Premier League,2425,Wolves,Mario Lemina,GAB,"MF,DF",30,1993,15.2,613,582,26,9,6,4,10,9,0,0,0,0,493,5,7
ENG-Premier League,2425,Wolves,Marshall Munetsi,ZIM,"MF,FW",28,1996,12.0,212,205,7,0,1,0,10,1,0,0,0,0,152,0,5
ENG-Premier League,2425,Wolves,Mateus Mane,,MF,,,0.0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
ENG-Premier League,2425,Wolves,Matheus Cunha,BRA,"MF,FW",25,1999,28.9,1133,938,185,52,14,15,142,32,73,40,23,3,811,10,34
ENG-Premier League,2425,Wolves,Matt Doherty,IRL,DF,32,1992,23.4,1302,1177,121,55,2,22,22,66,0,0,0,0,1078,4,14
ENG-Premier League,2425,Wolves,Nasser Djiga,BFA,DF,21,2002,0.7,48,45,3,1,0,0,0,2,0,0,0,0,40,0,2
ENG-Premier League,2425,Wolves,Nélson Semedo,POR,DF,30,1993,32.1,1357,1142,210,12,1,5,63,198,0,0,0,0,1096,5,36
ENG-Premier League,2425,Wolves,Pablo Sarabia,ESP,"MF,FW",32,1992,9.0,445,372,65,22,5,2,47,10,24,22,2,0,308,8,19
ENG-Premier League,2425,Wolves,Pedro Lima,BRA,DF,18,2006,0.8,38,31,7,0,0,0,5,7,0,0,0,0,28,0,2
ENG-Premier League,2425,Wolves,Rayan Aït-Nouri,ALG,DF,23,2001,34.5,1721,1397,320,44,3,4,94,246,30,24,1,0,1449,4,42
ENG-Premier League,2425,Wolves,Rodrigo Gomes,POR,"DF,FW",21,2003,9.0,309,267,41,1,1,0,23,39,1,0,1,0,212,1,10
ENG-Premier League,2425,Wolves,Sam Johnstone,ENG,GK,31,1993,7.0,278,230,47,22,0,0,0,0,0,0,0,0,184,1,2
ENG-Premier League,2425,Wolves,Santiago Bueno,URU,DF,25,1998,18.7,842,807,34,21,1,3,0,4,0,0,0,0,741,1,9
ENG-Premier League,2425,Wolves,Tom King,WAL,GK,29,1995,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Wolves,Tommy Doyle,ENG,MF,22,2001,5.4,392,353,35,19,0,6,15,3,12,6,4,0,321,4,8
ENG-Premier League,2425,Wolves,Toti Gomes,POR,DF,25,1999,29.0,1714,1618,95,46,0,3,13,35,0,0,0,0,1473,1,21
ENG-Premier League,2425,Wolves,Yerson Mosquera,COL,DF,23,2001,4.9,240,230,9,4,0,1,2,0,0,0,0,0,205,1,3
