join_key,league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,home_goals,away_goals,home_xg,away_xg,is_result,has_data,url,home_team_shortened,referee,Match Week,status
2023-11-04_Everton,ENG-Premier League,2324,2023-11-04 Everton-Brighton,1,2023,21997,2023-11-04,72,220,Everton,Brighton,BRI,EVE,1,1,0.617607,0.442489,True,True,https://understat.com/match/21997,Everton,Tim Robinson,11,FINISHED
2023-11-04_Fulham,ENG-Premier League,2324,2023-11-04 Fulham-Manchester United,1,2023,21998,2023-11-04,228,89,Fulham,Manchester United,MUN,FLH,0,1,1.18241,0.697095,True,True,https://understat.com/match/21998,Fulham,John Brooks,11,FINISHED
2023-11-04_Manchester,ENG-Premier League,2324,2023-11-04 Manchester City-Bournemouth,1,2023,22000,2023-11-04,88,73,Manchester City,Bournemouth,BOU,MCI,6,1,2.39949,0.643127,True,True,https://understat.com/match/22000,Manchester,Craig Pawson,11,FINISHED
2023-11-04_Newcastle,ENG-Premier League,2324,2023-11-04 Newcastle United-Arsenal,1,2023,22001,2023-11-04,86,83,Newcastle United,Arsenal,ARS,NEW,1,0,1.12355,0.535473,True,True,https://understat.com/match/22001,Newcastle,Stuart Attwell,11,FINISHED
2023-11-04_Sheffield,ENG-Premier League,2324,2023-11-04 Sheffield United-Wolverhampton Wanderers,1,2023,22003,2023-11-04,238,229,Sheffield United,Wolverhampton Wanderers,WOL,SHE,2,1,1.10165,1.14803,True,True,https://understat.com/match/22003,Sheffield,Robert Jones,11,FINISHED
2023-11-05_Luton,ENG-Premier League,2324,2023-11-05 Luton-Liverpool,1,2023,21999,2023-11-05,256,87,Luton,Liverpool,LIV,LUT,1,1,1.3411,3.03925,True,True,https://understat.com/match/21999,Luton,Andy Madley,11,FINISHED
2023-11-05_Nottingham,ENG-Premier League,2324,2023-11-05 Nottingham Forest-Aston Villa,1,2023,22002,2023-11-05,249,71,Nottingham Forest,Aston Villa,AVL,NOT,2,0,0.592447,1.33116,True,True,https://understat.com/match/22002,Nottingham,Jarred Gillett,11,FINISHED
2023-11-06_Tottenham,ENG-Premier League,2324,2023-11-06 Tottenham-Chelsea,1,2023,22004,2023-11-06,82,80,Tottenham,Chelsea,CHE,TOT,1,4,0.959108,4.05865,True,True,https://understat.com/match/22004,Tottenham,Michael Oliver,11,FINISHED
2023-11-11_Arsenal,ENG-Premier League,2324,2023-11-11 Arsenal-Burnley,1,2023,22006,2023-11-11,83,92,Arsenal,Burnley,BUR,ARS,3,1,2.63194,0.327706,True,True,https://understat.com/match/22006,Arsenal,Michael Oliver,12,FINISHED
2023-11-11_Bournemouth,ENG-Premier League,2324,2023-11-11 Bournemouth-Newcastle United,1,2023,22005,2023-11-11,73,86,Bournemouth,Newcastle United,NEW,BOU,2,0,2.78424,0.306141,True,True,https://understat.com/match/22005,Bournemouth,Chris Kavanagh,12,FINISHED
2023-11-11_Crystal,ENG-Premier League,2324,2023-11-11 Crystal Palace-Everton,1,2023,22010,2023-11-11,78,72,Crystal Palace,Everton,EVE,CRY,2,3,1.89194,1.7904,True,True,https://understat.com/match/22010,Crystal,Sam Barrott,12,FINISHED
2023-11-11_Manchester,ENG-Premier League,2324,2023-11-11 Manchester United-Luton,1,2023,22012,2023-11-11,89,256,Manchester United,Luton,LUT,MUN,1,0,2.74105,0.408265,True,True,https://understat.com/match/22012,Manchester,Graham Scott,12,FINISHED
2023-11-11_Wolverhampton,ENG-Premier League,2324,2023-11-11 Wolverhampton Wanderers-Tottenham,1,2023,22014,2023-11-11,229,82,Wolverhampton Wanderers,Tottenham,TOT,WOL,2,1,1.90884,0.432315,True,True,https://understat.com/match/22014,Wolverhampton,Tim Robinson,12,FINISHED
2023-11-12_Aston,ENG-Premier League,2324,2023-11-12 Aston Villa-Fulham,1,2023,22007,2023-11-12,71,228,Aston Villa,Fulham,FLH,AVL,3,1,2.86039,0.648745,True,True,https://understat.com/match/22007,Aston,Simon Hooper,12,FINISHED
2023-11-12_Brighton,ENG-Premier League,2324,2023-11-12 Brighton-Sheffield United,1,2023,22008,2023-11-12,220,238,Brighton,Sheffield United,SHE,BRI,1,1,1.08601,0.84434,True,True,https://understat.com/match/22008,Brighton,John Brooks,12,FINISHED
2023-11-12_Chelsea,ENG-Premier League,2324,2023-11-12 Chelsea-Manchester City,1,2023,22009,2023-11-12,80,88,Chelsea,Manchester City,MCI,CHE,4,4,3.47238,3.19324,True,True,https://understat.com/match/22009,Chelsea,Anthony Taylor,12,FINISHED
2023-11-12_Liverpool,ENG-Premier League,2324,2023-11-12 Liverpool-Brentford,1,2023,22011,2023-11-12,87,244,Liverpool,Brentford,BRE,LIV,3,0,1.56004,1.44954,True,True,https://understat.com/match/22011,Liverpool,Paul Tierney,12,FINISHED
2023-11-12_West,ENG-Premier League,2324,2023-11-12 West Ham-Nottingham Forest,1,2023,22013,2023-11-12,81,249,West Ham,Nottingham Forest,NOT,WHU,3,2,2.06402,1.42128,True,True,https://understat.com/match/22013,West,Michael Salisbury,12,FINISHED
2023-11-25_Brentford,ENG-Premier League,2324,2023-11-25 Brentford-Arsenal,1,2023,22015,2023-11-25,244,83,Brentford,Arsenal,ARS,BRE,0,1,1.66315,1.82699,True,True,https://understat.com/match/22015,Brentford,Tim Robinson,13,FINISHED
2023-11-25_Burnley,ENG-Premier League,2324,2023-11-25 Burnley-West Ham,1,2023,22016,2023-11-25,92,81,Burnley,West Ham,WHU,BUR,1,2,1.44228,1.36963,True,True,https://understat.com/match/22016,Burnley,Sam Barrott,13,FINISHED
2023-11-25_Luton,ENG-Premier League,2324,2023-11-25 Luton-Crystal Palace,1,2023,22019,2023-11-25,256,78,Luton,Crystal Palace,CRY,LUT,2,1,0.996153,1.83546,True,True,https://understat.com/match/22019,Luton,Jarred Gillett,13,FINISHED
2023-11-25_Manchester,ENG-Premier League,2324,2023-11-25 Manchester City-Liverpool,1,2023,22020,2023-11-25,88,87,Manchester City,Liverpool,LIV,MCI,1,1,1.79622,0.766278,True,True,https://understat.com/match/22020,Manchester,Chris Kavanagh,13,FINISHED
2023-11-25_Newcastle,ENG-Premier League,2324,2023-11-25 Newcastle United-Chelsea,1,2023,22021,2023-11-25,86,80,Newcastle United,Chelsea,CHE,NEW,4,1,2.15227,0.968061,True,True,https://understat.com/match/22021,Newcastle,Simon Hooper,13,FINISHED
2023-11-25_Nottingham,ENG-Premier League,2324,2023-11-25 Nottingham Forest-Brighton,1,2023,22022,2023-11-25,249,220,Nottingham Forest,Brighton,BRI,NOT,2,3,2.22655,1.21792,True,True,https://understat.com/match/22022,Nottingham,Anthony Taylor,13,FINISHED
2023-11-25_Sheffield,ENG-Premier League,2324,2023-11-25 Sheffield United-Bournemouth,1,2023,22023,2023-11-25,238,73,Sheffield United,Bournemouth,BOU,SHE,1,3,0.816227,3.13975,True,True,https://understat.com/match/22023,Sheffield,Bobby Madley,13,FINISHED
2023-11-26_Everton,ENG-Premier League,2324,2023-11-26 Everton-Manchester United,1,2023,22017,2023-11-26,72,89,Everton,Manchester United,MUN,EVE,0,3,2.49764,2.07334,True,True,https://understat.com/match/22017,Everton,John Brooks,13,FINISHED
2023-11-26_Tottenham,ENG-Premier League,2324,2023-11-26 Tottenham-Aston Villa,1,2023,22024,2023-11-26,82,71,Tottenham,Aston Villa,AVL,TOT,1,2,2.22542,2.39755,True,True,https://understat.com/match/22024,Tottenham,Robert Jones,13,FINISHED
2023-11-27_Fulham,ENG-Premier League,2324,2023-11-27 Fulham-Wolverhampton Wanderers,1,2023,22018,2023-11-27,228,229,Fulham,Wolverhampton Wanderers,WOL,FLH,3,2,2.49057,1.57875,True,True,https://understat.com/match/22018,Fulham,Michael Salisbury,13,FINISHED
2023-12-02_Arsenal,ENG-Premier League,2324,2023-12-02 Arsenal-Wolverhampton Wanderers,1,2023,22026,2023-12-02,83,229,Arsenal,Wolverhampton Wanderers,WOL,ARS,2,1,3.30368,1.07886,True,True,https://understat.com/match/22026,Arsenal,Peter Bankes,14,FINISHED
2023-12-02_Brentford,ENG-Premier League,2324,2023-12-02 Brentford-Luton,1,2023,22027,2023-12-02,244,256,Brentford,Luton,LUT,BRE,3,1,3.25952,0.227176,True,True,https://understat.com/match/22027,Brentford,Anthony Taylor,14,FINISHED
2023-12-02_Burnley,ENG-Premier League,2324,2023-12-02 Burnley-Sheffield United,1,2023,22028,2023-12-02,92,238,Burnley,Sheffield United,SHE,BUR,5,0,2.60469,0.618131,True,True,https://understat.com/match/22028,Burnley,Chris Kavanagh,14,FINISHED
2023-12-02_Newcastle,ENG-Premier League,2324,2023-12-02 Newcastle United-Manchester United,1,2023,22032,2023-12-02,86,89,Newcastle United,Manchester United,MUN,NEW,1,0,2.90191,0.422674,True,True,https://understat.com/match/22032,Newcastle,Robert Jones,14,FINISHED
2023-12-02_Nottingham,ENG-Premier League,2324,2023-12-02 Nottingham Forest-Everton,1,2023,22033,2023-12-02,249,72,Nottingham Forest,Everton,EVE,NOT,0,1,0.673085,0.623789,True,True,https://understat.com/match/22033,Nottingham,Paul Tierney,14,FINISHED
2023-12-03_Bournemouth,ENG-Premier League,2324,2023-12-03 Bournemouth-Aston Villa,1,2023,22025,2023-12-03,73,71,Bournemouth,Aston Villa,AVL,BOU,2,2,2.54937,0.89511,True,True,https://understat.com/match/22025,Bournemouth,Thomas Bramall,14,FINISHED
2023-12-03_Chelsea,ENG-Premier League,2324,2023-12-03 Chelsea-Brighton,1,2023,22029,2023-12-03,80,220,Chelsea,Brighton,BRI,CHE,3,2,1.66304,0.855058,True,True,https://understat.com/match/22029,Chelsea,Craig Pawson,14,FINISHED
2023-12-03_Liverpool,ENG-Premier League,2324,2023-12-03 Liverpool-Fulham,1,2023,22030,2023-12-03,87,228,Liverpool,Fulham,FLH,LIV,4,3,2.72831,1.51005,True,True,https://understat.com/match/22030,Liverpool,Stuart Attwell,14,FINISHED
2023-12-03_Manchester,ENG-Premier League,2324,2023-12-03 Manchester City-Tottenham,1,2023,22031,2023-12-03,88,82,Manchester City,Tottenham,TOT,MCI,3,3,2.90729,0.433077,True,True,https://understat.com/match/22031,Manchester,Simon Hooper,14,FINISHED
2023-12-03_West,ENG-Premier League,2324,2023-12-03 West Ham-Crystal Palace,1,2023,22034,2023-12-03,81,78,West Ham,Crystal Palace,CRY,WHU,1,1,1.1466,0.987682,True,True,https://understat.com/match/22034,West,Michael Oliver,14,FINISHED
2023-12-05_Luton,ENG-Premier League,2324,2023-12-05 Luton-Arsenal,1,2023,22039,2023-12-05,256,83,Luton,Arsenal,ARS,LUT,3,4,0.526254,2.58815,True,True,https://understat.com/match/22039,Luton,Sam Barrott,15,FINISHED
2023-12-05_Wolverhampton,ENG-Premier League,2324,2023-12-05 Wolverhampton Wanderers-Burnley,1,2023,22042,2023-12-05,229,92,Wolverhampton Wanderers,Burnley,BUR,WOL,1,0,1.11886,0.781542,True,True,https://understat.com/match/22042,Wolverhampton,Jarred Gillett,15,FINISHED
2023-12-06_Aston,ENG-Premier League,2324,2023-12-06 Aston Villa-Manchester City,1,2023,22035,2023-12-06,71,88,Aston Villa,Manchester City,MCI,AVL,1,0,2.1922,1.00198,True,True,https://understat.com/match/22035,Aston,John Brooks,15,FINISHED
2023-12-06_Brighton,ENG-Premier League,2324,2023-12-06 Brighton-Brentford,1,2023,22036,2023-12-06,220,244,Brighton,Brentford,BRE,BRI,2,1,1.54099,1.22007,True,True,https://understat.com/match/22036,Brighton,Peter Bankes,15,FINISHED
2023-12-06_Crystal,ENG-Premier League,2324,2023-12-06 Crystal Palace-Bournemouth,1,2023,22043,2023-12-06,78,73,Crystal Palace,Bournemouth,BOU,CRY,0,2,1.26441,1.79997,True,True,https://understat.com/match/22043,Crystal,Craig Pawson,15,FINISHED
2023-12-06_Fulham,ENG-Premier League,2324,2023-12-06 Fulham-Nottingham Forest,1,2023,22038,2023-12-06,228,249,Fulham,Nottingham Forest,NOT,FLH,5,0,3.09427,0.218659,True,True,https://understat.com/match/22038,Fulham,Josh Smith,15,FINISHED
2023-12-06_Manchester,ENG-Premier League,2324,2023-12-06 Manchester United-Chelsea,1,2023,22044,2023-12-06,89,80,Manchester United,Chelsea,CHE,MUN,2,1,4.03949,2.3512,True,True,https://understat.com/match/22044,Manchester,Chris Kavanagh,15,FINISHED
2023-12-06_Sheffield,ENG-Premier League,2324,2023-12-06 Sheffield United-Liverpool,1,2023,22040,2023-12-06,238,87,Sheffield United,Liverpool,LIV,SHE,0,2,0.834172,1.80116,True,True,https://understat.com/match/22040,Sheffield,Simon Hooper,15,FINISHED
2023-12-07_Everton,ENG-Premier League,2324,2023-12-07 Everton-Newcastle United,1,2023,22037,2023-12-07,72,86,Everton,Newcastle United,NEW,EVE,3,0,2.95393,1.29564,True,True,https://understat.com/match/22037,Everton,Tim Robinson,15,FINISHED
2023-12-07_Tottenham,ENG-Premier League,2324,2023-12-07 Tottenham-West Ham,1,2023,22041,2023-12-07,82,81,Tottenham,West Ham,WHU,TOT,1,2,1.61268,1.7409,True,True,https://understat.com/match/22041,Tottenham,Michael Salisbury,15,FINISHED
2023-12-09_Aston,ENG-Premier League,2324,2023-12-09 Aston Villa-Arsenal,1,2023,22045,2023-12-09,71,83,Aston Villa,Arsenal,ARS,AVL,1,0,0.628499,1.71667,True,True,https://understat.com/match/22045,Aston,Jarred Gillett,16,FINISHED
2023-12-09_Brighton,ENG-Premier League,2324,2023-12-09 Brighton-Burnley,1,2023,22046,2023-12-09,220,92,Brighton,Burnley,BUR,BRI,1,1,2.96247,1.05162,True,True,https://understat.com/match/22046,Brighton,Simon Hooper,16,FINISHED
2023-12-09_Crystal,ENG-Premier League,2324,2023-12-09 Crystal Palace-Liverpool,1,2023,22047,2023-12-09,78,87,Crystal Palace,Liverpool,LIV,CRY,1,2,1.79152,1.3708,True,True,https://understat.com/match/22047,Crystal,Andy Madley,16,FINISHED
2023-12-09_Manchester,ENG-Premier League,2324,2023-12-09 Manchester United-Bournemouth,1,2023,22051,2023-12-09,89,73,Manchester United,Bournemouth,BOU,MUN,0,3,1.11296,1.9742,True,True,https://understat.com/match/22051,Manchester,Peter Bankes,16,FINISHED
2023-12-09_Sheffield,ENG-Premier League,2324,2023-12-09 Sheffield United-Brentford,1,2023,22052,2023-12-09,238,244,Sheffield United,Brentford,BRE,SHE,1,0,0.841976,0.644638,True,True,https://understat.com/match/22052,Sheffield,Stuart Attwell,16,FINISHED
2023-12-09_Wolverhampton,ENG-Premier League,2324,2023-12-09 Wolverhampton Wanderers-Nottingham Forest,1,2023,22054,2023-12-09,229,249,Wolverhampton Wanderers,Nottingham Forest,NOT,WOL,1,1,1.02199,1.21801,True,True,https://understat.com/match/22054,Wolverhampton,Sam Barrott,16,FINISHED
2023-12-10_Everton,ENG-Premier League,2324,2023-12-10 Everton-Chelsea,1,2023,22048,2023-12-10,72,80,Everton,Chelsea,CHE,EVE,2,0,1.11437,0.885512,True,True,https://understat.com/match/22048,Everton,Michael Oliver,16,FINISHED
2023-12-10_Fulham,ENG-Premier League,2324,2023-12-10 Fulham-West Ham,1,2023,22049,2023-12-10,228,81,Fulham,West Ham,WHU,FLH,5,0,2.1884,0.983,True,True,https://understat.com/match/22049,Fulham,Paul Tierney,16,FINISHED
2023-12-10_Luton,ENG-Premier League,2324,2023-12-10 Luton-Manchester City,1,2023,22050,2023-12-10,256,88,Luton,Manchester City,MCI,LUT,1,2,0.689037,2.23353,True,True,https://understat.com/match/22050,Luton,Tim Robinson,16,FINISHED
2023-12-10_Tottenham,ENG-Premier League,2324,2023-12-10 Tottenham-Newcastle United,1,2023,22053,2023-12-10,82,86,Tottenham,Newcastle United,NEW,TOT,4,1,4.40118,1.61368,True,True,https://understat.com/match/22053,Tottenham,Chris Kavanagh,16,FINISHED
2023-12-15_Nottingham,ENG-Premier League,2324,2023-12-15 Nottingham Forest-Tottenham,1,2023,22063,2023-12-15,249,82,Nottingham Forest,Tottenham,TOT,NOT,0,2,1.70569,1.60738,True,True,https://understat.com/match/22063,Nottingham,Jarred Gillett,17,FINISHED
2023-12-16_Burnley,ENG-Premier League,2324,2023-12-16 Burnley-Everton,1,2023,22058,2023-12-16,92,72,Burnley,Everton,EVE,BUR,0,2,0.811435,2.22305,True,True,https://understat.com/match/22058,Burnley,Anthony Taylor,17,FINISHED
2023-12-16_Chelsea,ENG-Premier League,2324,2023-12-16 Chelsea-Sheffield United,1,2023,22059,2023-12-16,80,238,Chelsea,Sheffield United,SHE,CHE,2,0,3.27322,0.44014,True,True,https://understat.com/match/22059,Chelsea,Andy Madley,17,FINISHED
2023-12-16_Manchester,ENG-Premier League,2324,2023-12-16 Manchester City-Crystal Palace,1,2023,22061,2023-12-16,88,78,Manchester City,Crystal Palace,CRY,MCI,2,2,2.41646,1.64977,True,True,https://understat.com/match/22061,Manchester,Paul Tierney,17,FINISHED
2023-12-16_Newcastle,ENG-Premier League,2324,2023-12-16 Newcastle United-Fulham,1,2023,22062,2023-12-16,86,228,Newcastle United,Fulham,FLH,NEW,3,0,4.27933,0.471042,True,True,https://understat.com/match/22062,Newcastle,Sam Barrott,17,FINISHED
2023-12-17_Arsenal,ENG-Premier League,2324,2023-12-17 Arsenal-Brighton,1,2023,22056,2023-12-17,83,220,Arsenal,Brighton,BRI,ARS,2,0,2.76976,0.663054,True,True,https://understat.com/match/22056,Arsenal,Tim Robinson,17,FINISHED
2023-12-17_Brentford,ENG-Premier League,2324,2023-12-17 Brentford-Aston Villa,1,2023,22057,2023-12-17,244,71,Brentford,Aston Villa,AVL,BRE,1,2,0.796812,1.4664,True,True,https://understat.com/match/22057,Brentford,David Coote,17,FINISHED
2023-12-17_Liverpool,ENG-Premier League,2324,2023-12-17 Liverpool-Manchester United,1,2023,22060,2023-12-17,87,89,Liverpool,Manchester United,MUN,LIV,0,0,1.97111,0.632715,True,True,https://understat.com/match/22060,Liverpool,Michael Oliver,17,FINISHED
2023-12-17_West,ENG-Premier League,2324,2023-12-17 West Ham-Wolverhampton Wanderers,1,2023,22064,2023-12-17,81,229,West Ham,Wolverhampton Wanderers,WOL,WHU,3,0,1.03828,0.556206,True,True,https://understat.com/match/22064,West,Chris Kavanagh,17,FINISHED
2023-12-21_Crystal,ENG-Premier League,2324,2023-12-21 Crystal Palace-Brighton,1,2023,22066,2023-12-21,78,220,Crystal Palace,Brighton,BRI,CRY,1,1,1.65409,1.33653,True,True,https://understat.com/match/22066,Crystal,John Brooks,18,FINISHED
2023-12-22_Aston,ENG-Premier League,2324,2023-12-22 Aston Villa-Sheffield United,1,2023,22065,2023-12-22,71,238,Aston Villa,Sheffield United,SHE,AVL,1,1,1.21861,0.646159,True,True,https://understat.com/match/22065,Aston,Anthony Taylor,18,FINISHED
2023-12-23_Fulham,ENG-Premier League,2324,2023-12-23 Fulham-Burnley,1,2023,22067,2023-12-23,228,92,Fulham,Burnley,BUR,FLH,0,2,1.38096,0.41714,True,True,https://understat.com/match/22067,Fulham,Rebecca Welch,18,FINISHED
2023-12-23_Liverpool,ENG-Premier League,2324,2023-12-23 Liverpool-Arsenal,1,2023,22068,2023-12-23,87,83,Liverpool,Arsenal,ARS,LIV,1,1,0.982901,0.851681,True,True,https://understat.com/match/22068,Liverpool,Chris Kavanagh,18,FINISHED
2023-12-23_Luton,ENG-Premier League,2324,2023-12-23 Luton-Newcastle United,1,2023,22069,2023-12-23,256,86,Luton,Newcastle United,NEW,LUT,1,0,1.81844,1.41488,True,True,https://understat.com/match/22069,Luton,Darren England,18,FINISHED
2023-12-23_Nottingham,ENG-Premier League,2324,2023-12-23 Nottingham Forest-Bournemouth,1,2023,22070,2023-12-23,249,73,Nottingham Forest,Bournemouth,BOU,NOT,2,3,0.791806,1.89067,True,True,https://understat.com/match/22070,Nottingham,Robert Jones,18,FINISHED
2023-12-23_Tottenham,ENG-Premier League,2324,2023-12-23 Tottenham-Everton,1,2023,22071,2023-12-23,82,72,Tottenham,Everton,EVE,TOT,2,1,1.57527,1.98385,True,True,https://understat.com/match/22071,Tottenham,Stuart Attwell,18,FINISHED
2023-12-23_West,ENG-Premier League,2324,2023-12-23 West Ham-Manchester United,1,2023,22072,2023-12-23,81,89,West Ham,Manchester United,MUN,WHU,2,0,1.51468,0.730496,True,True,https://understat.com/match/22072,West,Simon Hooper,18,FINISHED
2023-12-24_Wolverhampton,ENG-Premier League,2324,2023-12-24 Wolverhampton Wanderers-Chelsea,1,2023,22073,2023-12-24,229,80,Wolverhampton Wanderers,Chelsea,CHE,WOL,2,1,1.74626,1.75447,True,True,https://understat.com/match/22073,Wolverhampton,David Coote,18,FINISHED
2023-12-26_Bournemouth,ENG-Premier League,2324,2023-12-26 Bournemouth-Fulham,1,2023,22075,2023-12-26,73,228,Bournemouth,Fulham,FLH,BOU,3,0,2.07911,0.324365,True,True,https://understat.com/match/22075,Bournemouth,Tim Robinson,19,FINISHED
2023-12-26_Burnley,ENG-Premier League,2324,2023-12-26 Burnley-Liverpool,1,2023,22079,2023-12-26,92,87,Burnley,Liverpool,LIV,BUR,0,2,0.972389,1.68451,True,True,https://understat.com/match/22079,Burnley,Paul Tierney,19,FINISHED
2023-12-26_Manchester,ENG-Premier League,2324,2023-12-26 Manchester United-Aston Villa,1,2023,22082,2023-12-26,89,71,Manchester United,Aston Villa,AVL,MUN,3,2,1.20104,1.83637,True,True,https://understat.com/match/22082,Manchester,Craig Pawson,19,FINISHED
2023-12-26_Newcastle,ENG-Premier League,2324,2023-12-26 Newcastle United-Nottingham Forest,1,2023,22083,2023-12-26,86,249,Newcastle United,Nottingham Forest,NOT,NEW,1,3,2.79106,3.1074,True,True,https://understat.com/match/22083,Newcastle,Chris Kavanagh,19,FINISHED
2023-12-26_Sheffield,ENG-Premier League,2324,2023-12-26 Sheffield United-Luton,1,2023,22084,2023-12-26,238,256,Sheffield United,Luton,LUT,SHE,2,3,3.61788,0.715575,True,True,https://understat.com/match/22084,Sheffield,Samuel Allison,19,FINISHED
2023-12-27_Brentford,ENG-Premier League,2324,2023-12-27 Brentford-Wolverhampton Wanderers,1,2023,22077,2023-12-27,244,229,Brentford,Wolverhampton Wanderers,WOL,BRE,1,4,2.59347,1.89483,True,True,https://understat.com/match/22077,Brentford,Andy Madley,19,FINISHED
2023-12-27_Chelsea,ENG-Premier League,2324,2023-12-27 Chelsea-Crystal Palace,1,2023,22080,2023-12-27,80,78,Chelsea,Crystal Palace,CRY,CHE,2,1,2.73005,0.958077,True,True,https://understat.com/match/22080,Chelsea,Michael Salisbury,19,FINISHED
2023-12-27_Everton,ENG-Premier League,2324,2023-12-27 Everton-Manchester City,1,2023,22081,2023-12-27,72,88,Everton,Manchester City,MCI,EVE,1,3,1.23529,2.28321,True,True,https://understat.com/match/22081,Everton,John Brooks,19,FINISHED
2023-12-28_Arsenal,ENG-Premier League,2324,2023-12-28 Arsenal-West Ham,1,2023,22076,2023-12-28,83,81,Arsenal,West Ham,WHU,ARS,0,2,2.7884,1.59711,True,True,https://understat.com/match/22076,Arsenal,Michael Oliver,19,FINISHED
2023-12-28_Brighton,ENG-Premier League,2324,2023-12-28 Brighton-Tottenham,1,2023,22078,2023-12-28,220,82,Brighton,Tottenham,TOT,BRI,4,2,3.84702,2.06955,True,True,https://understat.com/match/22078,Brighton,Jarred Gillett,19,FINISHED
2023-12-30_Aston,ENG-Premier League,2324,2023-12-30 Aston Villa-Burnley,1,2023,22085,2023-12-30,71,92,Aston Villa,Burnley,BUR,AVL,3,2,2.92587,1.11923,True,True,https://understat.com/match/22085,Aston,Stuart Attwell,20,FINISHED
2023-12-30_Crystal,ENG-Premier League,2324,2023-12-30 Crystal Palace-Brentford,1,2023,22086,2023-12-30,78,244,Crystal Palace,Brentford,BRE,CRY,3,1,1.61057,1.28731,True,True,https://understat.com/match/22086,Crystal,Robert Jones,20,FINISHED
2023-12-30_Luton,ENG-Premier League,2324,2023-12-30 Luton-Chelsea,1,2023,22089,2023-12-30,256,80,Luton,Chelsea,CHE,LUT,2,3,2.64093,1.57463,True,True,https://understat.com/match/22089,Luton,Paul Tierney,20,FINISHED
2023-12-30_Manchester,ENG-Premier League,2324,2023-12-30 Manchester City-Sheffield United,1,2023,22090,2023-12-30,88,238,Manchester City,Sheffield United,SHE,MCI,2,0,2.24229,0.263211,True,True,https://understat.com/match/22090,Manchester,David Coote,20,FINISHED
2023-12-30_Nottingham,ENG-Premier League,2324,2023-12-30 Nottingham Forest-Manchester United,1,2023,22091,2023-12-30,249,89,Nottingham Forest,Manchester United,MUN,NOT,2,1,0.744348,0.651905,True,True,https://understat.com/match/22091,Nottingham,Tim Robinson,20,FINISHED
2023-12-30_Wolverhampton,ENG-Premier League,2324,2023-12-30 Wolverhampton Wanderers-Everton,1,2023,22094,2023-12-30,229,72,Wolverhampton Wanderers,Everton,EVE,WOL,3,0,2.64477,0.519641,True,True,https://understat.com/match/22094,Wolverhampton,Thomas Bramall,20,FINISHED
2023-12-31_Fulham,ENG-Premier League,2324,2023-12-31 Fulham-Arsenal,1,2023,22087,2023-12-31,228,83,Fulham,Arsenal,ARS,FLH,2,1,1.52829,1.6591,True,True,https://understat.com/match/22087,Fulham,Peter Bankes,20,FINISHED
2023-12-31_Tottenham,ENG-Premier League,2324,2023-12-31 Tottenham-Bournemouth,1,2023,22092,2023-12-31,82,73,Tottenham,Bournemouth,BOU,TOT,3,1,2.15027,1.58229,True,True,https://understat.com/match/22092,Tottenham,Simon Hooper,20,FINISHED
2024-01-01_Liverpool,ENG-Premier League,2324,2024-01-01 Liverpool-Newcastle United,1,2023,22088,2024-01-01,87,86,Liverpool,Newcastle United,NEW,LIV,4,2,6.67151,0.910974,True,True,https://understat.com/match/22088,Liverpool,Anthony Taylor,20,FINISHED
2024-01-02_West,ENG-Premier League,2324,2024-01-02 West Ham-Brighton,1,2023,22093,2024-01-02,81,220,West Ham,Brighton,BRI,WHU,0,0,0.9831,2.1552,True,True,https://understat.com/match/22093,West,Sam Barrott,20,FINISHED
2024-01-12_Burnley,ENG-Premier League,2324,2024-01-12 Burnley-Luton,1,2023,22096,2024-01-12,92,256,Burnley,Luton,LUT,BUR,1,1,1.52023,0.965167,True,True,https://understat.com/match/22096,Burnley,Tony Harrington,21,FINISHED
2024-01-13_Chelsea,ENG-Premier League,2324,2024-01-13 Chelsea-Fulham,1,2023,22097,2024-01-13,80,228,Chelsea,Fulham,FLH,CHE,1,0,2.0456,0.697847,True,True,https://understat.com/match/22097,Chelsea,Anthony Taylor,21,FINISHED
2024-01-13_Newcastle,ENG-Premier League,2324,2024-01-13 Newcastle United-Manchester City,1,2023,22100,2024-01-13,86,88,Newcastle United,Manchester City,MCI,NEW,2,3,1.23638,2.55452,True,True,https://understat.com/match/22100,Newcastle,Chris Kavanagh,21,FINISHED
2024-01-14_Everton,ENG-Premier League,2324,2024-01-14 Everton-Aston Villa,1,2023,22098,2024-01-14,72,71,Everton,Aston Villa,AVL,EVE,0,0,1.03664,1.3435,True,True,https://understat.com/match/22098,Everton,David Coote,21,FINISHED
2024-01-14_Manchester,ENG-Premier League,2324,2024-01-14 Manchester United-Tottenham,1,2023,22099,2024-01-14,89,82,Manchester United,Tottenham,TOT,MUN,2,2,0.923233,1.31224,True,True,https://understat.com/match/22099,Manchester,John Brooks,21,FINISHED
2024-01-20_Arsenal,ENG-Premier League,2324,2024-01-20 Arsenal-Crystal Palace,1,2023,22103,2024-01-20,83,78,Arsenal,Crystal Palace,CRY,ARS,5,0,3.52167,0.288083,True,True,https://understat.com/match/22103,Arsenal,Paul Tierney,21,FINISHED
