join_key,match_id,date,home_team,away_team,home_goals,away_goals,home_xg,away_xg,season,Match,home_team_shortened,referee,matchday
2024-04-24_Wolverhampton,22184,2024-04-24,Wolverhampton Wanderers,Bournemouth,0,1,0.484454,2.40311,2023,Wolverhampton Wanderers v Bournemouth,Wolverhampton,Stuart Attwell,29
2024-04-24_Crystal,22178,2024-04-24,Crystal Palace,Newcastle United,2,0,1.43661,0.55129,2023,Crystal Palace v Newcastle United,Crystal,Thomas Bramall,29
2024-04-24_Everton,22179,2024-04-24,Everton,Liverpool,2,0,1.89111,1.87155,2023,Everton v Liverpool,Everton,Andy Madley,29
2024-04-24_Manchester,22182,2024-04-24,Manchester United,Sheffield United,4,2,3.51311,1.20517,2023,Manchester United v Sheffield United,Manchester,Michael Salisbury,29
2024-04-25_Brighton,22176,2024-04-25,Brighton,Manchester City,0,4,0.572021,1.90507,2023,Brighton v Manchester City,Brighton,Jarred Gillett,29
2024-04-27_West,22243,2024-04-27,West Ham,Liverpool,2,2,0.794025,2.29298,2023,West Ham v Liverpool,West,Anthony Taylor,35
2024-04-27_Fulham,22238,2024-04-27,Fulham,Crystal Palace,1,1,1.39418,1.05387,2023,Fulham v Crystal Palace,Fulham,Stuart Attwell,35
2024-04-27_Manchester,22239,2024-04-27,Manchester United,Burnley,1,1,3.06197,1.89591,2023,Manchester United v Burnley,Manchester,John Brooks,35
2024-04-27_Newcastle,22240,2024-04-27,Newcastle United,Sheffield United,5,1,2.93477,1.82408,2023,Newcastle United v Sheffield United,Newcastle,Tony Harrington,35
2024-04-27_Wolverhampton,22244,2024-04-27,Wolverhampton Wanderers,Luton,2,1,1.49011,0.90435,2023,Wolverhampton Wanderers v Luton,Wolverhampton,David Coote,35
2024-04-27_Everton,22237,2024-04-27,Everton,Brentford,1,0,1.21399,0.956356,2023,Everton v Brentford,Everton,Darren England,35
2024-04-27_Aston,22236,2024-04-27,Aston Villa,Chelsea,2,2,0.612257,1.56401,2023,Aston Villa v Chelsea,Aston,Craig Pawson,35
2024-04-28_Bournemouth,22235,2024-04-28,Bournemouth,Brighton,3,0,2.48132,1.35682,2023,Bournemouth v Brighton,Bournemouth,Paul Tierney,35
2024-04-28_Tottenham,22241,2024-04-28,Tottenham,Arsenal,2,3,2.60458,1.51469,2023,Tottenham v Arsenal,Tottenham,Michael Oliver,35
2024-04-28_Nottingham,22242,2024-04-28,Nottingham Forest,Manchester City,0,2,2.17312,0.932063,2023,Nottingham Forest v Manchester City,Nottingham,Simon Hooper,35
2024-05-02_Chelsea,22149,2024-05-02,Chelsea,Tottenham,2,0,2.22432,1.27064,2023,Chelsea v Tottenham,Chelsea,Robert Jones,26
2024-05-03_Luton,22252,2024-05-03,Luton,Everton,1,1,0.950391,1.22959,2023,Luton v Everton,Luton,Tim Robinson,36
2024-05-04_Arsenal,22245,2024-05-04,Arsenal,Bournemouth,3,0,3.91372,0.4687,2023,Arsenal v Bournemouth,Arsenal,David Coote,36
2024-05-04_Brentford,22246,2024-05-04,Brentford,Fulham,0,0,0.809379,1.45579,2023,Brentford v Fulham,Brentford,Graham Scott,36
2024-05-04_Burnley,22248,2024-05-04,Burnley,Newcastle United,1,4,1.28632,4.25643,2023,Burnley v Newcastle United,Burnley,Anthony Taylor,36
2024-05-04_Sheffield,22254,2024-05-04,Sheffield United,Nottingham Forest,1,3,2.48986,1.93818,2023,Sheffield United v Nottingham Forest,Sheffield,Chris Kavanagh,36
2024-05-04_Manchester,22253,2024-05-04,Manchester City,Wolverhampton Wanderers,5,1,4.52542,0.396887,2023,Manchester City v Wolverhampton Wanderers,Manchester,Craig Pawson,36
2024-05-05_Brighton,22247,2024-05-05,Brighton,Aston Villa,1,0,2.63566,0.0644055,2023,Brighton v Aston Villa,Brighton,Robert Jones,36
2024-05-05_Chelsea,22249,2024-05-05,Chelsea,West Ham,5,0,4.21838,0.893899,2023,Chelsea v West Ham,Chelsea,Bobby Madley,36
2024-05-05_Liverpool,22251,2024-05-05,Liverpool,Tottenham,4,2,3.26222,1.17205,2023,Liverpool v Tottenham,Liverpool,Paul Tierney,36
2024-05-06_Crystal,22250,2024-05-06,Crystal Palace,Manchester United,4,0,2.0656,0.341417,2023,Crystal Palace v Manchester United,Crystal,Jarred Gillett,36
2024-05-11_Fulham,22258,2024-05-11,Fulham,Manchester City,0,4,0.0886245,3.15218,2023,Fulham v Manchester City,Fulham,Anthony Taylor,37
2024-05-11_Bournemouth,22255,2024-05-11,Bournemouth,Brentford,1,2,1.07237,1.92722,2023,Bournemouth v Brentford,Bournemouth,Matt Donohue,37
2024-05-11_Everton,22257,2024-05-11,Everton,Sheffield United,1,0,1.82411,0.465523,2023,Everton v Sheffield United,Everton,Stuart Attwell,37
2024-05-11_Newcastle,22260,2024-05-11,Newcastle United,Brighton,1,1,2.45163,1.91556,2023,Newcastle United v Brighton,Newcastle,Darren England,37
2024-05-11_Tottenham,22262,2024-05-11,Tottenham,Burnley,2,1,3.00238,0.950331,2023,Tottenham v Burnley,Tottenham,Jarred Gillett,37
2024-05-11_West,22263,2024-05-11,West Ham,Luton,3,1,3.71009,0.640456,2023,West Ham v Luton,West,Michael Oliver,37
2024-05-11_Wolverhampton,22264,2024-05-11,Wolverhampton Wanderers,Crystal Palace,1,3,1.1561,2.51452,2023,Wolverhampton Wanderers v Crystal Palace,Wolverhampton,Thomas Bramall,37
2024-05-11_Nottingham,22261,2024-05-11,Nottingham Forest,Chelsea,2,3,2.44569,2.41068,2023,Nottingham Forest v Chelsea,Nottingham,Tony Harrington,37
2024-05-12_Manchester,22259,2024-05-12,Manchester United,Arsenal,0,1,0.551669,1.73104,2023,Manchester United v Arsenal,Manchester,Paul Tierney,37
2024-05-13_Aston,22256,2024-05-13,Aston Villa,Liverpool,3,3,2.71655,1.89968,2023,Aston Villa v Liverpool,Aston,Simon Hooper,37
2024-05-14_Tottenham,22233,2024-05-14,Tottenham,Manchester City,0,2,1.84285,2.70331,2023,Tottenham v Manchester City,Tottenham,Chris Kavanagh,34
2024-05-15_Brighton,22226,2024-05-15,Brighton,Chelsea,1,2,1.32423,1.544,2023,Brighton v Chelsea,Brighton,Michael Salisbury,34
2024-05-15_Manchester,22231,2024-05-15,Manchester United,Newcastle United,3,2,1.49706,2.27657,2023,Manchester United v Newcastle United,Manchester,Robert Jones,34
2024-05-19_Arsenal,22265,2024-05-19,Arsenal,Everton,2,1,3.2117,0.664904,2023,Arsenal v Everton,Arsenal,Michael Oliver,38
2024-05-19_Brentford,22266,2024-05-19,Brentford,Newcastle United,2,4,1.70157,3.65044,2023,Brentford v Newcastle United,Brentford,Simon Hooper,38
2024-05-19_Brighton,22267,2024-05-19,Brighton,Manchester United,0,2,1.9717,1.00404,2023,Brighton v Manchester United,Brighton,Craig Pawson,38
2024-05-19_Burnley,22268,2024-05-19,Burnley,Nottingham Forest,1,2,1.08222,1.57962,2023,Burnley v Nottingham Forest,Burnley,Graham Scott,38
2024-05-19_Chelsea,22269,2024-05-19,Chelsea,Bournemouth,2,1,1.59771,2.002,2023,Chelsea v Bournemouth,Chelsea,Anthony Taylor,38
2024-05-19_Crystal,22270,2024-05-19,Crystal Palace,Aston Villa,5,0,2.23189,0.598846,2023,Crystal Palace v Aston Villa,Crystal,Darren Bond,38
2024-05-19_Liverpool,22271,2024-05-19,Liverpool,Wolverhampton Wanderers,2,0,5.65937,0.731254,2023,Liverpool v Wolverhampton Wanderers,Liverpool,Chris Kavanagh,38
2024-05-19_Luton,22272,2024-05-19,Luton,Fulham,2,4,2.06743,1.11598,2023,Luton v Fulham,Luton,Matt Donohue,38
2024-05-19_Manchester,22273,2024-05-19,Manchester City,West Ham,3,1,2.31504,0.240159,2023,Manchester City v West Ham,Manchester,John Brooks,38
2024-05-19_Sheffield,22274,2024-05-19,Sheffield United,Tottenham,0,3,0.697312,3.19675,2023,Sheffield United v Tottenham,Sheffield,Bobby Madley,38
