match_id,date,home_team,home_id,away_team,away_id,home_goals,away_goals,home_xg,away_xg,season
21931,2023-09-02 16:30:00,Brighton,220,Newcastle United,86,3,1,1.32258,0.90476,2023
21932,2023-09-03 13:00:00,Crystal Palace,78,Wolverhampton Wanderers,229,3,2,2.32935,1.13911,2023
21933,2023-09-03 13:00:00,Liverpool,87,Aston Villa,71,3,0,2.73138,0.615503,2023
21934,2023-09-03 15:30:00,Arsenal,83,Manchester United,89,3,1,1.90973,0.966109,2023
21935,2023-09-16 11:30:00,Wolverhampton Wanderers,229,Liverpool,87,1,3,0.538833,2.82701,2023
21936,2023-09-16 14:00:00,Tottenham,82,Sheffield United,238,2,1,2.15909,0.790655,2023
21937,2023-09-16 14:00:00,West Ham,81,Manchester City,88,1,3,0.895632,4.15046,2023
21938,2023-09-16 14:00:00,Aston Villa,71,Crystal Palace,78,3,1,2.31518,1.11696,2023
21939,2023-09-16 14:00:00,Fulham,228,Luton,256,1,0,1.75704,1.45705,2023
21940,2023-09-16 14:00:00,Manchester United,89,Brighton,220,1,3,0.719951,1.93908,2023
21943,2023-09-16 16:30:00,Newcastle United,86,Brentford,244,1,0,1.50126,0.633678,2023
21942,2023-09-17 13:00:00,Bournemouth,73,Chelsea,80,0,0,1.32515,1.39677,2023
21941,2023-09-17 15:30:00,Everton,72,Arsenal,83,0,1,0.28317,0.802605,2023
21944,2023-09-18 18:45:00,Nottingham Forest,249,Burnley,92,1,1,0.705795,0.807651,2023
21945,2023-09-23 14:00:00,Luton,256,Wolverhampton Wanderers,229,1,1,2.24101,0.762984,2023
21946,2023-09-23 14:00:00,Manchester City,88,Nottingham Forest,249,2,0,1.33984,0.729109,2023
21948,2023-09-23 14:00:00,Crystal Palace,78,Fulham,228,0,0,0.37236,0.542678,2023
21949,2023-09-23 16:30:00,Brentford,244,Everton,72,1,3,1.57402,2.51497,2023
21950,2023-09-23 19:00:00,Burnley,92,Manchester United,89,0,1,0.935444,0.840273,2023
21947,2023-09-24 13:00:00,Chelsea,80,Aston Villa,71,0,1,1.19716,1.13479,2023
21951,2023-09-24 13:00:00,Brighton,220,Bournemouth,73,3,1,2.14533,1.58984,2023
21952,2023-09-24 13:00:00,Arsenal,83,Tottenham,82,2,2,2.3429,2.21166,2023
21953,2023-09-24 13:00:00,Liverpool,87,West Ham,81,3,1,4.14262,1.53878,2023
21954,2023-09-24 15:30:00,Sheffield United,238,Newcastle United,86,0,8,0.579392,5.1082,2023
21955,2023-09-30 11:30:00,Aston Villa,71,Brighton,220,6,1,1.90746,1.72819,2023
21956,2023-09-30 14:00:00,Everton,72,Luton,256,1,2,3.65377,1.5102,2023
21957,2023-09-30 14:00:00,Manchester United,89,Crystal Palace,78,0,1,1.55408,1.19015,2023
21958,2023-09-30 14:00:00,Newcastle United,86,Burnley,92,2,0,3.08516,0.801849,2023
21959,2023-09-30 14:00:00,Bournemouth,73,Arsenal,83,0,4,0.644443,4.0742,2023
21960,2023-09-30 14:00:00,West Ham,81,Sheffield United,238,2,0,3.19753,0.911997,2023
21961,2023-09-30 14:00:00,Wolverhampton Wanderers,229,Manchester City,88,2,1,0.673985,0.98075,2023
21962,2023-09-30 16:30:00,Tottenham,82,Liverpool,87,2,1,2.18823,1.12299,2023
21963,2023-10-01 13:00:00,Nottingham Forest,249,Brentford,244,1,1,0.800317,1.75862,2023
21964,2023-10-02 19:00:00,Fulham,228,Chelsea,80,0,2,0.889383,1.98461,2023
22289,2023-10-03 18:30:00,Luton,256,Burnley,92,1,2,1.53058,0.920206,2023
21971,2023-10-07 11:30:00,Luton,256,Tottenham,82,0,1,0.848118,2.37947,2023
21967,2023-10-07 14:00:00,Burnley,92,Chelsea,80,1,4,0.956642,1.97566,2023
21969,2023-10-07 14:00:00,Everton,72,Bournemouth,73,3,0,3.16482,0.981732,2023
21970,2023-10-07 14:00:00,Fulham,228,Sheffield United,238,3,1,2.26612,0.251809,2023
21972,2023-10-07 14:00:00,Manchester United,89,Brentford,244,2,1,1.29356,1.02509,2023
21968,2023-10-07 16:30:00,Crystal Palace,78,Nottingham Forest,249,0,0,0.982452,1.22105,2023
21966,2023-10-08 13:00:00,Brighton,220,Liverpool,87,2,2,2.23187,2.51029,2023
21973,2023-10-08 13:00:00,West Ham,81,Newcastle United,86,2,2,0.931345,1.97865,2023
21974,2023-10-08 13:00:00,Wolverhampton Wanderers,229,Aston Villa,71,1,1,1.76232,1.81618,2023
21965,2023-10-08 15:30:00,Arsenal,83,Manchester City,88,1,0,0.386558,0.858071,2023
21979,2023-10-21 11:30:00,Liverpool,87,Everton,72,2,0,2.28568,0.0937725,2023
21975,2023-10-21 14:00:00,Bournemouth,73,Wolverhampton Wanderers,229,1,2,1.01839,2.30454,2023
21977,2023-10-21 14:00:00,Brentford,244,Burnley,92,3,0,3.15685,0.693129,2023
21980,2023-10-21 14:00:00,Manchester City,88,Brighton,220,2,1,0.962509,0.963733,2023
21981,2023-10-21 14:00:00,Newcastle United,86,Crystal Palace,78,4,0,3.73336,1.08795,2023
21982,2023-10-21 14:00:00,Nottingham Forest,249,Luton,256,2,2,3.27549,1.49555,2023
21978,2023-10-21 16:30:00,Chelsea,80,Arsenal,83,2,2,1.71838,1.05791,2023
21983,2023-10-21 19:00:00,Sheffield United,238,Manchester United,89,1,2,1.41074,1.46187,2023
21976,2023-10-22 15:30:00,Aston Villa,71,West Ham,81,4,1,2.34143,0.659622,2023
21984,2023-10-23 19:00:00,Tottenham,82,Fulham,228,2,0,1.63523,0.745838,2023
21990,2023-10-27 19:00:00,Crystal Palace,78,Tottenham,82,1,2,0.561834,0.989103,2023
21989,2023-10-28 11:30:00,Chelsea,80,Brentford,244,0,2,1.71801,2.48137,2023
21985,2023-10-28 14:00:00,Bournemouth,73,Burnley,92,2,1,1.10052,0.90255,2023
21986,2023-10-28 14:00:00,Arsenal,83,Sheffield United,238,5,0,3.03496,0.0281554,2023
21994,2023-10-28 16:30:00,Wolverhampton Wanderers,229,Newcastle United,86,2,2,0.863393,2.31987,2023
21993,2023-10-29 13:00:00,West Ham,81,Everton,72,0,1,0.618578,0.733813,2023
21987,2023-10-29 14:00:00,Aston Villa,71,Luton,256,3,1,3.07654,0.453117,2023
21988,2023-10-29 14:00:00,Brighton,220,Fulham,228,1,1,1.31996,0.552523,2023
21991,2023-10-29 14:00:00,Liverpool,87,Nottingham Forest,249,3,0,2.70428,0.642014,2023
21992,2023-10-29 15:30:00,Manchester United,89,Manchester City,88,0,3,0.714628,4.54595,2023
21998,2023-11-04 12:30:00,Fulham,228,Manchester United,89,0,1,1.18241,0.697095,2023
21995,2023-11-04 15:00:00,Brentford,244,West Ham,81,3,2,1.82944,1.75505,2023
21996,2023-11-04 15:00:00,Burnley,92,Crystal Palace,78,0,2,1.4998,1.43653,2023
21997,2023-11-04 15:00:00,Everton,72,Brighton,220,1,1,0.617607,0.442489,2023
22000,2023-11-04 15:00:00,Manchester City,88,Bournemouth,73,6,1,2.39949,0.643127,2023
22003,2023-11-04 15:00:00,Sheffield United,238,Wolverhampton Wanderers,229,2,1,1.10165,1.14803,2023
22001,2023-11-04 17:30:00,Newcastle United,86,Arsenal,83,1,0,1.12355,0.535473,2023
22002,2023-11-05 14:00:00,Nottingham Forest,249,Aston Villa,71,2,0,0.592447,1.33116,2023
21999,2023-11-05 16:30:00,Luton,256,Liverpool,87,1,1,1.3411,3.03925,2023
22004,2023-11-06 20:00:00,Tottenham,82,Chelsea,80,1,4,0.959108,4.05865,2023
22014,2023-11-11 12:30:00,Wolverhampton Wanderers,229,Tottenham,82,2,1,1.90884,0.432315,2023
22006,2023-11-11 15:00:00,Arsenal,83,Burnley,92,3,1,2.63194,0.327706,2023
22010,2023-11-11 15:00:00,Crystal Palace,78,Everton,72,2,3,1.89194,1.7904,2023
22012,2023-11-11 15:00:00,Manchester United,89,Luton,256,1,0,2.74105,0.408265,2023
22005,2023-11-11 17:30:00,Bournemouth,73,Newcastle United,86,2,0,2.78424,0.306141,2023
22007,2023-11-12 14:00:00,Aston Villa,71,Fulham,228,3,1,2.86039,0.648745,2023
22008,2023-11-12 14:00:00,Brighton,220,Sheffield United,238,1,1,1.08601,0.84434,2023
22011,2023-11-12 14:00:00,Liverpool,87,Brentford,244,3,0,1.56004,1.44954,2023
22013,2023-11-12 14:00:00,West Ham,81,Nottingham Forest,249,3,2,2.06402,1.42128,2023
22009,2023-11-12 16:30:00,Chelsea,80,Manchester City,88,4,4,3.47238,3.19324,2023
22020,2023-11-25 12:30:00,Manchester City,88,Liverpool,87,1,1,1.79622,0.766278,2023
22016,2023-11-25 15:00:00,Burnley,92,West Ham,81,1,2,1.44228,1.36963,2023
22019,2023-11-25 15:00:00,Luton,256,Crystal Palace,78,2,1,0.996153,1.83546,2023
22021,2023-11-25 15:00:00,Newcastle United,86,Chelsea,80,4,1,2.15227,0.968061,2023
22022,2023-11-25 15:00:00,Nottingham Forest,249,Brighton,220,2,3,2.22655,1.21792,2023
22023,2023-11-25 15:00:00,Sheffield United,238,Bournemouth,73,1,3,0.816227,3.13975,2023
22015,2023-11-25 17:30:00,Brentford,244,Arsenal,83,0,1,1.66315,1.82699,2023
22024,2023-11-26 14:00:00,Tottenham,82,Aston Villa,71,1,2,2.22542,2.39755,2023
22017,2023-11-26 16:30:00,Everton,72,Manchester United,89,0,3,2.49764,2.07334,2023
22018,2023-11-27 20:00:00,Fulham,228,Wolverhampton Wanderers,229,3,2,2.49057,1.57875,2023
22026,2023-12-02 15:00:00,Arsenal,83,Wolverhampton Wanderers,229,2,1,3.30368,1.07886,2023
22027,2023-12-02 15:00:00,Brentford,244,Luton,256,3,1,3.25952,0.227176,2023
22028,2023-12-02 15:00:00,Burnley,92,Sheffield United,238,5,0,2.60469,0.618131,2023
22033,2023-12-02 17:30:00,Nottingham Forest,249,Everton,72,0,1,0.673085,0.623789,2023
22032,2023-12-02 20:00:00,Newcastle United,86,Manchester United,89,1,0,2.90191,0.422674,2023
22025,2023-12-03 14:00:00,Bournemouth,73,Aston Villa,71,2,2,2.54937,0.89511,2023
22029,2023-12-03 14:00:00,Chelsea,80,Brighton,220,3,2,1.66304,0.855058,2023
22030,2023-12-03 14:00:00,Liverpool,87,Fulham,228,4,3,2.72831,1.51005,2023
22034,2023-12-03 14:00:00,West Ham,81,Crystal Palace,78,1,1,1.1466,0.987682,2023
22031,2023-12-03 16:30:00,Manchester City,88,Tottenham,82,3,3,2.90729,0.433077,2023
22042,2023-12-05 19:30:00,Wolverhampton Wanderers,229,Burnley,92,1,0,1.11886,0.781542,2023
22039,2023-12-05 20:15:00,Luton,256,Arsenal,83,3,4,0.526254,2.58815,2023
22036,2023-12-06 19:30:00,Brighton,220,Brentford,244,2,1,1.54099,1.22007,2023
22038,2023-12-06 19:30:00,Fulham,228,Nottingham Forest,249,5,0,3.09427,0.218659,2023
22040,2023-12-06 19:30:00,Sheffield United,238,Liverpool,87,0,2,0.834172,1.80116,2023
22043,2023-12-06 19:30:00,Crystal Palace,78,Bournemouth,73,0,2,1.26441,1.79997,2023
22035,2023-12-06 20:15:00,Aston Villa,71,Manchester City,88,1,0,2.1922,1.00198,2023
22044,2023-12-06 20:15:00,Manchester United,89,Chelsea,80,2,1,4.03949,2.3512,2023
22037,2023-12-07 19:30:00,Everton,72,Newcastle United,86,3,0,2.95393,1.29564,2023
22041,2023-12-07 20:15:00,Tottenham,82,West Ham,81,1,2,1.61268,1.7409,2023
22047,2023-12-09 12:30:00,Crystal Palace,78,Liverpool,87,1,2,1.79152,1.3708,2023
22046,2023-12-09 15:00:00,Brighton,220,Burnley,92,1,1,2.96247,1.05162,2023
22051,2023-12-09 15:00:00,Manchester United,89,Bournemouth,73,0,3,1.11296,1.9742,2023
22052,2023-12-09 15:00:00,Sheffield United,238,Brentford,244,1,0,0.841976,0.644638,2023
22054,2023-12-09 15:00:00,Wolverhampton Wanderers,229,Nottingham Forest,249,1,1,1.02199,1.21801,2023
22045,2023-12-09 17:30:00,Aston Villa,71,Arsenal,83,1,0,0.628499,1.71667,2023
22048,2023-12-10 14:00:00,Everton,72,Chelsea,80,2,0,1.11437,0.885512,2023
22049,2023-12-10 14:00:00,Fulham,228,West Ham,81,5,0,2.1884,0.983,2023
22050,2023-12-10 14:00:00,Luton,256,Manchester City,88,1,2,0.689037,2.23353,2023
22053,2023-12-10 16:30:00,Tottenham,82,Newcastle United,86,4,1,4.40118,1.61368,2023
22063,2023-12-15 20:00:00,Nottingham Forest,249,Tottenham,82,0,2,1.70569,1.60738,2023
22059,2023-12-16 15:00:00,Chelsea,80,Sheffield United,238,2,0,3.27322,0.44014,2023
22061,2023-12-16 15:00:00,Manchester City,88,Crystal Palace,78,2,2,2.41646,1.64977,2023
22062,2023-12-16 15:00:00,Newcastle United,86,Fulham,228,3,0,4.27933,0.471042,2023
22058,2023-12-16 17:30:00,Burnley,92,Everton,72,0,2,0.811435,2.22305,2023
22056,2023-12-17 14:00:00,Arsenal,83,Brighton,220,2,0,2.76976,0.663054,2023
22057,2023-12-17 14:00:00,Brentford,244,Aston Villa,71,1,2,0.796812,1.4664,2023
22064,2023-12-17 14:00:00,West Ham,81,Wolverhampton Wanderers,229,3,0,1.03828,0.556206,2023
22060,2023-12-17 16:30:00,Liverpool,87,Manchester United,89,0,0,1.97111,0.632715,2023
22066,2023-12-21 20:00:00,Crystal Palace,78,Brighton,220,1,1,1.65409,1.33653,2023
22065,2023-12-22 20:00:00,Aston Villa,71,Sheffield United,238,1,1,1.21861,0.646159,2023
22072,2023-12-23 12:30:00,West Ham,81,Manchester United,89,2,0,1.51468,0.730496,2023
22067,2023-12-23 15:00:00,Fulham,228,Burnley,92,0,2,1.38096,0.41714,2023
22069,2023-12-23 15:00:00,Luton,256,Newcastle United,86,1,0,1.81844,1.41488,2023
22070,2023-12-23 15:00:00,Nottingham Forest,249,Bournemouth,73,2,3,0.791806,1.89067,2023
22071,2023-12-23 15:00:00,Tottenham,82,Everton,72,2,1,1.57527,1.98385,2023
22068,2023-12-23 17:30:00,Liverpool,87,Arsenal,83,1,1,0.982901,0.851681,2023
22073,2023-12-24 13:00:00,Wolverhampton Wanderers,229,Chelsea,80,2,1,1.74626,1.75447,2023
22083,2023-12-26 12:30:00,Newcastle United,86,Nottingham Forest,249,1,3,2.79106,3.1074,2023
22075,2023-12-26 15:00:00,Bournemouth,73,Fulham,228,3,0,2.07911,0.324365,2023
22084,2023-12-26 15:00:00,Sheffield United,238,Luton,256,2,3,3.61788,0.715575,2023
22079,2023-12-26 17:30:00,Burnley,92,Liverpool,87,0,2,0.972389,1.68451,2023
22082,2023-12-26 20:00:00,Manchester United,89,Aston Villa,71,3,2,1.20104,1.83637,2023
22077,2023-12-27 19:30:00,Brentford,244,Wolverhampton Wanderers,229,1,4,2.59347,1.89483,2023
22080,2023-12-27 19:30:00,Chelsea,80,Crystal Palace,78,2,1,2.73005,0.958077,2023
22081,2023-12-27 20:15:00,Everton,72,Manchester City,88,1,3,1.23529,2.28321,2023
22078,2023-12-28 19:30:00,Brighton,220,Tottenham,82,4,2,3.84702,2.06955,2023
22076,2023-12-28 20:15:00,Arsenal,83,West Ham,81,0,2,2.7884,1.59711,2023
22089,2023-12-30 12:30:00,Luton,256,Chelsea,80,2,3,2.64093,1.57463,2023
22085,2023-12-30 15:00:00,Aston Villa,71,Burnley,92,3,2,2.92587,1.11923,2023
22086,2023-12-30 15:00:00,Crystal Palace,78,Brentford,244,3,1,1.61057,1.28731,2023
22090,2023-12-30 15:00:00,Manchester City,88,Sheffield United,238,2,0,2.24229,0.263211,2023
22094,2023-12-30 15:00:00,Wolverhampton Wanderers,229,Everton,72,3,0,2.64477,0.519641,2023
22091,2023-12-30 17:30:00,Nottingham Forest,249,Manchester United,89,2,1,0.744348,0.651905,2023
22087,2023-12-31 14:00:00,Fulham,228,Arsenal,83,2,1,1.52829,1.6591,2023
22092,2023-12-31 14:00:00,Tottenham,82,Bournemouth,73,3,1,2.15027,1.58229,2023
22088,2024-01-01 19:00:00,Liverpool,87,Newcastle United,86,4,2,6.67151,0.910974,2023
22093,2024-01-02 18:30:00,West Ham,81,Brighton,220,0,0,0.9831,2.1552,2023
22096,2024-01-12 19:45:00,Burnley,92,Luton,256,1,1,1.52023,0.965167,2023
22097,2024-01-13 12:30:00,Chelsea,80,Fulham,228,1,0,2.0456,0.697847,2023
22100,2024-01-13 17:30:00,Newcastle United,86,Manchester City,88,2,3,1.23638,2.55452,2023
22098,2024-01-14 14:00:00,Everton,72,Aston Villa,71,0,0,1.03664,1.3435,2023
22099,2024-01-14 16:30:00,Manchester United,89,Tottenham,82,2,2,0.923233,1.31224,2023
22103,2024-01-20 12:30:00,Arsenal,83,Crystal Palace,78,5,0,3.52167,0.288083,2023
22104,2024-01-20 17:30:00,Brentford,244,Nottingham Forest,249,3,2,1.94219,1.22251,2023
22101,2024-01-21 14:00:00,Sheffield United,238,West Ham,81,2,2,2.61362,2.4241,2023
22102,2024-01-21 16:30:00,Bournemouth,73,Liverpool,87,0,4,0.834585,1.53344,2023
22095,2024-01-22 19:45:00,Brighton,220,Wolverhampton Wanderers,229,0,0,1.3701,1.14116,2023
22108,2024-01-30 19:30:00,Nottingham Forest,249,Arsenal,83,1,2,0.631618,1.39143,2023
22106,2024-01-30 19:45:00,Fulham,228,Everton,72,0,0,2.37499,2.83317,2023
22107,2024-01-30 19:45:00,Luton,256,Brighton,220,4,0,3.63312,1.01366,2023
22112,2024-01-30 20:00:00,Crystal Palace,78,Sheffield United,238,3,2,1.1601,0.768467,2023
22105,2024-01-30 20:15:00,Aston Villa,71,Newcastle United,86,1,3,1.44485,3.3224,2023
22109,2024-01-31 19:30:00,Tottenham,82,Brentford,244,3,2,3.36194,1.59637,2023
22114,2024-01-31 19:30:00,Manchester City,88,Burnley,92,3,1,1.84756,1.49114,2023
22113,2024-01-31 20:15:00,Liverpool,87,Chelsea,80,4,1,3.6627,0.477972,2023
22110,2024-02-01 19:30:00,West Ham,81,Bournemouth,73,1,1,1.3128,1.13487,2023
22111,2024-02-01 20:15:00,Wolverhampton Wanderers,229,Manchester United,89,3,4,2.27609,3.22698,2023
22121,2024-02-03 12:30:00,Everton,72,Tottenham,82,2,2,3.25881,0.922371,2023
22118,2024-02-03 15:00:00,Brighton,220,Crystal Palace,78,4,1,1.92591,0.241137,2023
22119,2024-02-03 15:00:00,Burnley,92,Fulham,228,2,2,1.00428,1.28806,2023
22123,2024-02-03 15:00:00,Newcastle United,86,Luton,256,4,4,2.37353,2.67463,2023
22124,2024-02-03 17:30:00,Sheffield United,238,Aston Villa,71,0,5,1.52784,2.99015,2023
22115,2024-02-04 14:00:00,Bournemouth,73,Nottingham Forest,249,1,1,1.1895,0.456548,2023
22120,2024-02-04 14:00:00,Chelsea,80,Wolverhampton Wanderers,229,2,4,2.35967,2.48996,2023
22122,2024-02-04 14:00:00,Manchester United,89,West Ham,81,3,0,0.96721,1.1807,2023
22116,2024-02-04 16:30:00,Arsenal,83,Liverpool,87,3,1,2.8526,0.542052,2023
22117,2024-02-05 20:00:00,Brentford,244,Manchester City,88,1,3,0.865741,2.10785,2023
22130,2024-02-10 12:30:00,Manchester City,88,Everton,72,2,0,1.58971,0.192072,2023
22127,2024-02-10 15:00:00,Fulham,228,Bournemouth,73,3,1,1.7456,2.60612,2023
22128,2024-02-10 15:00:00,Liverpool,87,Burnley,92,3,1,3.14734,1.11123,2023
22129,2024-02-10 15:00:00,Luton,256,Sheffield United,238,1,3,1.76215,1.98283,2023
22132,2024-02-10 15:00:00,Tottenham,82,Brighton,220,2,1,2.10928,1.49285,2023
22134,2024-02-10 15:00:00,Wolverhampton Wanderers,229,Brentford,244,0,2,1.05781,1.84908,2023
22131,2024-02-10 17:30:00,Nottingham Forest,249,Newcastle United,86,2,3,0.968075,0.511375,2023
22133,2024-02-11 14:00:00,West Ham,81,Arsenal,83,0,6,0.191065,3.99893,2023
22125,2024-02-11 16:30:00,Aston Villa,71,Manchester United,89,1,2,2.64675,2.44591,2023
22126,2024-02-12 20:00:00,Crystal Palace,78,Chelsea,80,1,3,0.719516,1.26948,2023
22135,2024-02-17 12:30:00,Brentford,244,Liverpool,87,1,4,1.69518,3.08952,2023
22136,2024-02-17 15:00:00,Burnley,92,Arsenal,83,0,5,0.335143,2.20575,2023
22138,2024-02-17 15:00:00,Fulham,228,Aston Villa,71,1,2,1.41796,1.57297,2023
22141,2024-02-17 15:00:00,Newcastle United,86,Bournemouth,73,2,2,2.38425,2.08098,2023
22142,2024-02-17 15:00:00,Nottingham Forest,249,West Ham,81,2,0,2.66942,0.520016,2023
22144,2024-02-17 15:00:00,Tottenham,82,Wolverhampton Wanderers,229,1,2,1.59768,1.77591,2023
22140,2024-02-17 17:30:00,Manchester City,88,Chelsea,80,1,1,2.77713,1.82903,2023
22143,2024-02-18 14:00:00,Sheffield United,238,Brighton,220,0,5,0.586214,3.35549,2023
22139,2024-02-18 16:30:00,Luton,256,Manchester United,89,1,2,1.57234,3.58973,2023
22137,2024-02-19 20:00:00,Everton,72,Crystal Palace,78,1,1,2.44588,0.734685,2023
22074,2024-02-20 18:30:00,Manchester City,88,Brentford,244,1,0,2.53766,0.503799,2023
22151,2024-02-21 15:00:00,Liverpool,87,Luton,256,4,1,3.70302,0.956512,2023
22147,2024-02-24 15:00:00,Aston Villa,71,Nottingham Forest,249,4,2,3.48861,2.25569,2023
22148,2024-02-24 15:00:00,Brighton,220,Everton,72,1,1,1.6538,0.286655,2023
22150,2024-02-24 15:00:00,Crystal Palace,78,Burnley,92,3,0,2.41612,0.0760216,2023
22152,2024-02-24 15:00:00,Manchester United,89,Fulham,228,1,2,1.96036,1.1385,2023
22145,2024-02-24 17:30:00,Bournemouth,73,Manchester City,88,0,1,0.925889,1.79636,2023
22146,2024-02-24 20:00:00,Arsenal,83,Newcastle United,86,4,1,2.59336,0.217373,2023
22154,2024-02-25 13:30:00,Wolverhampton Wanderers,229,Sheffield United,238,1,0,1.21618,0.654342,2023
22153,2024-02-26 20:00:00,West Ham,81,Brentford,244,4,2,2.06873,1.33683,2023
22155,2024-03-02 15:00:00,Brentford,244,Chelsea,80,2,2,2.4732,2.1523,2023
22157,2024-03-02 15:00:00,Everton,72,West Ham,81,1,3,3.12075,2.17948,2023
22158,2024-03-02 15:00:00,Fulham,228,Brighton,220,3,0,1.37604,1.15198,2023
22161,2024-03-02 15:00:00,Newcastle United,86,Wolverhampton Wanderers,229,3,0,3.33495,0.507769,2023
22162,2024-03-02 15:00:00,Nottingham Forest,249,Liverpool,87,0,1,0.971466,1.32259,2023
22164,2024-03-02 15:00:00,Tottenham,82,Crystal Palace,78,3,1,2.6625,0.277887,2023
22159,2024-03-02 17:30:00,Luton,256,Aston Villa,71,2,3,2.43312,2.08586,2023
22156,2024-03-03 13:00:00,Burnley,92,Bournemouth,73,0,2,1.60461,1.43616,2023
22160,2024-03-03 15:30:00,Manchester City,88,Manchester United,89,3,1,2.64173,0.153764,2023
22163,2024-03-04 20:00:00,Sheffield United,238,Arsenal,83,0,6,0.201374,2.47294,2023
22172,2024-03-09 12:30:00,Manchester United,89,Everton,72,2,0,2.9016,1.8214,2023
22165,2024-03-09 15:00:00,Bournemouth,73,Sheffield United,238,2,2,3.92657,1.91752,2023
22170,2024-03-09 15:00:00,Crystal Palace,78,Luton,256,1,1,3.25103,1.08531,2023
22174,2024-03-09 15:00:00,Wolverhampton Wanderers,229,Fulham,228,2,1,1.29589,2.94155,2023
22166,2024-03-09 17:30:00,Arsenal,83,Brentford,244,2,1,1.59369,0.733239,2023
22167,2024-03-10 13:00:00,Aston Villa,71,Tottenham,82,0,4,1.23267,2.25381,2023
22168,2024-03-10 14:00:00,Brighton,220,Nottingham Forest,249,1,0,0.534518,0.687034,2023
22173,2024-03-10 14:00:00,West Ham,81,Burnley,92,2,2,1.87414,0.88131,2023
22171,2024-03-10 15:45:00,Liverpool,87,Manchester City,88,1,1,2.25492,1.37289,2023
22169,2024-03-11 20:00:00,Chelsea,80,Newcastle United,86,3,2,1.78315,0.568435,2023
25861,2024-03-13 19:30:00,Bournemouth,73,Luton,256,4,3,2.84403,2.79419,2023
