match_id,player,player_id,team,home_away,minute,result,xG,X,Y,shot_type,situation,last_action,date,home_team,away_team,season
22276,Morgan Gibbs-White,6857,Nottingham Forest,away,82,MissedShots,0.08266659080982208,0.835,0.6409999847412109,RightFoot,OpenPlay,Pass,2023-08-12 11:30:00,Arsenal,Nottingham Forest,2023
22276,Cheikhou Kouyaté,532,Nottingham Forest,away,94,MissedShots,0.01924874819815159,0.7669999694824219,0.475,RightFoot,SetPiece,None,2023-08-12 11:30:00,Arsenal,Nottingham Forest,2023
22277,David Brooks,6820,Bournemouth,home,11,MissedShots,0.038693517446517944,0.794000015258789,0.4879999923706055,LeftFoot,OpenPlay,Pass,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Ryan Christie,10744,Bournemouth,home,25,SavedShot,0.01685369573533535,0.7680000305175781,0.22299999237060547,LeftFoot,FromCorner,Pass,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,David Brooks,6820,Bournemouth,home,40,SavedShot,0.012815321795642376,0.7230000305175781,0.37099998474121093,LeftFoot,OpenPlay,None,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,David Brooks,6820,Bournemouth,home,49,SavedShot,0.017082108184695244,0.8159999847412109,0.3920000076293945,LeftFoot,OpenPlay,Aerial,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Dominic Solanke,1679,Bournemouth,home,54,SavedShot,0.24690678715705872,0.9580000305175781,0.325,RightFoot,OpenPlay,Throughball,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Philip Billing,6034,Bournemouth,home,60,BlockedShot,0.06008746847510338,0.8030000305175782,0.2720000076293945,LeftFoot,DirectFreekick,Standard,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Joe Rothwell,561,Bournemouth,home,64,ShotOnPost,0.025902098044753075,0.785,0.6840000152587891,RightFoot,FromCorner,TakeOn,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,David Brooks,6820,Bournemouth,home,70,MissedShots,0.024953393265604973,0.8030000305175782,0.34599998474121096,LeftFoot,OpenPlay,Pass,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Philip Billing,6034,Bournemouth,home,74,MissedShots,0.02138555236160755,0.8809999847412109,0.624000015258789,Head,SetPiece,Cross,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Kieffer Moore,10743,Bournemouth,home,76,BlockedShot,0.042668137699365616,0.8869999694824219,0.49400001525878906,Head,OpenPlay,Chipped,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Dominic Solanke,1679,Bournemouth,home,77,MissedShots,0.03189890831708908,0.8830000305175781,0.5929999923706055,Head,OpenPlay,Cross,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Antoine Semenyo,11363,Bournemouth,home,81,MissedShots,0.025760043412446976,0.7830000305175782,0.37099998474121093,RightFoot,OpenPlay,None,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Dominic Solanke,1679,Bournemouth,home,81,Goal,0.9294283986091614,0.965,0.45099998474121095,RightFoot,OpenPlay,TakeOn,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Antoine Semenyo,11363,Bournemouth,home,88,BlockedShot,0.015813298523426056,0.725,0.42700000762939455,LeftFoot,OpenPlay,BallRecovery,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Pablo Fornals,2335,West Ham,away,2,MissedShots,0.0491863414645195,0.8390000152587891,0.6329999923706054,RightFoot,OpenPlay,None,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Jarrod Bowen,1776,West Ham,away,4,MissedShots,0.02762310765683651,0.7380000305175781,0.6370000076293946,LeftFoot,OpenPlay,BallRecovery,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Jarrod Bowen,1776,West Ham,away,16,BlockedShot,0.15818184614181519,0.865,0.41900001525878905,LeftFoot,OpenPlay,TakeOn,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Tomas Soucek,8288,West Ham,away,18,MissedShots,0.5839354395866394,0.9719999694824218,0.4909999847412109,Head,FromCorner,Aerial,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Tomas Soucek,8288,West Ham,away,23,MissedShots,0.013436351902782917,0.955999984741211,0.38,Head,FromCorner,Aerial,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Pablo Fornals,2335,West Ham,away,28,MissedShots,0.020084649324417114,0.765,0.585,LeftFoot,OpenPlay,Pass,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Lucas Paquetá,7365,West Ham,away,34,BlockedShot,0.04525599628686905,0.9590000152587891,0.42200000762939455,Head,FromCorner,Aerial,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Said Benrahma,3585,West Ham,away,34,MissedShots,0.019933605566620827,0.735,0.655,RightFoot,OpenPlay,Pass,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Jarrod Bowen,1776,West Ham,away,36,MissedShots,0.04263020679354668,0.875999984741211,0.49700000762939456,OtherBodyPart,OpenPlay,Cross,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Said Benrahma,3585,West Ham,away,36,SavedShot,0.13321448862552643,0.9180000305175782,0.5720000076293945,LeftFoot,OpenPlay,Pass,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Jarrod Bowen,1776,West Ham,away,50,Goal,0.03021552599966526,0.7709999847412109,0.445,LeftFoot,OpenPlay,Pass,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Lucas Paquetá,7365,West Ham,away,55,MissedShots,0.043874774128198624,0.86,0.6020000076293945,LeftFoot,OpenPlay,Chipped,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Jarrod Bowen,1776,West Ham,away,55,BlockedShot,0.048392847180366516,0.8909999847412109,0.5309999847412109,Head,OpenPlay,Aerial,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Jarrod Bowen,1776,West Ham,away,69,BlockedShot,0.08082238584756851,0.9390000152587891,0.3220000076293945,LeftFoot,OpenPlay,Pass,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Danny Ings,986,West Ham,away,83,BlockedShot,0.12314949184656143,0.88,0.355,RightFoot,OpenPlay,Throughball,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22277,Lucas Paquetá,7365,West Ham,away,84,ShotOnPost,0.06345885992050171,0.865,0.64,LeftFoot,OpenPlay,BallTouch,2023-08-12 14:00:00,Bournemouth,West Ham,2023
22278,Lewis Dunk,6048,Brighton,home,1,MissedShots,0.030197013169527054,0.8769999694824219,0.509000015258789,Head,FromCorner,Cross,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Lewis Dunk,6048,Brighton,home,2,MissedShots,0.08002118766307831,0.9280000305175782,0.43200000762939456,Head,FromCorner,Cross,2023-08-12 14:00:00,Brighton,Luton,2023
22278,João Pedro,8272,Brighton,home,4,MissedShots,0.4237302839756012,0.8930000305175781,0.4909999847412109,RightFoot,OpenPlay,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Danny Welbeck,501,Brighton,home,7,MissedShots,0.012145270593464375,0.725,0.6880000305175781,RightFoot,OpenPlay,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Pascal Groß,239,Brighton,home,13,MissedShots,0.11489401012659073,0.9130000305175782,0.45299999237060545,Head,OpenPlay,Cross,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Solly March,6049,Brighton,home,17,BlockedShot,0.013333537615835667,0.7019999694824218,0.385,LeftFoot,SetPiece,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Estupiñán,5136,Brighton,home,17,BlockedShot,0.04104902967810631,0.8569999694824219,0.675,LeftFoot,SetPiece,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Danny Welbeck,501,Brighton,home,19,SavedShot,0.04096674174070358,0.914000015258789,0.285,RightFoot,OpenPlay,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Mahmoud Dahoud,205,Brighton,home,25,MissedShots,0.02095428667962551,0.7680000305175781,0.639000015258789,RightFoot,OpenPlay,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Kaoru Mitoma,10806,Brighton,home,32,MissedShots,0.01998881623148918,0.8480000305175781,0.7319999694824219,RightFoot,OpenPlay,Chipped,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Solly March,6049,Brighton,home,35,Goal,0.45607027411460876,0.9390000152587891,0.47,Head,OpenPlay,Cross,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Danny Welbeck,501,Brighton,home,38,ShotOnPost,0.11525235325098038,0.8630000305175781,0.505,RightFoot,OpenPlay,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Estupiñán,5136,Brighton,home,39,SavedShot,0.022851424291729927,0.740999984741211,0.6459999847412109,LeftFoot,OpenPlay,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Danny Welbeck,501,Brighton,home,41,BlockedShot,0.12404989451169968,0.8830000305175781,0.5070000076293946,RightFoot,OpenPlay,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Mahmoud Dahoud,205,Brighton,home,41,BlockedShot,0.0221095010638237,0.749000015258789,0.4779999923706055,RightFoot,OpenPlay,Rebound,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Jan Paul van Hecke,10807,Brighton,home,46,SavedShot,0.025739125907421112,0.855999984741211,0.52,Head,FromCorner,Cross,2023-08-12 14:00:00,Brighton,Luton,2023
22278,João Pedro,8272,Brighton,home,47,BlockedShot,0.10012907534837723,0.855999984741211,0.6,RightFoot,OpenPlay,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Pascal Groß,239,Brighton,home,51,ShotOnPost,0.017942124977707863,0.8719999694824219,0.8009999847412109,RightFoot,SetPiece,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Solly March,6049,Brighton,home,62,SavedShot,0.12647263705730438,0.919000015258789,0.5970000076293945,LeftFoot,OpenPlay,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,João Pedro,8272,Brighton,home,70,Goal,0.7611688375473022,0.885,0.5,RightFoot,Penalty,Standard,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Billy Gilmour,7988,Brighton,home,83,SavedShot,0.027275795117020607,0.7780000305175782,0.3160000038146973,RightFoot,OpenPlay,None,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Estupiñán,5136,Brighton,home,84,SavedShot,0.06968338042497635,0.9130000305175782,0.6769999694824219,LeftFoot,OpenPlay,TakeOn,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Simon Adingra,11710,Brighton,home,84,Goal,0.49286147952079773,0.955999984741211,0.41900001525878905,RightFoot,OpenPlay,BallRecovery,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Evan Ferguson,10177,Brighton,home,85,ShotOnPost,0.08076441287994385,0.8530000305175781,0.63,RightFoot,OpenPlay,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,João Pedro,8272,Brighton,home,86,SavedShot,0.14037765562534332,0.925,0.5879999923706055,LeftFoot,OpenPlay,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Pascal Groß,239,Brighton,home,88,SavedShot,0.26246532797813416,0.955999984741211,0.5679999923706055,RightFoot,OpenPlay,TakeOn,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Evan Ferguson,10177,Brighton,home,94,Goal,0.7277309894561768,0.9669999694824218,0.4620000076293945,RightFoot,OpenPlay,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Pelly Ruddock Mpanzu,11716,Luton,away,22,MissedShots,0.836603045463562,0.9590000152587891,0.5479999923706055,Head,OpenPlay,Aerial,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Pelly Ruddock Mpanzu,11716,Luton,away,28,BlockedShot,0.06660162657499313,0.8580000305175781,0.7080000305175781,LeftFoot,OpenPlay,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Marvelous Nakamba,8040,Luton,away,33,BlockedShot,0.013922066427767277,0.7330000305175781,0.40900001525878904,LeftFoot,OpenPlay,None,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Carlton Morris,11717,Luton,away,36,SavedShot,0.050992317497730255,0.92,0.585,Head,FromCorner,Cross,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Issa Kabore,9619,Luton,away,37,MissedShots,0.01918305829167366,0.7469999694824219,0.4209999847412109,LeftFoot,FromCorner,Pass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Carlton Morris,11717,Luton,away,45,MissedShots,0.04231686517596245,0.9259999847412109,0.549000015258789,Head,OpenPlay,Aerial,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Carlton Morris,11717,Luton,away,80,Goal,0.7611688375473022,0.885,0.5,RightFoot,Penalty,Standard,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Jacob Brown,11720,Luton,away,91,SavedShot,0.044230684638023376,0.8640000152587891,0.5179999923706055,RightFoot,OpenPlay,HeadPass,2023-08-12 14:00:00,Brighton,Luton,2023
22278,Carlton Morris,11717,Luton,away,92,MissedShots,0.05091724917292595,0.9230000305175782,0.4909999847412109,Head,FromCorner,Aerial,2023-08-12 14:00:00,Brighton,Luton,2023
22279,Neal Maupay,3621,Everton,home,0,MissedShots,0.07180008292198181,0.8640000152587891,0.27,RightFoot,OpenPlay,BallRecovery,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Abdoulaye Doucouré,1726,Everton,home,4,SavedShot,0.457674115896225,0.88,0.4929999923706055,RightFoot,OpenPlay,Pass,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Alex Iwobi,500,Everton,home,17,BlockedShot,0.07272406667470932,0.8519999694824218,0.649000015258789,RightFoot,OpenPlay,Pass,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Idrissa Gueye,668,Everton,home,18,BlockedShot,0.02941899560391903,0.8,0.6270000076293946,RightFoot,FromCorner,Cross,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Alex Iwobi,500,Everton,home,20,MissedShots,0.13353370130062103,0.8109999847412109,0.5690000152587891,RightFoot,OpenPlay,TakeOn,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Neal Maupay,3621,Everton,home,33,SavedShot,0.5802212953567505,0.9619999694824218,0.495,LeftFoot,OpenPlay,BallTouch,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Amadou Onana,9667,Everton,home,40,SavedShot,0.026149267330765724,0.850999984741211,0.3,RightFoot,OpenPlay,Chipped,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Neal Maupay,3621,Everton,home,41,SavedShot,0.3632145822048187,0.875,0.5270000076293946,RightFoot,OpenPlay,Throughball,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Nathan Patterson,10292,Everton,home,42,MissedShots,0.04702720418572426,0.8630000305175781,0.3129999923706055,LeftFoot,OpenPlay,Pass,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Neal Maupay,3621,Everton,home,44,SavedShot,0.1220758855342865,0.8430000305175781,0.4759999847412109,RightFoot,OpenPlay,Pass,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Nathan Patterson,10292,Everton,home,59,BlockedShot,0.012792707420885563,0.7030000305175781,0.42200000762939455,RightFoot,FromCorner,None,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Alex Iwobi,500,Everton,home,66,SavedShot,0.03078509122133255,0.8059999847412109,0.66,RightFoot,OpenPlay,None,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Nathan Patterson,10292,Everton,home,66,ShotOnPost,0.3760105073451996,0.9390000152587891,0.3770000076293945,RightFoot,OpenPlay,None,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Alex Iwobi,500,Everton,home,84,SavedShot,0.09493032842874527,0.9640000152587891,0.4279999923706055,RightFoot,OpenPlay,BallTouch,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Michael Keane,1653,Everton,home,84,SavedShot,0.04624316841363907,0.9009999847412109,0.43900001525878907,Head,FromCorner,Cross,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Idrissa Gueye,668,Everton,home,89,BlockedShot,0.0423031747341156,0.825,0.55,LeftFoot,FromCorner,None,2023-08-12 14:00:00,Everton,Fulham,2023
22279,James Tarkowski,1665,Everton,home,89,MissedShots,0.05010009557008743,0.92,0.5620000076293945,Head,FromCorner,Chipped,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Abdoulaye Doucouré,1726,Everton,home,94,MissedShots,0.02491401880979538,0.899000015258789,0.4179999923706055,Head,SetPiece,Aerial,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Michael Keane,1653,Everton,home,96,SavedShot,0.008094483986496925,0.8530000305175781,0.45099998474121095,Head,SetPiece,Aerial,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Tom Cairney,6835,Fulham,away,2,MissedShots,0.01620519533753395,0.815,0.5259999847412109,LeftFoot,FromCorner,Chipped,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Sasa Lukic,1537,Fulham,away,52,MissedShots,0.029726311564445496,0.8090000152587891,0.5420000076293945,RightFoot,FromCorner,HeadPass,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Raúl Jiménez,4105,Fulham,away,56,ShotOnPost,0.08995097130537033,0.8880000305175781,0.4540000152587891,RightFoot,OpenPlay,Cross,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Bobby Reid,6827,Fulham,away,56,MissedShots,0.09615994244813919,0.885,0.624000015258789,RightFoot,OpenPlay,Pass,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Harry Wilson,5596,Fulham,away,68,MissedShots,0.050611864775419235,0.8540000152587891,0.6270000076293946,LeftFoot,OpenPlay,Chipped,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Bobby Reid,6827,Fulham,away,72,Goal,0.7301697134971619,0.975,0.5320000076293945,LeftFoot,OpenPlay,None,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Bobby Reid,6827,Fulham,away,76,MissedShots,0.3776252567768097,0.9580000305175781,0.5790000152587891,RightFoot,OpenPlay,Cross,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Aleksandar Mitrovic,773,Fulham,away,86,SavedShot,0.06621070206165314,0.9269999694824219,0.644000015258789,RightFoot,OpenPlay,Cross,2023-08-12 14:00:00,Everton,Fulham,2023
22279,Aleksandar Mitrovic,773,Fulham,away,87,BlockedShot,0.12477675080299377,0.9,0.5220000076293946,LeftFoot,OpenPlay,None,2023-08-12 14:00:00,Everton,Fulham,2023
22280,William Osula,9556,Sheffield United,home,8,BlockedShot,0.022065039724111557,0.8009999847412109,0.29200000762939454,LeftFoot,OpenPlay,BallTouch,2023-08-12 14:00:00,Sheffield United,Crystal Palace,2023
22280,John Egan,7703,Sheffield United,home,26,MissedShots,0.05202386900782585,0.915,0.42200000762939455,Head,FromCorner,Cross,2023-08-12 14:00:00,Sheffield United,Crystal Palace,2023
