match_id,date,home_team,home_id,home_short,away_team,away_id,away_short,home_goals,away_goals,home_xg,away_xg,forecast_win,forecast_draw,forecast_loss,season,Match
22061,2023-12-16 15:00:00,Manchester City,88,MCI,Crystal Palace,78,CRY,2,2,2.41646,1.64977,0.5547,0.2489,0.1964,2023,Manchester City v Crystal Palace
22062,2023-12-16 15:00:00,Newcastle United,86,NEW,Fulham,228,FLH,3,0,4.27933,0.471042,0.99,0.0089,0.0011,2023,Newcastle United v Fulham
22058,2023-12-16 17:30:00,Burnley,92,BUR,Everton,72,EVE,0,2,0.811435,2.22305,0.082,0.1611,0.7569,2023,Burnley v Everton
22056,2023-12-17 14:00:00,Arsenal,83,ARS,Brighton,220,BRI,2,0,2.76976,0.663054,0.8439,0.1165,0.0396,2023,Arsenal v Brighton
22057,2023-12-17 14:00:00,Brentford,244,BRE,Aston Villa,71,AVL,1,2,0.796812,1.4664,0.1774,0.2816,0.541,2023,Brentford v Aston Villa
22064,2023-12-17 14:00:00,West Ham,81,WHU,Wolverhampton Wanderers,229,WOL,3,0,1.03828,0.556206,0.4864,0.3306,0.183,2023,West Ham v Wolverhampton Wanderers
22060,2023-12-17 16:30:00,Liverpool,87,LIV,Manchester United,89,MUN,0,0,1.97111,0.632715,0.7148,0.1924,0.0928,2023,Liverpool v Manchester United
22066,2023-12-21 20:00:00,Crystal Palace,78,CRY,Brighton,220,BRI,1,1,1.65409,1.33653,0.455,0.2631,0.2819,2023,Crystal Palace v Brighton
22065,2023-12-22 20:00:00,Aston Villa,71,AVL,Sheffield United,238,SHE,1,1,1.21861,0.646159,0.5001,0.3312,0.1687,2023,Aston Villa v Sheffield United
22072,2023-12-23 12:30:00,West Ham,81,WHU,Manchester United,89,MUN,2,0,1.51468,0.730496,0.5925,0.2598,0.1477,2023,West Ham v Manchester United
22067,2023-12-23 15:00:00,Fulham,228,FLH,Burnley,92,BUR,0,2,1.38096,0.41714,0.6363,0.2621,0.1016,2023,Fulham v Burnley
22069,2023-12-23 15:00:00,Luton,256,LUT,Newcastle United,86,NEW,1,0,1.81844,1.41488,0.4862,0.2508,0.263,2023,Luton v Newcastle United
22070,2023-12-23 15:00:00,Nottingham Forest,249,NOT,Bournemouth,73,BOU,2,3,0.791806,1.89067,0.1303,0.2073,0.6624,2023,Nottingham Forest v Bournemouth
22071,2023-12-23 15:00:00,Tottenham,82,TOT,Everton,72,EVE,2,1,1.57527,1.98385,0.2879,0.2354,0.4767,2023,Tottenham v Everton
22068,2023-12-23 17:30:00,Liverpool,87,LIV,Arsenal,83,ARS,1,1,0.982901,0.851681,0.377,0.3338,0.2892,2023,Liverpool v Arsenal
22073,2023-12-24 13:00:00,Wolverhampton Wanderers,229,WOL,Chelsea,80,CHE,2,1,1.74626,1.75447,0.3603,0.2626,0.3771,2023,Wolverhampton Wanderers v Chelsea
22083,2023-12-26 12:30:00,Newcastle United,86,NEW,Nottingham Forest,249,NOT,1,3,2.79106,3.1074,0.3064,0.2328,0.4608,2023,Newcastle United v Nottingham Forest
22075,2023-12-26 15:00:00,Bournemouth,73,BOU,Fulham,228,FLH,3,0,2.07911,0.324365,0.8555,0.1194,0.0251,2023,Bournemouth v Fulham
22084,2023-12-26 15:00:00,Sheffield United,238,SHE,Luton,256,LUT,2,3,3.61788,0.715575,0.9422,0.044,0.0138,2023,Sheffield United v Luton
22079,2023-12-26 17:30:00,Burnley,92,BUR,Liverpool,87,LIV,0,2,0.972389,1.68451,0.1994,0.2625,0.5381,2023,Burnley v Liverpool
22082,2023-12-26 20:00:00,Manchester United,89,MUN,Aston Villa,71,AVL,3,2,1.20104,1.83637,0.1985,0.2573,0.5442,2023,Manchester United v Aston Villa
22077,2023-12-27 19:30:00,Brentford,244,BRE,Wolverhampton Wanderers,229,WOL,1,4,2.59347,1.89483,0.5428,0.2254,0.2318,2023,Brentford v Wolverhampton Wanderers
22080,2023-12-27 19:30:00,Chelsea,80,CHE,Crystal Palace,78,CRY,2,1,2.73005,0.958077,0.8078,0.135,0.0572,2023,Chelsea v Crystal Palace
22081,2023-12-27 20:15:00,Everton,72,EVE,Manchester City,88,MCI,1,3,1.23529,2.28321,0.1381,0.2182,0.6437,2023,Everton v Manchester City
22078,2023-12-28 19:30:00,Brighton,220,BRI,Tottenham,82,TOT,4,2,3.84702,2.06955,0.767,0.1299,0.1031,2023,Brighton v Tottenham
22076,2023-12-28 20:15:00,Arsenal,83,ARS,West Ham,81,WHU,0,2,2.7884,1.59711,0.6535,0.2038,0.1427,2023,Arsenal v West Ham
22089,2023-12-30 12:30:00,Luton,256,LUT,Chelsea,80,CHE,2,3,2.64093,1.57463,0.6595,0.2081,0.1324,2023,Luton v Chelsea
22085,2023-12-30 15:00:00,Aston Villa,71,AVL,Burnley,92,BUR,3,2,2.92587,1.11923,0.8066,0.131,0.0624,2023,Aston Villa v Burnley
22086,2023-12-30 15:00:00,Crystal Palace,78,CRY,Brentford,244,BRE,3,1,1.61057,1.28731,0.4365,0.2865,0.277,2023,Crystal Palace v Brentford
22090,2023-12-30 15:00:00,Manchester City,88,MCI,Sheffield United,238,SHE,2,0,2.24229,0.263211,0.9141,0.0761,0.0098,2023,Manchester City v Sheffield United
22094,2023-12-30 15:00:00,Wolverhampton Wanderers,229,WOL,Everton,72,EVE,3,0,2.64477,0.519641,0.916,0.0694,0.0146,2023,Wolverhampton Wanderers v Everton
22091,2023-12-30 17:30:00,Nottingham Forest,249,NOT,Manchester United,89,MUN,2,1,0.744348,0.651905,0.3432,0.3817,0.2751,2023,Nottingham Forest v Manchester United
22087,2023-12-31 14:00:00,Fulham,228,FLH,Arsenal,83,ARS,2,1,1.52829,1.6591,0.3212,0.286,0.3928,2023,Fulham v Arsenal
22092,2023-12-31 14:00:00,Tottenham,82,TOT,Bournemouth,73,BOU,3,1,2.15027,1.58229,0.5177,0.2287,0.2536,2023,Tottenham v Bournemouth
22088,2024-01-01 19:00:00,Liverpool,87,LIV,Newcastle United,86,NEW,4,2,6.67151,0.910974,0.9981,0.0015,0.0004,2023,Liverpool v Newcastle United
22093,2024-01-02 18:30:00,West Ham,81,WHU,Brighton,220,BRI,0,0,0.9831,2.1552,0.1215,0.2187,0.6598,2023,West Ham v Brighton
22096,2024-01-12 19:45:00,Burnley,92,BUR,Luton,256,LUT,1,1,1.52023,0.965167,0.514,0.2735,0.2125,2023,Burnley v Luton
22097,2024-01-13 12:30:00,Chelsea,80,CHE,Fulham,228,FLH,1,0,2.0456,0.697847,0.7466,0.1756,0.0778,2023,Chelsea v Fulham
22100,2024-01-13 17:30:00,Newcastle United,86,NEW,Manchester City,88,MCI,2,3,1.23638,2.55452,0.1202,0.1796,0.7002,2023,Newcastle United v Manchester City
22098,2024-01-14 14:00:00,Everton,72,EVE,Aston Villa,71,AVL,0,0,1.03664,1.3435,0.2719,0.3045,0.4236,2023,Everton v Aston Villa
22099,2024-01-14 16:30:00,Manchester United,89,MUN,Tottenham,82,TOT,2,2,0.923233,1.31224,0.2351,0.3057,0.4592,2023,Manchester United v Tottenham
22103,2024-01-20 12:30:00,Arsenal,83,ARS,Crystal Palace,78,CRY,5,0,3.52167,0.288083,0.967,0.029,0.004,2023,Arsenal v Crystal Palace
22104,2024-01-20 17:30:00,Brentford,244,BRE,Nottingham Forest,249,NOT,3,2,1.94219,1.22251,0.5612,0.2428,0.196,2023,Brentford v Nottingham Forest
22101,2024-01-21 14:00:00,Sheffield United,238,SHE,West Ham,81,WHU,2,2,2.61362,2.4241,0.4271,0.2342,0.3387,2023,Sheffield United v West Ham
22102,2024-01-21 16:30:00,Bournemouth,73,BOU,Liverpool,87,LIV,0,4,0.834585,1.53344,0.1701,0.2667,0.5632,2023,Bournemouth v Liverpool
22095,2024-01-22 19:45:00,Brighton,220,BRI,Wolverhampton Wanderers,229,WOL,0,0,1.3701,1.14116,0.3979,0.3324,0.2697,2023,Brighton v Wolverhampton Wanderers
22108,2024-01-30 19:30:00,Nottingham Forest,249,NOT,Arsenal,83,ARS,1,2,0.631618,1.39143,0.1572,0.2831,0.5597,2023,Nottingham Forest v Arsenal
22106,2024-01-30 19:45:00,Fulham,228,FLH,Everton,72,EVE,0,0,2.37499,2.83317,0.308,0.2134,0.4786,2023,Fulham v Everton
22107,2024-01-30 19:45:00,Luton,256,LUT,Brighton,220,BRI,4,0,3.63312,1.01366,0.9284,0.0547,0.0169,2023,Luton v Brighton
22112,2024-01-30 20:00:00,Crystal Palace,78,CRY,Sheffield United,238,SHE,3,2,1.1601,0.768467,0.4684,0.3204,0.2112,2023,Crystal Palace v Sheffield United
22105,2024-01-30 20:15:00,Aston Villa,71,AVL,Newcastle United,86,NEW,1,3,1.44485,3.3224,0.0747,0.1228,0.8025,2023,Aston Villa v Newcastle United
22109,2024-01-31 19:30:00,Tottenham,82,TOT,Brentford,244,BRE,3,2,3.36194,1.59637,0.7778,0.1393,0.0829,2023,Tottenham v Brentford
22114,2024-01-31 19:30:00,Manchester City,88,MCI,Burnley,92,BUR,3,1,1.84756,1.49114,0.45,0.2838,0.2662,2023,Manchester City v Burnley
22113,2024-01-31 20:15:00,Liverpool,87,LIV,Chelsea,80,CHE,4,1,3.6627,0.477972,0.9634,0.0301,0.0065,2023,Liverpool v Chelsea
22110,2024-02-01 19:30:00,West Ham,81,WHU,Bournemouth,73,BOU,1,1,1.3128,1.13487,0.4096,0.3213,0.2691,2023,West Ham v Bournemouth
22111,2024-02-01 20:15:00,Wolverhampton Wanderers,229,WOL,Manchester United,89,MUN,3,4,2.27609,3.22698,0.188,0.209,0.603,2023,Wolverhampton Wanderers v Manchester United
22121,2024-02-03 12:30:00,Everton,72,EVE,Tottenham,82,TOT,2,2,3.25881,0.922371,0.9354,0.0526,0.012,2023,Everton v Tottenham
22118,2024-02-03 15:00:00,Brighton,220,BRI,Crystal Palace,78,CRY,4,1,1.92591,0.241137,0.8463,0.129,0.0247,2023,Brighton v Crystal Palace
22119,2024-02-03 15:00:00,Burnley,92,BUR,Fulham,228,FLH,2,2,1.00428,1.28806,0.2812,0.293,0.4258,2023,Burnley v Fulham
22123,2024-02-03 15:00:00,Newcastle United,86,NEW,Luton,256,LUT,4,4,2.37353,2.67463,0.3138,0.2276,0.4586,2023,Newcastle United v Luton
22124,2024-02-03 17:30:00,Sheffield United,238,SHE,Aston Villa,71,AVL,0,5,1.52784,2.99015,0.0949,0.1699,0.7352,2023,Sheffield United v Aston Villa
22115,2024-02-04 14:00:00,Bournemouth,73,BOU,Nottingham Forest,249,NOT,1,1,1.1895,0.456548,0.6339,0.2803,0.0858,2023,Bournemouth v Nottingham Forest
22120,2024-02-04 14:00:00,Chelsea,80,CHE,Wolverhampton Wanderers,229,WOL,2,4,2.35967,2.48996,0.3563,0.229,0.4147,2023,Chelsea v Wolverhampton Wanderers
22122,2024-02-04 14:00:00,Manchester United,89,MUN,West Ham,81,WHU,3,0,0.96721,1.1807,0.2964,0.3006,0.403,2023,Manchester United v West Ham
22116,2024-02-04 16:30:00,Arsenal,83,ARS,Liverpool,87,LIV,3,1,2.8526,0.542052,0.8894,0.0841,0.0265,2023,Arsenal v Liverpool
22117,2024-02-05 20:00:00,Brentford,244,BRE,Manchester City,88,MCI,1,3,0.865741,2.10785,0.1246,0.1938,0.6816,2023,Brentford v Manchester City
22130,2024-02-10 12:30:00,Manchester City,88,MCI,Everton,72,EVE,2,0,1.58971,0.192072,0.7703,0.1961,0.0336,2023,Manchester City v Everton
22127,2024-02-10 15:00:00,Fulham,228,FLH,Bournemouth,73,BOU,3,1,1.7456,2.60612,0.2024,0.2217,0.5759,2023,Fulham v Bournemouth
22128,2024-02-10 15:00:00,Liverpool,87,LIV,Burnley,92,BUR,3,1,3.14734,1.11123,0.8055,0.1243,0.0702,2023,Liverpool v Burnley
22129,2024-02-10 15:00:00,Luton,256,LUT,Sheffield United,238,SHE,1,3,1.76215,1.98283,0.2937,0.2842,0.4221,2023,Luton v Sheffield United
22132,2024-02-10 15:00:00,Tottenham,82,TOT,Brighton,220,BRI,2,1,2.10928,1.49285,0.5182,0.2553,0.2265,2023,Tottenham v Brighton
22134,2024-02-10 15:00:00,Wolverhampton Wanderers,229,WOL,Brentford,244,BRE,0,2,1.05781,1.84908,0.1694,0.2406,0.59,2023,Wolverhampton Wanderers v Brentford
22131,2024-02-10 17:30:00,Nottingham Forest,249,NOT,Newcastle United,86,NEW,2,3,0.968075,0.511375,0.4805,0.3509,0.1686,2023,Nottingham Forest v Newcastle United
22133,2024-02-11 14:00:00,West Ham,81,WHU,Arsenal,83,ARS,0,6,0.191065,3.99893,0.0014,0.0121,0.9865,2023,West Ham v Arsenal
22125,2024-02-11 16:30:00,Aston Villa,71,AVL,Manchester United,89,MUN,1,2,2.64675,2.44591,0.4367,0.2256,0.3377,2023,Aston Villa v Manchester United
22126,2024-02-12 20:00:00,Crystal Palace,78,CRY,Chelsea,80,CHE,1,3,0.719516,1.26948,0.1869,0.2941,0.519,2023,Crystal Palace v Chelsea
22135,2024-02-17 12:30:00,Brentford,244,BRE,Liverpool,87,LIV,1,4,1.69518,3.08952,0.13,0.1713,0.6987,2023,Brentford v Liverpool
22136,2024-02-17 15:00:00,Burnley,92,BUR,Arsenal,83,ARS,0,5,0.335143,2.20575,0.0215,0.1051,0.8734,2023,Burnley v Arsenal
22138,2024-02-17 15:00:00,Fulham,228,FLH,Aston Villa,71,AVL,1,2,1.41796,1.57297,0.3234,0.2655,0.4111,2023,Fulham v Aston Villa
22141,2024-02-17 15:00:00,Newcastle United,86,NEW,Bournemouth,73,BOU,2,2,2.38425,2.08098,0.4324,0.2915,0.2761,2023,Newcastle United v Bournemouth
22142,2024-02-17 15:00:00,Nottingham Forest,249,NOT,West Ham,81,WHU,2,0,2.66942,0.520016,0.8769,0.0916,0.0315,2023,Nottingham Forest v West Ham
22144,2024-02-17 15:00:00,Tottenham,82,TOT,Wolverhampton Wanderers,229,WOL,1,2,1.59768,1.77591,0.3182,0.2596,0.4222,2023,Tottenham v Wolverhampton Wanderers
22140,2024-02-17 17:30:00,Manchester City,88,MCI,Chelsea,80,CHE,1,1,2.77713,1.82903,0.5909,0.1949,0.2142,2023,Manchester City v Chelsea
22143,2024-02-18 14:00:00,Sheffield United,238,SHE,Brighton,220,BRI,0,5,0.586214,3.35549,0.012,0.0482,0.9398,2023,Sheffield United v Brighton
22139,2024-02-18 16:30:00,Luton,256,LUT,Manchester United,89,MUN,1,2,1.57234,3.58973,0.0801,0.1195,0.8004,2023,Luton v Manchester United
22137,2024-02-19 20:00:00,Everton,72,EVE,Crystal Palace,78,CRY,1,1,2.44588,0.734685,0.8065,0.1381,0.0554,2023,Everton v Crystal Palace
22074,2024-02-20 18:30:00,Manchester City,88,MCI,Brentford,244,BRE,1,0,2.53766,0.503799,0.845,0.1154,0.0396,2023,Manchester City v Brentford
22151,2024-02-21 15:00:00,Liverpool,87,LIV,Luton,256,LUT,4,1,3.70302,0.956512,0.8961,0.0729,0.031,2023,Liverpool v Luton
22147,2024-02-24 15:00:00,Aston Villa,71,AVL,Nottingham Forest,249,NOT,4,2,3.48861,2.25569,0.6676,0.188,0.1444,2023,Aston Villa v Nottingham Forest
22148,2024-02-24 15:00:00,Brighton,220,BRI,Everton,72,EVE,1,1,1.6538,0.286655,0.7466,0.2016,0.0518,2023,Brighton v Everton
22150,2024-02-24 15:00:00,Crystal Palace,78,CRY,Burnley,92,BUR,3,0,2.41612,0.0760216,0.9557,0.042,0.0023,2023,Crystal Palace v Burnley
22152,2024-02-24 15:00:00,Manchester United,89,MUN,Fulham,228,FLH,1,2,1.96036,1.1385,0.5948,0.2309,0.1743,2023,Manchester United v Fulham
22145,2024-02-24 17:30:00,Bournemouth,73,BOU,Manchester City,88,MCI,0,1,0.925889,1.79636,0.1377,0.2393,0.623,2023,Bournemouth v Manchester City
22146,2024-02-24 20:00:00,Arsenal,83,ARS,Newcastle United,86,NEW,4,1,2.59336,0.217373,0.933,0.0583,0.0087,2023,Arsenal v Newcastle United
22154,2024-02-25 13:30:00,Wolverhampton Wanderers,229,WOL,Sheffield United,238,SHE,1,0,1.21618,0.654342,0.5154,0.3025,0.1821,2023,Wolverhampton Wanderers v Sheffield United
22153,2024-02-26 20:00:00,West Ham,81,WHU,Brentford,244,BRE,4,2,2.06873,1.33683,0.5759,0.2315,0.1926,2023,West Ham v Brentford
22155,2024-03-02 15:00:00,Brentford,244,BRE,Chelsea,80,CHE,2,2,2.4732,2.1523,0.4418,0.2411,0.3171,2023,Brentford v Chelsea
22157,2024-03-02 15:00:00,Everton,72,EVE,West Ham,81,WHU,1,3,3.12075,2.17948,0.6041,0.2042,0.1917,2023,Everton v West Ham
22158,2024-03-02 15:00:00,Fulham,228,FLH,Brighton,220,BRI,3,0,1.37604,1.15198,0.4214,0.2805,0.2981,2023,Fulham v Brighton
22161,2024-03-02 15:00:00,Newcastle United,86,NEW,Wolverhampton Wanderers,229,WOL,3,0,3.33495,0.507769,0.9528,0.0375,0.0097,2023,Newcastle United v Wolverhampton Wanderers
22162,2024-03-02 15:00:00,Nottingham Forest,249,NOT,Liverpool,87,LIV,0,1,0.971466,1.32259,0.267,0.2868,0.4462,2023,Nottingham Forest v Liverpool
22164,2024-03-02 15:00:00,Tottenham,82,TOT,Crystal Palace,78,CRY,3,1,2.6625,0.277887,0.9285,0.0622,0.0093,2023,Tottenham v Crystal Palace
22159,2024-03-02 17:30:00,Luton,256,LUT,Aston Villa,71,AVL,2,3,2.43312,2.08586,0.4648,0.2474,0.2878,2023,Luton v Aston Villa
22156,2024-03-03 13:00:00,Burnley,92,BUR,Bournemouth,73,BOU,0,2,1.60461,1.43616,0.4202,0.2635,0.3163,2023,Burnley v Bournemouth
22160,2024-03-03 15:30:00,Manchester City,88,MCI,Manchester United,89,MUN,3,1,2.64173,0.153764,0.9375,0.0569,0.0056,2023,Manchester City v Manchester United
22163,2024-03-04 20:00:00,Sheffield United,238,SHE,Arsenal,83,ARS,0,6,0.201374,2.47294,0.0132,0.089,0.8978,2023,Sheffield United v Arsenal
22172,2024-03-09 12:30:00,Manchester United,89,MUN,Everton,72,EVE,2,0,2.9016,1.8214,0.6539,0.188,0.1581,2023,Manchester United v Everton
22165,2024-03-09 15:00:00,Bournemouth,73,BOU,Sheffield United,238,SHE,2,2,3.92657,1.91752,0.7827,0.1317,0.0856,2023,Bournemouth v Sheffield United
22170,2024-03-09 15:00:00,Crystal Palace,78,CRY,Luton,256,LUT,1,1,3.25103,1.08531,0.8485,0.1087,0.0428,2023,Crystal Palace v Luton
22174,2024-03-09 15:00:00,Wolverhampton Wanderers,229,WOL,Fulham,228,FLH,2,1,1.29589,2.94155,0.0956,0.1555,0.7489,2023,Wolverhampton Wanderers v Fulham
22166,2024-03-09 17:30:00,Arsenal,83,ARS,Brentford,244,BRE,2,1,1.59369,0.733239,0.5916,0.262,0.1464,2023,Arsenal v Brentford
22167,2024-03-10 13:00:00,Aston Villa,71,AVL,Tottenham,82,TOT,0,4,1.23267,2.25381,0.1441,0.2079,0.648,2023,Aston Villa v Tottenham
22168,2024-03-10 14:00:00,Brighton,220,BRI,Nottingham Forest,249,NOT,1,0,0.534518,0.687034,0.2326,0.4127,0.3547,2023,Brighton v Nottingham Forest
22173,2024-03-10 14:00:00,West Ham,81,WHU,Burnley,92,BUR,2,2,1.87414,0.88131,0.617,0.2337,0.1493,2023,West Ham v Burnley
22171,2024-03-10 15:45:00,Liverpool,87,LIV,Manchester City,88,MCI,1,1,2.25492,1.37289,0.5862,0.2435,0.1703,2023,Liverpool v Manchester City
22169,2024-03-11 20:00:00,Chelsea,80,CHE,Newcastle United,86,NEW,3,2,1.78315,0.568435,0.7549,0.1839,0.0612,2023,Chelsea v Newcastle United
25861,2024-03-13 19:30:00,Bournemouth,73,BOU,Luton,256,LUT,4,3,2.84403,2.79419,0.3874,0.23,0.3826,2023,Bournemouth v Luton
22177,2024-03-16 15:00:00,Burnley,92,BUR,Brentford,244,BRE,2,1,2.69776,1.25123,0.7332,0.1712,0.0956,2023,Burnley v Brentford
22181,2024-03-16 15:00:00,Luton,256,LUT,Nottingham Forest,249,NOT,1,1,0.853782,1.95268,0.1236,0.2202,0.6562,2023,Luton v Nottingham Forest
22180,2024-03-16 17:30:00,Fulham,228,FLH,Tottenham,82,TOT,3,0,2.47234,2.14564,0.4497,0.2511,0.2992,2023,Fulham v Tottenham
22183,2024-03-17 14:00:00,West Ham,81,WHU,Aston Villa,71,AVL,1,1,1.32829,0.911274,0.4612,0.3004,0.2384,2023,West Ham v Aston Villa
22191,2024-03-30 12:30:00,Newcastle United,86,NEW,West Ham,81,WHU,4,3,3.80922,0.994584,0.9141,0.0607,0.0252,2023,Newcastle United v West Ham
22185,2024-03-30 15:00:00,Bournemouth,73,BOU,Everton,72,EVE,2,1,1.39268,0.93378,0.4836,0.3187,0.1977,2023,Bournemouth v Everton
22188,2024-03-30 15:00:00,Chelsea,80,CHE,Burnley,92,BUR,2,2,4.46643,2.10422,0.8334,0.0971,0.0695,2023,Chelsea v Burnley
22192,2024-03-30 15:00:00,Nottingham Forest,249,NOT,Crystal Palace,78,CRY,1,1,0.784652,0.900972,0.2849,0.3583,0.3568,2023,Nottingham Forest v Crystal Palace
22193,2024-03-30 15:00:00,Sheffield United,238,SHE,Fulham,228,FLH,3,3,1.78824,1.10254,0.5659,0.2465,0.1876,2023,Sheffield United v Fulham
22194,2024-03-30 15:00:00,Tottenham,82,TOT,Luton,256,LUT,2,1,2.46523,0.402402,0.8853,0.093,0.0217,2023,Tottenham v Luton
22186,2024-03-30 17:30:00,Aston Villa,71,AVL,Wolverhampton Wanderers,229,WOL,2,0,1.28271,1.66232,0.2681,0.2583,0.4736,2023,Aston Villa v Wolverhampton Wanderers
22187,2024-03-30 20:00:00,Brentford,244,BRE,Manchester United,89,MUN,1,1,3.16487,0.989565,0.8271,0.1192,0.0537,2023,Brentford v Manchester United
22189,2024-03-31 14:00:00,Liverpool,87,LIV,Brighton,220,BRI,2,1,3.21149,0.43922,0.9248,0.06,0.0152,2023,Liverpool v Brighton
22190,2024-03-31 16:30:00,Manchester City,88,MCI,Arsenal,83,ARS,0,0,1.22009,0.511402,0.5957,0.2805,0.1238,2023,Manchester City v Arsenal
22198,2024-04-02 18:30:00,Nottingham Forest,249,NOT,Fulham,228,FLH,3,1,1.94619,1.04304,0.6133,0.215,0.1717,2023,Nottingham Forest v Fulham
22202,2024-04-02 18:30:00,Newcastle United,86,NEW,Everton,72,EVE,1,1,2.65009,1.69834,0.6098,0.2173,0.1729,2023,Newcastle United v Everton
22195,2024-04-02 18:45:00,Bournemouth,73,BOU,Crystal Palace,78,CRY,1,0,1.30969,0.174389,0.7183,0.2403,0.0414,2023,Bournemouth v Crystal Palace
22197,2024-04-02 18:45:00,Burnley,92,BUR,Wolverhampton Wanderers,229,WOL,1,1,1.12581,1.01021,0.3791,0.3116,0.3093,2023,Burnley v Wolverhampton Wanderers
22199,2024-04-02 19:15:00,West Ham,81,WHU,Tottenham,82,TOT,1,1,1.47017,1.39423,0.3691,0.3037,0.3272,2023,West Ham v Tottenham
22196,2024-04-03 18:30:00,Arsenal,83,ARS,Luton,256,LUT,2,0,1.14384,0.292082,0.6149,0.301,0.0841,2023,Arsenal v Luton
22200,2024-04-03 18:30:00,Brentford,244,BRE,Brighton,220,BRI,0,0,0.423299,1.22404,0.1184,0.2938,0.5878,2023,Brentford v Brighton
22204,2024-04-03 19:15:00,Manchester City,88,MCI,Aston Villa,71,AVL,4,1,3.87704,1.18643,0.8896,0.0723,0.0381,2023,Manchester City v Aston Villa
22203,2024-04-04 18:30:00,Liverpool,87,LIV,Sheffield United,238,SHE,3,1,2.51772,0.720948,0.7969,0.151,0.0521,2023,Liverpool v Sheffield United
22201,2024-04-04 19:15:00,Chelsea,80,CHE,Manchester United,89,MUN,4,3,3.48048,1.56686,0.7877,0.1251,0.0872,2023,Chelsea v Manchester United
22207,2024-04-06 11:30:00,Crystal Palace,78,CRY,Manchester City,88,MCI,2,4,1.49472,2.26381,0.211,0.2307,0.5583,2023,Crystal Palace v Manchester City
22205,2024-04-06 14:00:00,Aston Villa,71,AVL,Brentford,244,BRE,3,3,1.16333,1.42064,0.2673,0.2872,0.4455,2023,Aston Villa v Brentford
22208,2024-04-06 14:00:00,Everton,72,EVE,Burnley,92,BUR,1,0,0.659844,0.34699,0.3827,0.4499,0.1674,2023,Everton v Burnley
22209,2024-04-06 14:00:00,Fulham,228,FLH,Newcastle United,86,NEW,0,1,0.834564,1.18012,0.2389,0.3084,0.4527,2023,Fulham v Newcastle United
22210,2024-04-06 14:00:00,Luton,256,LUT,Bournemouth,73,BOU,2,1,1.30478,0.616108,0.5559,0.2877,0.1564,2023,Luton v Bournemouth
22214,2024-04-06 14:00:00,Wolverhampton Wanderers,229,WOL,West Ham,81,WHU,1,2,1.78341,1.14133,0.5558,0.2917,0.1525,2023,Wolverhampton Wanderers v West Ham
22206,2024-04-06 16:30:00,Brighton,220,BRI,Arsenal,83,ARS,0,3,0.428514,4.16518,0.004,0.0185,0.9775,2023,Brighton v Arsenal
22211,2024-04-07 14:30:00,Manchester United,89,MUN,Liverpool,87,LIV,2,2,0.814509,4.43457,0.007,0.0309,0.9621,2023,Manchester United v Liverpool
22212,2024-04-07 16:30:00,Sheffield United,238,SHE,Chelsea,80,CHE,2,2,1.74265,0.521789,0.7207,0.2028,0.0765,2023,Sheffield United v Chelsea
22213,2024-04-07 19:00:00,Tottenham,82,TOT,Nottingham Forest,249,NOT,3,1,1.61978,2.00122,0.2404,0.2793,0.4803,2023,Tottenham v Nottingham Forest
22222,2024-04-13 11:30:00,Newcastle United,86,NEW,Tottenham,82,TOT,4,0,3.1483,0.737596,0.8841,0.0843,0.0316,2023,Newcastle United v Tottenham
22217,2024-04-13 14:00:00,Brentford,244,BRE,Sheffield United,238,SHE,2,0,1.09071,0.834498,0.4097,0.3275,0.2628,2023,Brentford v Sheffield United
22218,2024-04-13 14:00:00,Burnley,92,BUR,Brighton,220,BRI,1,1,1.8522,0.889445,0.6483,0.2124,0.1393,2023,Burnley v Brighton
22221,2024-04-13 14:00:00,Manchester City,88,MCI,Luton,256,LUT,5,1,4.64245,0.809775,0.9687,0.0253,0.006,2023,Manchester City v Luton
22223,2024-04-13 14:00:00,Nottingham Forest,249,NOT,Wolverhampton Wanderers,229,WOL,2,2,1.76244,1.45688,0.4299,0.2841,0.286,2023,Nottingham Forest v Wolverhampton Wanderers
22215,2024-04-13 16:30:00,Bournemouth,73,BOU,Manchester United,89,MUN,2,2,2.38519,1.52274,0.5851,0.2409,0.174,2023,Bournemouth v Manchester United
22220,2024-04-14 13:00:00,Liverpool,87,LIV,Crystal Palace,78,CRY,0,1,3.04497,2.12879,0.586,0.205,0.209,2023,Liverpool v Crystal Palace
22224,2024-04-14 13:00:00,West Ham,81,WHU,Fulham,228,FLH,0,2,1.45307,3.61413,0.0551,0.1047,0.8402,2023,West Ham v Fulham
22216,2024-04-14 15:30:00,Arsenal,83,ARS,Aston Villa,71,AVL,0,2,1.89003,0.929049,0.6312,0.2246,0.1442,2023,Arsenal v Aston Villa
22219,2024-04-15 19:00:00,Chelsea,80,CHE,Everton,72,EVE,6,0,3.37093,1.21791,0.8957,0.0806,0.0237,2023,Chelsea v Everton
22230,2024-04-20 14:00:00,Luton,256,LUT,Brentford,244,BRE,1,5,0.497799,3.7809,0.0056,0.0305,0.9639,2023,Luton v Brentford
22232,2024-04-20 14:00:00,Sheffield United,238,SHE,Burnley,92,BUR,1,4,1.97816,2.42338,0.2848,0.2176,0.4976,2023,Sheffield United v Burnley
